pageid,group,all_members,genres,intro_text
175986,Die Dumme Dänen,"['Clemens Legolas Telling', 'Nicolai Schneekloth', 'Nikolai Storr-Hansen', 'Troels Drasbech']","['heavy metal', 'hip hop']","<p><b>Die Dumme Dänen</b> er et dansksproget band dannet i 2005 med elementer fra rap og heavy metal.
</p>"
205972,Dieters Lieder,"['Axel Mohr', 'Halfdan E. Nielsen', 'Johan Gerup', 'Martin Gerup', 'Morten Kaufmann', 'Ped Ott Tønsberg', 'Peter Rahbek']","['pop', 'rock']","<p><b>Dieters Lieder</b> var en dansk pop-/rockgruppe fra Roskilde, der blev dannet i 1980. Gruppen bestod bl.a. af de to konstante medlemmer, brødrene Johan og Martin Gerup, og af den senere komponist og producer Halfdan E. De startede som et konceptband med sange omkring den fiktive person ""Dieter"" fra Berlin. Konceptet blev opgivet efter debutalbummet. Gruppen udgav to albums inden deres opløsning i 1988. Dieters Lieder er især kendt for sangen ""Dig og mig"".
</p>"
653620,Dig & Mig (duo),"['Dig', 'Mig']","['pop', 'rock']","<dl><dd><span typeof=""mw:File""><span></span></span><i> For alternative betydninger, se Dig &amp; Mig.</i> <small>(Se også artikler, som begynder med Dig &amp; Mig)</small></dd></dl>
<p><b>Dig &amp; Mig</b> er en pop-/rockduo fra Danmark bestående af Andrea Aagaard og Kasper Maarbjerg. Duoen hittede i efteråret 2011 på P3-radioprogrammet Det Elektriske Barometer med sangen ""Når jeg stikker af"" og blev senere P3's ""Ugens Uundgåelige"" med sangen ""Skyggerne"". Debutalbummet <i>Sommervarmen</i> udkom i maj 2012, og duoen spillede på Roskilde Festival senere samme år.
</p>"
196800,Dig og mig og solskin,"['Per Åstrup Olsen', 'Søren Berlev', 'Tom Lundén']","['pop', 'rock']","<p><b>Dig og mig og solskin</b> var en dansk rockgruppe der eksisterede fra 1967 til 1969. Gruppen blev etableret af Tom Lundén og Per Åstrup Olsen og havde i starten Leif ""Flipper"" på trommer. Senere overtog Søren Berlev trommerne. Bassen blev varetaget af Tom Lundén på fodpedalbas (Hammondorgel). Per Åstrup Olsen sang og guitar. Tom Lundén sang og hammondorgel.
</p><p>Gruppen opnåede status som husorkester i Projekt Hus (der senere blev til Huset i Magstræde) i de allertidligste dage. Men nåede også at optræde i Brøndby Popklub og TV og mindre festivaler.
Sangene blev leveret af Per Åstrup Olsen og Tom Lundén.
</p><p>Søren Berlev er senere kendt fra Gasolin, som Dig og mig og solskin spillede opvarmning for i Gladsaxe Teenclub i 1969. Tom Lundén er senere kendt som ankermand i Bifrost.
</p>"
994753,Dirt Forge,"['Alexander Kolby', 'Nicolai Lomholt', 'Yannick Bünger Kristensen']",['heavy metal'],"<p><b>Dirt Forge</b> er et Københavnsk engelsksproget Heavy Metal-band fra 2013.
</p><p>Dirt Forges første udspil var EP'en <i>Ratcatchers</i> udkom den 1. oktober 2015. I 2017 udgav de deres debutalbum Soothsayer.
</p>"
282610,Diskofil,"['Boogie Jutta', 'Disko Lydia', 'Onkel Finn', 'Porno Bent', 'Tango Tage', 'Tiina Labina']","['pop', 'schlager (dansk top)']","<p><b>Diskofil</b> er et dansk kopiband, der blev dannet i Randers i 1994. Bandet består af forsangeren <i>Disko Lydia</i> (Rikke Buch Bendtsen), <i>Porno Bent</i> (Morten Madsen), <i>Tiina Labina</i> (Annette Lolck), <i>Tango Tage</i> (Jan Winther) og <i>Onkel Finn</i> (Flemming ""Flev"" Nielsen). Sidstnævnte er også kendt som Dario von Slutty. Diskofil har solgt mere end 300.000 eksemplarer af deres albums.
</p><p>Diskofil debuterede på et beach party i Øster Hurup arrangeret af den lokale Radio ABC, hvor bandet varmede op for sangerinden Whigfield. Det endte med, at pladeselskabet bag Whigfield, Scandiniavn Records, skrev kontrakt med Diskofil.
</p><p>Diskofil markerede sig fra starten med coverversioner af gamle og nyere danske sange, særligt dansktop- og grandprix-hits – fra Tommy Seebachs <i>Krøller eller ej</i> over C.V. Jørgensens <i>Costa del Sol</i> til engelske klassikere som Village People-hittet <i>YMCA </i>, som blev til <i>Da Johnny ble' til Conny</i>. I 1996 lavede bandet også et cover af det spanske band Los del Rios <i>Macarena</i>, kaldet <i>Margarine</i>. KODA nedlagde imidlertid hurtigt forbud mod sangen, idet Diskofil ikke havde indhentet rettighedshavernes tilladelse.. Diskofil udsendte efterfølgende singlen <i>Disko Karina</i>, som var clearet med Los del Rio.
</p><p>Disko Lydia var fra 1997 til 2001 erstattet af <i>Boogie Jutta</i>, mens Lydia alias Rikke Buch Bendtsen læste på Malmö Musical Academy. I 1999 oplevede bandet at blive Grammy-nomineret i kategorien <i>Årets Danske Entertainment Udgivelse</i> for albummet <i>En Kødrand Af Klassikere</i>. Samme år deltog bandet i TV3's populære lørdagsunderholdning <i>Fangerne på Fortet</i>.
</p><p>Oprindeligt skulle <i>DiskoVielenDank</i> fra 2001 have været det sidste album, men i 2005 sendtes opsamlingsalbummet <i>Opkog</i> på gaden, og bandet tog atter på turné. 
</p>"
395612,Djosos Krost,"['Dj Filip', 'Pharfar']",['rock'],"<p><b>Djosos Krost</b> er et dansk band bestående af Pharfar (kendt fra Bikstok Røgsystem) og DJ Filip (kendt fra rockgruppen Ludo).
</p><p>I 2005 udgav gruppen albummet <i>No Sign of Bad</i>, som blev nomineret til Årets Danske Urban/R&amp;B Udgivelse ved Danish Music Awards.
</p>"
653802,Djämes Braun,"['Kent Pedersen', 'Lasse Kramhøft']","['pop', 'dancehall']","<p><b>Djämes Braun</b> er et dancehall-act fra Danmark. Lasse Kramhøft aka. Pilfinger står bag actet, som oprindeligt blev dannet som en duo med barndomsvennen Kent Pedersen i år 2012, frem til dennes exit, i slutningen af 2017.
</p><p>Djämes Braun brød igennem som vindere af KarriereKanonen på DR's P3 og den 19. november 2012, udkom den første EP ""Djämes Braun"". Den opfølgende EP ""Farlig Tiger"" blev udgivet den 12. august 2013. Den 2. marts 2015 udkom debutalbummet ""Modgift"", som opnåede en platincertificering.
</p><p>I forbindelse med DR Output-stafetten i 2015 lavede Djämes Braun en coverversion af Marie Keys <i>Uden forsvar</i>.
</p><p>Djämes Braun deltog i efteråret 2016 i TV2-programmet Toppen Af Poppen sammen med Fallulah, Hanne Boel, Lau Højen, Noah, Peter A.G. og Ida Corr.
</p>"
360807,Dominus (band),"['Anders Kjølholm', 'Franz Gottschalk', 'Michael Poulsen']","['heavy metal', 'death metal']","<p><b>Dominus</b> var et dødsmetal-band fra Ringsted, som blev stiftet i 1991 og splittet i 2000-2001. De udgav to demoer og fire album, hver forskellige i stil. Bandet blev splittet efter deres seneste album (2000/2001), nogle af medlemmerne fortsatte med at danne bandet Volbeat, opkaldt efter det Dominus-album, der hed <i>Vol.Beat</i> (1997).
</p>"
391842,Dr. Dopo Jam,"['Anders Gårdmand', 'Bent Clausen', 'Ethan Weisgard', 'Jesper Hindø', 'Jørgen Knudsen (2)', 'Kristian Pommer', 'Lars Bisgaard', 'Lars Rasmussen', 'Niels Christensen (2)', 'Poul Snitker']","['rock', 'jazz']","<p><b>Dr. Dopo Jam</b> (oprindeligt Dr. Dopo Jam &amp; His Khana Bees). Dansk gruppe startet på initiativ af Kristian Pommer i Club Paramount i Roskilde i slutningen af 1967) af Nils ""Vejmand"" (Nils Carl Vilhelm Wienmann Christensen), SKAK Snitker (Poul Visby Snitker) og Kristian Pommer.
</p><p>Formanden for Paramount syntes åbenbart, at der skulle gøres noget for musikken, så vi kunne mødes i Paramount for at danne det orkester indenfor rytmisk musik.
</p><p>Kristian, SKAK og Nils mødtes i Club Paramounts baglokale, fordi den daværende formand for Paramount gik på forberedelseskursus til kunstakademiet med Kristian (På Glyptotheket i København). Formanden for Paramount skabte kontakten til SKAK og Nils i Roskilde, eftersom Kristian havde nævnt, at han gerne ville danne et orkester indenfor rytmisk musik, men han skulle have kontakt til nogle, der spillede rytmisk musik. Nils og SKAK havde spillet flere gange i Paramount med deres daværende Jazz-orkester, Moderne Jazz-kvintet (BeBop-stil) og Nils havde siddet ind på trommerne i Burnin' Red Ivanhoe, da de spillede i Paramount, fordi deres trommeslager (Bo Trige) var kørt galt og ikke kunne komme.
</p><p>Bandet Dr. Dopo Jam markerede sig i perioden 1968-1974, som en bizar gruppe med humoristisk sceneshow. Med Pommer som centrum blev gruppen en af de mest bemærkelsesværdige grupper i dansk rock. Han stod for størstedelen af det gennemarrangerede repertoire.
</p><p>Det oprindelige band bestod af:
</p>
<ul><li>Kristian Pommer, keyboard, sang og guitar, Nils Christensen, trommer, Poul ""Skak"" Snitker, trompet og fløjte, Cai Rydder, saxofon, Lars Rasmussen, el-guitar, Sten Uglebjerg, vaskebalje, percussion, ""Sovepose"", sav, og Sten Olsen, el-bas.</li>
<li>""Sovepose"" forlod orkestret umiddelbart efter starten.Sten Uglebjerg forlod bandet, da man fik øvelokale i Paramount på Eriksvej, Roskilde.</li>
<li>Efter en gennemført tourné til Holland forlod Sten Olsen og Cai Rydder bandet.Olsen blev erstattet af Jesper Hindø.</li></ul>
<p>I september 1969 ændrede og udvidede Pommer besætningen. Anders Gaardmand kom til på tenor- og sopransaxofon. Rytmesektionen blev ændret til nu to trommeslagere: Nils ""Vejmand"" Christensen og Bent Clausen. Sidstnævnte spillede også vibrafon i bandet.
</p><p>Med forskellige udskiftninger og instrumenter, fortsatte Dr. Dopo Jam sin eksperimenterende stil op til deres epokegørende debut ""Entrée"", som blev udgivet i marts 1973. Jørgen Knudsen var et års tid forinden kommet med i bandet på lead-guitar i stedet for Lars Rasmussen. Frem til forsommeren 1973 var bandet besætning: 
</p>
<ul><li>Kristian Pommer, keyboard, sang og guitar,</li>
<li>Poul ""Skak"" Snitker, trompet og fløjte</li>
<li>Anders Gårdmand, saxofon</li>
<li>Jørgen Knudsen, el-guitar</li>
<li>Nils ""Vejmand"", trommer</li>
<li>Bent Clausen, trommer og vibrafon</li>
<li>Jesper Hindø, el-bas</li></ul>
<p>Allerede efter indspilningerne i 1972 og i forbindelse med første pladeudgivelse i 1973 var en ny besætning på vej i bandet. Hindø, Rasmussen og ""Vejmand"" var på vej ud af bandet, og Kristian Pommer havde valgt at overlade forsangerrollen på indspilningerne til sangeren Lars Bisgaard. Dr. Dopo Jam havde efter deres optræden ved Roskilde Festival i 1973 ændret bandet til følgende live-opsætning:
</p>
<ul><li>Kristian Pommer, keyboard, sang og guitar,</li>
<li>Poul ""Skak"" Snitker, trompet og fløjte</li>
<li>Anders Gårdmand, saxofon</li>
<li>Jørn Nørredal, trombone</li>
<li>Jørgen Knudsen, el-guitar</li>
<li>Ethan Weisgard, trommer og percussion</li>
<li>Bent Clausen, trommer og vibrafon</li>
<li>Vagn Hansen, el-bas</li></ul>
<p>Dr. Dopo Jam indspillede juni-september 1973 deres andet album. Her medvirkede foruden nogle af de tidligere bandmedlemmer også gæster med bl.a. Claus Nordsø på congas, en violintrio og Wandy Tvorek som solist.
</p><p>Andre musikere, der har sidenhen spillede med i bandet Dr. Dopo Jam:
</p>
<ul><li>Jens Elbøl, bas</li>
<li>Michael Holmen, bas</li>
<li>Polle Olsen, percussion og vocaler</li>
<li>Jakob Sæther, trommer</li></ul>
<p>Gruppen blev opløst i maj måned 1974. Pommer og Snitker fortsatte i Tequila, Weisgard i BukiYamaz og Knudsen, Nørredal og Clausen i Krambambuli – Bent Clausen endvidere i Creme Fraiche og Zirenes.
</p><p>I 1993 indgik Pommer i bandet Blue Tribe, der stadig spiller live ved særlige lejligheder. Fra 2010 indgår Nils ""Vejmand"" også i BlueTribe.
</p>"
484304,Drive-in (band),"['Adam Amparan', 'Ben Rodriguez', 'Bernie Rincon', 'Cedric Bixler-Zavala', 'Davy Simmons', 'Jarrett Wrenn', 'Jim Ward', 'Keeley Davis', 'Kenny Hopper', 'Omar Rodriguez-Lopez', 'Paul Hinojos', 'Ryan Sawyer', 'Tony Hajjar']",[],"<dl><dd><span typeof=""mw:File""><span></span></span><i> For alternative betydninger, se Drive-in.</i> <small>(Se også artikler, som begynder med Drive-in)</small></dd></dl>
<p><b>Drive-In</b> var et dansk band som var aktiv i perioden 1986-2008. Bandets var centreret omkring sangskriverne Dan E. Rasmussen og Jesper Risager. Bandet nåede at udgive fire albums.
</p><p>Et af bandet første koncerter, var i oktober 1986 på Elværket i Holbæk og livekoncerten blev optaget og senere sendt på Danmarks Radios P3. 
</p><p>I 1994 spillede bandet 96 koncerter i Spanien.<sup class=""Template-Fact"" style=""white-space:nowrap;"">[<i><span title=""Dette udsagn mangler reference til pålidelige kilder. (siden Uge 8, 2014)"">kilde mangler</span></i>]</sup> I 2005 medvirkede Drive-In i TV3-programmet <i>De fantastiske fem</i>, hvor de skulle lancere et comeback.
</p><p>Oktober 2008 optrådte bandet for sidste gang offentligt på Arbejdermuseet ved Københavns Kulturnat. Uddrag af koncerten blev vist live på TV 2.
</p>"
686441,Drori-Hansen Furniture,"['Casper Hansen', 'Erann DD']",[],"<p><b>Drori-Hansen Furniture</b> er en dansk musikgruppe bestående af Erann DD som forsanger og Casper Hansen som bassist.
</p>"
440430,Drott & Marsk,"['Bjarke Helmø', 'Dan Hvidtfeldt Larsen', 'Mikkel Baltser Dørig', 'Stig Helmer Jensen', 'Tomas Raae']","['pop', 'rock']","<p><b>Drott &amp; Marsk</b> er en pop/rockgruppe fra Danmark, der blev dannet af Bjarke Helmø og Stig Helmer Jensen i 2007. Gruppen består af Bjarke Helmø (Sidste Ambulance), Stig Helmer Jensen (Atoi), Mikkel Baltser Dørig (Harmony Hatbox in Brilliant Black, Black Rose Trick, The Lips mfl.), Tomas Raae (ditbandmitband, Källing, mfl.) og Dan Hvidtfeldt Larsen (Won’t Lovers Revolt Now, The State, The Market and The DJ, mfl.) 
</p><p>Albummet <i>Det Sejler Sikkert</i> udkom i 2010 og modtog fire ud af seks stjerner i <i>GAFFA</i>. I 2011 udgav de EP'en <i>En Tanke Om Hvor Godt Det Var Engang</i>, der fik tre ud af seks stjerner i <i>GAFFA</i>. 
</p>"
346192,Dræsinebanden,"['Allan Frederiksen', 'Andreas P. Nielsen', 'Charlie Krøis', 'Inge-Marie Nielsen', 'Kristian Rusbjerg', 'Lars Kirkegaard']",['folk'],"<p><b>Dræsinebanden</b> er et folkemusikband, der debuterede i 1988, bandet optræder med sang, musik, show og komik.
</p><p>Bandets repertoire omfatter egne sange og viser, Sigfred Pedersens viser og Four Jacks’ sange.
</p><p>Dræsinebandens medlemmer er:
</p>
<ul><li>Andreas P. Nielsen, guitar, banjo og tamburin.</li>
<li>Inge-Marie Nielsen, sang og guitar, banjo og tamburin.</li>
<li>Lars Kirkegaard: harmonika, keyboard og hammondorgel.</li>
<li>Kristian Rusbjerg: harmonika.</li>
<li>Harry: bas og kor.</li></ul>"
479034,E.T.A.,"['Andy Cox', 'David Steele', 'John Hughes (17)']",[],"<p><b>E.T.A.</b> er en musikgruppe fra Danmark.
</p><p><br>
</p>"
602205,EaggerStunn,"['Eagger', 'Stunn Gunn']","['pop', 'hardcore punk', 'electronic', 'reggae', 'dancehall']","<p><b>EaggerStunn</b> var en dansk reggae/dancehall duo, bestående af Eagger (Dwayne McFarlane) og Stunn Gunn (Kristoffer Sjelberg), der blev grundlagt i 2008.
</p><p>Stunn Gunn blev ansat i 2005 som trommeslager for Bikstok Røgsystem, som Eaggerman allerede var en del af. Et venskab udviklede sig hurtigt mellem de to reggae-entusiaster og et samarbejde begyndte at tage form. Planen var at give den danske reggae scene, et dansksproget alternativ til til musikgenren dancehall. Det blev til musik med hardcore reggae med tunge jamaicanske rytmer og elektronisk produktion, hvor teksterne er fyldt med deres meninger om samfundet. Den første (uofficielle) single fra EaggerStunn 'Morder Dem', blev udgivet i 2008. Singlen 'Kugledans' kom ud i 2012 og var forløberen til debutalbummet Armagedion, udgivet på Fake Diamond Record. Den blev meget populær og solgte guld. 11 Jun 2012 var dagen, hvor deres debutalbum udkom, og allerede samme dag ramte albummet nr. 1 på iTunes.
</p>"
653813,The Eclectic Moniker,"['Anders Thambo', 'Esben Beldring', 'Frederik Vedersø', 'Peter Kohlmetz Møller', 'Tobias Ljungar Sødring']","['pop', 'indie rock']","<p><b>The Eclectic Moniker</b> er et indie-pop-band fra Danmark, bestående af Frederik Vedersø, Tobias Ljungar Sødring, Anders Thambo, Peter Kohlmetz Møller, og Esben Beldring.
</p><p>Gruppen debuterede med den calypsoinfluerede single, ""Easter Island"", som var P3's Uundgåelige. Bandet vandt i 2011 P3's Karrierekanonen og i 2012 Odense Live Prisen.
</p><p>I juni 2012 udkom gruppens selvbetitlede debutalbum, der hovedsageligt modtog positive anmeldelser, og fik fire ud af seks stjerner i musikmagasinet <i>GAFFA</i>. Dette år modtog gruppen også Odense Live Prisens Talentpris.
</p><p>I september 2013 udkom gruppens andet studiealbum <i>Continents</i>, der fik tre ud af seks stjerne hos <i>GAFFA</i>. Den 6. november 2016 udkom bandets tredje album <i>Mirror Twin</i>, der kun fik to ud af seks stjerner hos <i>GAFFA</i>.
</p>"
106100,Efterklang (musikgruppe),"['Casper Clausen', 'Mads Brauer', 'Rasmus Stolberg', 'Rune Mølgaard', 'Thomas Husmer']",['indie rock'],"<dl><dd><span typeof=""mw:File""><span></span></span><i> For alternative betydninger, se Efterklang.</i> <small>(Se også artikler, som begynder med Efterklang)</small></dd></dl>


<p><i><b>Efterklang</b></i> er en dansk indie-gruppe fra København og blev dannet i december 2000. De har foreløbigt udgivet fem albums i fuld længde, <i>Tripper</i>, <i>Parades</i>, <i>Magic Chairs,</i> <i>Piramida</i> og <i>Altid Sammen</i>, samt tre EP'er, <i>Springer,</i> <i>Under Giant Trees og Lyset - EP.</i>
</p><p>Gruppen bestod oprindeligt af Mads Brauer, Casper Clausen, Thomas Kirirath Husmer, Rasmus Stolberg og Rune Mølgaard. Sidstnævnte er dog ikke længere en fast del af gruppen, men bidrager stadigvæk til sangskrivningen indimellem.
I forbindelse med både pladeindspilninger og især live-optrædener bliver gruppen suppleret af en række musikere.
</p><p>Gruppen har vundet adskillige priser, herunder Årets album ved Årets Steppeulv for <i>Parades</i> og <i>Piramida</i>.
</p>"
784325,Eggs Laid by Tigers,"['Jonas Westergaard', 'Martin Ullits Dahl', 'Peter Bruun', 'Simon Toldam']",[],"<p><b>Eggs Laid by Tigers</b> er et dansk band dannet i 2009, der har Jonas Westergaard, bas, klaver og vokal, (der når bandet Murder optræder live er han med på bas), Peter Bruun, trommer, guitar og vokal, (Django Bates trio med mere) og Martin Ullits Dahl, guitar, vocal, (aka Prins Nitram) i front, og bag sig er de yderligere fire musikere, når de optræder live Simon Toldam (klaver), Jimmy Nyborg (trompet), Anders Banke (saxofoner), Jacob Munck (trombone). Bandet baserer deres musik på digteren Dylan Thomas' tekster og navnet 'Eggs Laid by Tigers' har de taget fra Dylan Thomas, som beskrev sin kunst med ordene ""I wrote endless imitations, though I never thought them to be imitations but, rather, wonderfully original things, like eggs laid by tigers.""
</p><p>Bandet er inviteret til at deltaget 100 års festen for Dylan Thomas, Do Not Go Gentle Festival i Swansea.
</p>"
403296,Electric Lady Lab,"['Martin Bøge Pedersen', 'Stine Hjelm Jacobsen']","['pop', 'rock', 'indie rock']","<p><b>Electric Lady Lab</b> var en dansk elektro-pop duo, der bestod af producer og sangskriver Martin Bøge Pedersen og sangerinde Stine Hjelm Jacobsen. De udgav deres debutalbum, <i>Flash!</i> den 7. januar 2011.
</p><p>Electric Lady Lab blev dannet i marts 2009. Martin var tidligere en del af popduoen The Loft, og Stine har en fortid i indiepop-bandet NU. De har kendt hinanden siden 1990'erne hvor de gik på gymnasium sammen i Køge.
</p><p>Electric Lady Lab debuterede med singlen ""It's Over Now"" i november 2009, men fik sit kommercielle gennembrud med ""You &amp; Me"" fra juni 2010. Sangen sampler temaet fra ""Rhythm Is a Dancer"" (1992) fra den tyske eurodance gruppe Snap!. Singlen opnåede en placering som nummer to på hitlisten, og modtog platin for 30.000 solgte downloads. I maj 2011 blev singlen udsendt i Tyskland, Schweiz og Østrig. Electric Lady Lab samarbejdede med popgruppen The Storm på nummeret ""The Chosen Ones"" fra albummet <i>Rebel Against Yourself</i> (2011), hvor Stine Hjelm Jacobsen synger sammen med Pernille Rosendahl.
</p><p>Den 1. september 2011 udkom singlen ""Touch Me"", der sampler a-ha's ""The Sun Always Shines on T.V."" (1985). Sangen er skrevet sammen med Johan Wohlert fra Mew, og bruger a-ha-forsanger Morten Harkets originale vokal samt tema fra sangen.
</p><p>Electric Lady Lab er kendt for at sample ældre hits. Singlen ""Open doors"" fra 2013 bruger samplen fra Jan Hammers 80'er-klassiker ""Crockett's Theme"" og seneste single ""Hurts"" bruger en sample fra Roxettes megahit ""Listen to your heart"".
</p><p>Den 5. februar 2016 udkom singlen ""Love Is War"" som første single fra en kommende EP. Den 14. marts 2016 meddelte Electric Lady Lab at de ville stoppe som duo.
</p><p>Electric Lady Lab er blevet fremhævet som eksempel på den nye bølge af moderne dansk dancemusik.
</p>"
257122,Electro Swingers,"['Bjarne Abel', 'Irving Waldorff']","['schlager (dansk top)', 'rock', 'soul', 'electronic', 'country']","<dl><dd><span typeof=""mw:File""><span></span></span> <i>Der er for få eller ingen kildehenvisninger i denne artikel, hvilket er et problem. Du kan hjælpe ved at angive troværdige kilder til de påstande, som fremføres i artiklen.</i></dd></dl>
<p><b>Electro Swingers</b> er en pigtrådsgruppe dannet i København i 1960 med følgende medlemmer:
</p>
<ul><li>Ebbe Møllgård (lead-g),</li>
<li>Bjarne Andersen (rhythm-g),</li>
<li>John Skårup (el-b, tp),</li>
<li>Verner Visholt (lead-vo, org),</li>
<li>Flemming Møller (dm).</li></ul>
<p>Oprindeligt et Cliff Richard &amp; The Shadows inspireret orkester, men tog hurtigt de nye engelske Liverpool-strømninger på repertoiret. Såvel Møllgård som Skårup var tidligere musikere, og Electro Swingers var i starten blandt de musikalsk dygtigste danske rockorkestre, bl.a. eksperimenterede gruppen tidligt med ekkomaskiner og lydfiltre. Grundstammen Møllgård, B. Andersen, Skårup og Visholt udgjorde Electro Swingers – med skiftende trommeslagere, bl.a.
</p><p>Gerd »Bjuti« Madsen og Irving Waldorf. I 1965 erstattedes Visholt af Bent Lyman (lead-vo), og Electro Swingers lagde musikken om til en mere soulpræget stil. Indspillede i foråret 1967 (1,2), hvor Birger Jensen (dm) medvirkede. I slutningen af 1967 erstattedes Lyman af Benny Rasmussen (lead-vo, org.).
Electro Swingers spillede som et af de første rockorkestre i Nyhavn og spillede i de tidlige år regelmæssigt på bl.a. Skipperkroen, Nyhavn 41 og Cap Horn. Var i 1966 husorkester i Jomfruburet.
</p><p>I 1970 reorganiseredes orkestret med følgende medlemmer:
</p>
<ul><li>E. Møllgård,</li>
<li>B. Andersen,</li>
<li>Per Bernhard Hansen (nu Per Bernhard Brohammer) (el-b),</li>
<li>Ole Carlsen (dm),</li>
<li>Bjarne Abel (lead-vo, perc.).</li></ul>
<p>Med denne besætning spillede gruppen ofte i Valhalla, Place Pigalle, samt spar 2 på Bakken. Krudthuset og Dancetten i Tivoli, samt i det store musikmekka Le Carrousel hvor Electro Swingers faktisk senere var husorkester i natklubben Blue Heaven i mere end et år.
</p><p>Indspillede en dansktop inspireret plade med denne besætning 'Min lille gård' og 'Bimbimmelim', dog uden at bandet var et dansktop orkester, men fortsat var et hårdtspillende band med rødderne solidt plantet i guitarrockens tressermusik.
Electro Swingers lagde stilmæssigt om til country rock i 1976, men ophørte med at spille offentligt kort efter for en tid.
</p><p>Efter en pause fra sidste halvdel af 70´erne til starten af 80érne blev bandet gendannet med følgende besætning:
</p>
<ul><li>Ebbe Møllgård,</li>
<li>Bjarne Abel,</li>
<li>Per Bernhard Hansen, (nu Per Bernhard Brohammer)</li>
<li>René Brohammer Hansen (el-g),</li>
<li>Finn Karstrup (drums).</li></ul>
<p>Med René Brohammer Hansens indtræden i Electro Swingers (tidligere grupper Griff, Hiber og Håndtryk) blev stilen mere hårdtslående og rocket, inspireret fra gruppen Håndtryk, hvor René Brohammer Hansen og Per Bernhard Hansen netop havde spillet sammen. Electro Swingers spillede nu ikke udelukkende tresserrock, men også numre med 80ér stil med flere egne kompositioner skrevet af Per Bernhard Hansen (f. 1955), som var en af bandets tre brødre (bror til René Brohammer Hansen (f. 1956) og Bjarne Abel (f. 1947).
Besætningen spillede 3-4 år, inden endnu en pause indfandt sig i 1987. De tre brødre Per, René og Bjarne dannede umiddelbart her efter trioen Brødrene Bros Brothers med samme repertoire som Electro Swingers, og trioen havde flere jobs i det halve år den eksisterede.
</p><p>Electro Swingers startede op igen et par år senere i 1990 med samme besætning som forrige dog med ny trommeslager Mogens Frederiksen.
Her blev udelukkende spillet ren 60érmusik, og bandet havde med denne besætning sin musikalsk bedste periode med mange jobs og god pressedækning. Bandet kørte på revivalstilen hvor alle optrådte i ens jakker med den gamle kapelmester som dirrigenten som førte taktstokken.
Det sidste år frem mod opløsningen i 1994 prøvede bandet at uden held at genfinde formen med skiftende trommeslagere, og det lukkede definitivt ned igen i 1994 efter 34 år på musikscenerne i primært Københavnsområdet.
</p><p>Sangeren Claus Dahlstrøm Andersen, Ebbe Møllgård og Per Bernhard Brohammer samledes lejlighedsvis i 2014 og indspillede under navnet Electro Swingers en række numre. Indspilningerne lå i skuffen indtil den 27. januar 2021, hvor albummet ""2014"" blev udgivet på diverse streamingtjenester under bandnavnet Electro Swingers DK.
</p><p>Brødrene Per Bernhard og Bjarne Abel fortsatte efter opløsningen i 1994 i Pink Cadillac Arkiveret 30. april 2008 hos  Wayback Machine  som efter et par år blev til en duo bestående af de to brødre.
Pink Cadillac havde mange jobs på kroer, spillesteder samt til private arrangementer. og stoppede som duo i 2007. 
Den tredje bror René Brohammer Hansen stoppede i bandsammenhæng, da Electro Swingers stoppede i 1994.
</p><p>Per Bernhard Brohammer har siden 2015 været, og er stadig i dag (2023), forsanger i københavnerbandet Stop1Halv, og dels er han aktiv privat, hvor han indspiller og udsender egne kompositioner i mindre udgivelser. Stop1Halv udgav to album i 2022 og opnåede de maximale 15 uger på Dansktoppen på Danmarks Radio P5 med nummeret ""Hvem Skød Louie"", hvilket rakte til en 7. plads på Dansktoppens top 30 for hele året 2022.
</p><p>Stifteren af Electro Swingers Ebbe Mølgaard Petersen sov stille ind den 26. januar 2023.<sup class=""Template-Fact"" style=""white-space:nowrap;"">[<i><span title=""Dette udsagn mangler reference til pålidelige kilder. (siden februar 2023)"">kilde mangler</span></i>]</sup>
</p>"
483939,Emily and The Orgasm Addicts,"['Emily Conlon', 'Fillip Willink', 'Johannes Møller Astrup', 'Silas Michelsen', 'Thea Berg']","['rock', 'indie rock']","<p><br>
<b>Emily and The Orgasm Addicts</b> var et indie rock-band fra Aarhus, Danmark.
</p><p>Deres debutalbum, <i>Emily and the orgasm addicts</i>, modtog fire ud af seks stjerner i musikmagasinet <i>GAFFA</i> og i <i>soundvenue</i>.
</p>"
179958,Enola Gay (band),"['Anderz Nielsen', 'Brian (80)', 'Jesper (5)', 'Jyde']","['hardcore punk', 'punk']","<p><b>Enola Gay</b> var et dansk band fra 1981 til 1984 klassificeret som hardcore punk. Navnet stammer fra flyvemaskinen, som kastede atombomben over Hiroshima.
</p><p>Bandet blev dannet i Albertslund af Anderz Nielsen (guitar), ""Jyde"" Claus Jyderup (trommer), Brian ""Bad Brain"" Hansen (bas). Kort efter kom Jesper ""Liselotte"" Jørgensen på sang. Første optræden var på Køge Amts Gymnasium til talentshow 81.
</p>"
