pageid,group,all_members,genres,intro_text
463868,Beta Satan,"['Johannes Gammelby', 'Klaus Hedegaard Nielsen', 'Kåre R. Hansen', 'Morten Riis']",[],"<p><b>Beta Satan</b> er et aarhusiansk band bestående primært af medlemmer fra The Malpractice og hedengangne Tiger Tunes . Bandet har eksisteret siden 2005.
</p><p>I 2007 udgav Play/Rec en 7"" split-single med Beta Satan og Lack hvorefter at Crunchy Frog signede bandet. Året efter udkom debutalbummet <i>Girls</i>.
</p>"
37653,Bifrost (musikgruppe),"['Finn Jensen', 'Ida Klemann', 'Tom Lundén', 'Torben Andersen']","['pop', 'rock']","<dl><dd><span typeof=""mw:File""></span><i> Denne artikel omhandler orkestret</i> Bifrost<i>. For andre betydninger af bifrost, se Bifrost.</i></dd></dl>
<p><br>
</p>

<p><b>Bifrost</b> var en dansk rockgruppe, der blev dannet i 1974 i København af Tom Lundén og Finn Jensen. Tom Lundén var uofficiel hovedperson og skrev og sang langt de fleste af deres sange, deriblandt ""Hej Maria"", ""Det er morgen"" og ""Mens lyset brænder ud"" (sidstnævnte blev i mange år brugt som TV Avisens søndags-jingle). Desuden er Bifrost kendt for Christiania-slagsangen ""I kan ikke slå os ihjel"", skrevet af Tom Lundén. 
</p><p>Gruppens popularitet faldt en del i midten af 1980'erne, og efter udsendelsen af albummet <i>Vand jeg kan gå på</i>, hvor gruppen reelt blot bestod af Tom Lundén og Pia Cohn, indstillede Bifrost reelt sine aktiviteter.
</p>"
44135,Big Fat Snake,"['Anders Blichfeldt', 'Asger Steenholdt', 'Holger Kølle', 'Jacob Perbøll', 'Jens Fredslund', 'Morten Jay Jakobsen', 'Pete Repete', 'Peter Viskinde']","['pop', 'rock']","<p><b>Big Fat Snake</b> var en dansk musikgruppe inden for genrerne rock og poprock. Bandet blev dannet i 1990 og den sidste besætning bestod af sanger Anders Blichfeldt, guitarist Asger Steenholdt, keyboardspiller Pete Repete, trommeslager Jens Fredslund og bassist Morten ""Jay"" Jakobsen. Gruppen har solgt over én millioner albums. Big Fat Snake er bedst kendt for sange some ""Bonsoir Madame"", ""No Peace Like in Heaven"", ""Animal"" og ""Someone Like You"". Bandets navn er taget fra omkvædet til Bob Dylan-sangen ""Wiggle Wiggle"" (1990). Bandet var på en længere afskedsturne i 2018, hvorefter det blev enten opløst eller sat på vågeblus.<sup class=""Template-Fact"" style=""white-space:nowrap;"">[<i><span title=""Dette udsagn mangler reference til pålidelige kilder. (siden august 2021)"">kilde mangler</span></i>]</sup>
</p>"
1134918,Bitch Boys,"['Anne Linnet', 'Berit Fridahl', 'Jette Schandorf', 'Rikke Veth']",['rock'],"<p><b>Bitch Boys</b> var et dansk band der officielt blev dannet i 1997, og bestod af Anne Linnet, Berit Fridahl, Jette Schandorf og Rikke Veth.
</p><p>Anne Linnet syntes ikke der var nok interessant dansk rockmusik i 1990'erne, så hun dannede Bitch Boys for, at fortsætte sin unikke tilgang til kvinderock. Dog syntes hun, at bandet ""blev aldrig det helt store"". Anne Linnet boede i Rom i 1995, den samme tid da hendes albummer <i>Thorvaldsen</i> og <i>Pige træd varsomt</i> blev lavet. Sporadisk arbejde på Bitch Boys fandt allerede sted i 1995. Debut-liveoptræden af Bitch Boys var 10. april 1997 i Helsingør. Det eneste album, <i>Bitch Boys</i> udgivet i 1997, modtog negativ omtale i pressen. Albummet <i>Bitch Boys</i> indeholder en coverversion af The Kinks' sang ""You Really Got Me"".
</p>"
424545,Black City,"['Anders Borre Mathiesen', 'Bjørn Poulsen', 'Jakob Bjørn Hansen', 'Kristian Klærke', 'Mixen Lindberg', 'Torleik Mortensen']",['rock'],"<p><b>Black City</b> var et dansk rockband dannet i 2009. Bandet bestod af Bjørn Poulsen (vokal og guitar), Kristian Klærke (guitar og kor), Anders Borre Mathiesen (bas og kor) og Jakob Hanson (trommer og kor). Deres debutalbum <i>Black City</i> udkom i 2010, og den anden og sidste udgivelse, <i>Fire</i>, udkom i februar 2013. Bandet gik i opløsning i oktober 2014.
</p>"
435609,Blue Sun,"['Avraham Gindos', 'Roy Sela']","['pop', 'rock', 'jazz', 'blues']","<p><b>Blue Sun</b> (Blå Sol på engelsk) var en dansk jazz-rock-fusionsmusik-gruppe, grundlagt i efteråret 1969. Bandets sound var meget speciel, inspireret som den var af afrikansk musik, free jazz og amerikansk blues- og rocktradition. 
</p><p>Blue Suns oprindelige medlemmer var Poul Ehlers (f. 1942) på bas, Jesper Zeuthen Nielsen (f. 1949) på tenorsaxofon, Søren Berggren (f. 1948) på altsaxofon og fløjte, Jan Kaspersen (f. 1948) på keyboards, Niels Pontoppidan (f. 1948) på guitar, Bo Jacobsen (f. 1945) på trommer og afroamerikaneren Dale Allen Smith (f. 1944) med sang og slagtøj. 
</p><p>Den oprindelige gruppe ophørte i 1971, men ""genopstod"" ved flere senere lejligheder og med skiftende besætning. Den var fx med på Roskilde Festivalen i 1974 (med Lone Kellermann som sanger) og blev senere gendannet også i en ""provinsudgave"" i Århus med bl.a. Bo Jacobsen som en af hovedkræfterne. 
</p><p>Blue Sun spillede opvarmning for Jimi Hendrix i KB Hallen, 3. september 1970. 
</p><p>Bandet forenede i sin musik, i sin spillemåde og i sine grundholdninger og selvopfattelse mange af de strømninger, der kendetegnede det såkaldt alternative miljø før, under og efter Thylejren (juli-august 1970). Det er nok grunden til, at der lige siden har svævet en mytologisk, næsten halvreligiøs aura over navnet Blue Sun. Blue Sun er således ved siden af Eik Skaløs Steppeulvene ganske enkelt et af dansk rockhistories mest legendariske orkestre. 
</p><p>Det er også betegnende, at Blue Sun – i modsætning til de fleste andre af de dengang populære orkestre – aldrig bøjede sig for eller blev en del af det kommercielle cirkus omkring den nye musik. Fx afslog det at deltage i Newport-festivalen i New York på grund af festivalens kommercielle karakter.
</p><p>I 2008 udkom en live CD på Karma Records som samlede de bedste numre fra bandets koncerter i 1970.
</p>"
405812,The Blue Van,"['Allan Fjeldgaard Villadsen', 'Per Mølgaard Jørgensen', 'Steffen Westmark', 'Søren Christensen']",['rock'],"<p><b>The Blue Van</b> er et dansk rockband, som består af Steffen Westmark (vokal og guitar), Søren Christensen (guitar, keyboard og kor), Allan Fjeldgaard Villadsen (bas) og Per Mølgaard Jørgensen (trommer og kor).
</p>"
421199,Blunt (band),"['Anders Enøe', 'Feike van der Woude', 'Günther Bach', 'Hans Peter Mululu', 'Jacob Lyngsdal', 'Jakob Barndorff-Nielsen', 'Jesper Friis', 'Jimmie Tagesen', 'Lasse Enøe', 'Mads Schaarup', 'Martin Robert Madsen', 'Mikkel Govertz', 'Niels Bach Storgaard', 'Viggo Jørgensen']","['rock', 'reggae', 'world']","<p><b>Blunt</b> er en syv mand stor dansk musikgruppe der blander reggae med hård rock. Tidsskriftet <i>Basunen</i> har beskrevet bandet som ""århusiansk power reggae"". Bandet har, siden det blev dannet i år 2000, turneret Danmark flere gange, samt spillet på en række forskellige festivaler, bl.a. World Music Festival, Danmarks Rareste Festival (Katballe Karma), Danmarks Grimmeste Festival og Smukfest. 
</p><p>På grund af den lidt utraditionelle blanding af reggae og hård rock har bandet arbejdet sammen med så forskellige producere som Tue Madsen; (Rob Halford, Sick Of It All), Lasse Pilfinger (BliGlad, Bikstok Røgsystem, Marc Johnson), og Jacob Bredahl (Hatesphere, Last Mile). Denne blanding har ikke altid medført lige positiv omtale, omend Blunt samtidig er blevet rost for deres lyd og samspil.
</p>"
969259,Boat Man Love,"['Johan Lei Gellett', 'Lars Skjærbæk', 'Søren Koch', 'Troels Skjærbæk']",['rock'],"<p><b>Boat Man Love</b> er et dansk rockband, som består af brødrene Troels Skjærbæk og Lars Skjærbæk, som også var en del af det hedengangne dansksprogede rockband Inside The Whale, samt Søren Koch (guitar) og Johan Lei Gellett (trommer).
</p><p>Desuden har Boat Man Love spillet med Michael Falch.
</p>"
409946,Bodies Of Work,['Martin Bjørck'],"['pop', 'electronic']","<p><b>Bodies Of Work</b> er et nyt band fra østlondon med danske Martin Bjørck i front.
Bandet opstod så sent som i vinteren 2008 og fik umiddelbart efter pladekontrakt med det danske pladeselskab Tigerspring.
</p><p>Bodies Of Work har været i København for at lægge grundsporene til deres debutalbum sammen med producer Joshua (Kashmir, Kent m.fl.).
</p><p>Martin Bjørck har tidligere været en del af electro-popbandet The Far Cries med den engelske sangerinde Lizzie Holdforth. Duoen blev dog efter et par år trætte af de begrænsninger, der lå i deres udtryk og besluttede sig for at stoppe. I samme åndedrag dannede de en ny bandkonstellation, Bodies Of Work, sammen med bassist Andy Becker Wright og trommeslageren Chris Morgan.
</p><p>Sange fra Bodies Of Work er semi-dystre urbane fortællinger om misbrugt ungdom, begær, udlængsel og kærlighed, og førstesinglen har allerede fået pæn opmærksomhed i England hos de engelske radiostationer.
</p><p>
</p>"
299905,Bollocks,"['Akio (8)', 'Ishitobi', 'Kohichi Konda', 'Yoh (2)']","['rock', 'punk']","<p><b>Bollocks</b> (1978 – ca. 1982) – Dansk punkband der bl.a. spillede på de tidlige danske punkscener Rockmaskinen og Saltlageret. Bollocks var ret tro mod den oprindelige punkgenre introduceret af bl.a. Ramones og Sex Pistols. Især inspiration fra Ramones kan spores i Bollocks' sange. Bandet må sammen med bl.a. danske Sods og Brats betegnes som værende blandt de første danske punkbands. 
</p><p>Bollocks spillede til punkfestivalerne Concert Of The Moment (1979), Concerto de Nobrainos insanos (1980) og Nosferatu Festival (1982). Bandet spillede på Roskilde Festival i 1980.
</p><p>Bollocks' koncert sammen med en række andre bands i Saltlageret den 8. december 1978 bliver i punk fanzinet Iklipsx anmeldt således af Jesper Reisinger: ""Bollocks var aftenens scoop, også en helt ny gruppe (kun 3 dage) men alligevel bedre end de andre. De gad ikke lave spil for galleriet, for de var punks, og de vidste det.""
</p><p>Bollocks blev gendannet i 2000'erne og er et forholdsvis aktivt band på livescenen. Tidligere og nuværende medlemmer i Bollocks er Jens, Lars, Fjelde, Marco, Peter, Peter (tidl. i ADS) og Malle.
</p>"
686358,Bombay Rockers,"['Navtej Singh Rehal', 'Thomas Sandorf']",['rock'],"<p><b>Bombay Rockers</b> er et dansk/indisk rockband dannet i 2002 af Navtej Singh Rehal og Thomas Sardorf.
</p>"
303648,Brats,"['Carsten Van Der Volsing', 'Eddie Haircut', 'Franz De Zaster', 'Lars Monroe', 'Michael Denner', 'Rene Krolmark', 'Sniff Høkerberg', 'Yenz Arnsted']","['rock', 'heavy metal', 'punk']","<dl><dd><span typeof=""mw:File""><span></span></span> <i>Ikke at forveksle med Bratz.</i></dd></dl>
<p><b>Brats</b> (1978-1980) var et centralt punk/metal-band på den danske musikscene. Bandet blev dannet i København i maj 1978 af sangeren Franz De Zaster (Michael Gorm Christiansen, sen. i Pubescent Hysteria, Support/ZV Group og No Fun), trommeslager Eddie Haircut (Milan Balsgaard, også i Elektrochok og sen. i Monomania), guitarist Hank De Wank (sen. Hank Shermann, opr. René Krolmark) og bassist Mickey Rat (Michael Hillerup, sen. i Pin-Ups).
</p><p>Mickey Rat og Hank De Wank havde spillet sammen igennem et lille års tid. Mickey Rat var en flittig gæst til koncerter i Saltlageret og Rockmaskinen, og kom derved i kontakt med folkene omkring den danske punkscenes helt spæde start, Sods etc. På den måde kom han til at lære Eddie Haircut og Franz De Zaster at kende, som kom med i bandet. Eddie Haircut var på det tidspunkt allerede en ferm trommeslager, hvorimod Franz De Zaster endnu ikke havde prøvet kræfter med musikken.
</p><p>Brats live-debuterede 28. juli 1978, og spillede bl.a. til den første større punkkoncert i Danmark ""Concert of the Day"" i Brumleby 15.9.78, til en lang række koncerter i Saltlageret samt i Huset i Århus november 1978 til arrangementet ""Pære Punk"" sammen med Sods, No Knox, Kliché, Lost Kids og Dream Police.
</p><p>Denne version af Brats kan høres med sangene ""Dreams"", ""I Do What I Wanna Do"" og ""Magazine"" på LP'en ""Pære Punk"" (Kong Pære KPLP 1) fra 1979. Label'et Kong Pære var et underlabel til pladeselskabet Medley.
</p><p>Bassist Mickey Rat forlod bandet øjensynligt efter musikalske uoverensstemmelser med hans ven Hank De Wank, og startede det mere The Jam/The Vapors inspirerede punkband ""Raven"" (sen. Pin-Ups). Ind kom en forholdsvis kort overgang i stedet Sniff Høkerberg (sen. i Support og Monomania) på bas.
</p>"
209815,The Breakers,"['Anders Bruus', 'Daniel Hecht', 'Jackie Larsen', 'Lukas Scherfig', 'Mikkel Hald', 'Mikkel Holtoug', 'Thomas Stølsvig', 'Toke Nisted']",['rock'],"<p><b>The Breakers</b> var et rockband fra Danmark bestående af Toke Nisted (vokal), Anders Bruus (guitar) og Jackie Larsen (bas). De var inspirerede af 1960'erne og 1970'ernes rockmusik som The Faces og The Rolling Stones. 
</p>"
395203,The Broken Beats,"['Henrik Lynbech', 'Kim Munk', 'Mads Tønder', 'Simon Stadsholt']","['pop', 'rock']","<p><b>The Broken Beats</b> blev dannet i 2001 af frontmand, sanger og sangskriver Kim Munk med en klar ambition, om at sælge plader uden for landets grænser. Og ikke for hvem som helst. Derfor blev The Broken Beats' første demo kun sendt til selskaberne Geffen og Hazelwood i henholdsvis USA og Tyskland. Med en kontrakt med sidstnævnte som resultat.
</p><p>Fra 2003 til 2005 var The Broken Beats derfor travlt beskæftiget med at turnere og promovere i Tyskland. Dog ikke uden interne stridigheder. Faktisk var uoverensstemmelserne så voldsomme, at Munk efter ved udsendelsens andet album i 2005 var eneste tilbageværende, oprindelige bandmedlem.
</p><p>Som om der ikke var nok problemer, afviste Hazelwood Munks bud på et tredje album, hvorefter den slukørede sangsmed vendte snuden mod Danmark for i stedet at afprøve mulighederne i hjemlandet. Og der skulle ikke gå lang tid, før A:larm bed på krogen.
</p><p>Det første håndgribelige resultat blev titlen som Ugens Uundgåelige på P3 i uge 21 i maj 2006 med den perlende singleforløber 'Essentials'. Et nummer der også siden hen, i efteråret fængede an hos seerne på DR's musikprogram Liga.dk.
</p><p>D. 25. september 2006 udkom så The Broken Beats første studiealbum udgivet i Danmark (det tredje i alt), 'In The Ruin For the Perfect', hvor Munk demonstrerer sin veludviklede sans for at skrive smægtende, teatralsk pop rock med inspiration fra primært engelske navne som Morrissey, The Divine Comedy og Prefab Sprout.
</p><p>Med 'In The Ruin For The Perfect' blev The Broken Beats nomineret til den prestigefyldte P3 Prisen, 2006 og nomineret i flere kategorier til kritikerprisen Steppeulven, samme år.
I løbet af 2006/2007 turnerede The Broken Beats i Danmark og Europa, og spillede bl.a på Roskilde Festival 2007.
</p><p>I januar 2009 udkom The Broken Beats fjerde album 'You're Powerful, Beautiful and Extrodinary', og første single 'The Rules' var igen Ugens Uundgåelige på P3. 'The Rules' blev senere titelsang i DR2's satireserie '<b>Manden Med De Gyldne Ører'</b>. 
</p>"
418711,The Bronson Brothers,"['Clyde Bronson', 'Kasper Malling', 'Pat Bronson', 'Ted Bronson, Clyde Bronson, Malle, Zeu, Mr. Toby Diamonds']","['pop', 'rock']","<p><b>The Bronson Brothers</b> er en pop/rockgruppe fra Silkeborg Danmark.
</p><p>Gruppens debutalbum, <i>The Melody Bronson</i>, udkom i den 2. februar 2010, og modtog tre ud af seks stjerner i musikmagasinet <i>GAFFA</i>.
</p><p>Deres andet album, <i>Love Sessions Vol.I</i>, udkom i 2011 og fik fire ud af seks stjerner i <i>GAFFA</i>. Deres tredje album, <i>Blind</i>, udkom i 2014 og modtog fem ud af seks stjerner i <i>GAFFA</i>.
</p>"
653128,Buoyant Blue,"['Lars Lundholm', 'Lars Stabell', 'Peter Guldbæk', 'Peter Peter Schneidermann', 'Ping Schiøler']","['pop', 'rock', 'punk']","<p><b>Buoyant Blue</b> var et dansk rockband, der blev dannet i København i 1985, og som gik i opløsning i 1990.
Gruppen indspillede to plader for pladeselskabet SAM Records: ""Strange Fruit"" (1986) og 12"" ""Time Must Have A Stop"" (1987).
Buoyant Blue var aktiv på scenerne rundt om i landet, samt Malmö, og gennemførte foråret 1987 en turne, arrangeret af bookingbureauet Rock On, der kulminerede på Roskilde Festivalen.
</p><p>Buoyant Blue bestod af Lars Lundholm (f.1962, vokal og guitar), Lars Stabell (f. 1963, keyboard og vokal), Peter Degerbøl (f.1962, bas og vokal) og Ping Schiøler (f. 1962, trommer). Peter Schneidermann (Sort Sol) spiller guitar med gruppen 1985-86.
</p><p>Medlemmerne af Buoyant Blue udsprang fra det Københavnske punk/new wave band Feedback (1979-81), der var aktiv på scenerne i København og Århus. Feedback spillede flere gange i Rockmaskinen på Christiania, og optrådte til punk/ nyrock festivalen Concerto de Nobrenos Insanos i Saltlageret i december 1980.
</p><p>Buoyant Blue havde i 1985 øverum i den nedlagte pølsefabrik Wurst på Vesterbro i København. Wurst fungerede som et kunstnerisk kollektiv og alternativt spillested, og Buoyant Blue afholdte en af gruppens første koncerter på stedet.
</p><p>Musikalsk gennemgik Buoyant Blue en udvikling fra i begyndelsen at spille eksperimenterende/avantgarde/punk/pop, for senere at gå over i mere storladen melodiøs rock/pop, til at ende med at spille mere traditionel og forudsigelig rock. Gruppens numre, var hovedsalig komponeret af Lundholm/ Stabell.
</p><p>Kate Svanholm fra Lost Kids medvirker på gruppens første demo indspilning i 1985. En indspilning som gruppen foretager uden trommeslager men med trommemaskine, og debutere, ligeledes med trommemaskine,i april 1986 i Saga i København, som opvarmning til Martin Hall´s The Final Concert. Gruppen indspiller for TV selskabet Kanal 2 en koncert, og optræder live i Radiohuset, og på P3 til ""P3 Rockparty"" med Schneidermann på guitar.
Efter en koncert i Saltlageret, hvor Baby Hotel Hunger opvarmer, lægger forfatteren Poul Borum et godt ord ind for gruppen, og SAM Records sender dem i studiet, hvor Buoyant Blue i slutningen af 86 indspiller ""Strange Fruit"".
Albummet udkommer Januar 1987 til gode anmeldelser og hæderligt salg. Politikens anmelder Torben Bille mener at gruppen har chanchen ""for at blive enestående i Danmark"". Buoyant Blue opvarmer for Tom Verlaine og DAD i Carlton.
</p><p>I Oktober 87 drager gruppen til London, og indspiller i Greenhouse Studios ""Time Must Have A Stop"", med produceren Pat Colier, der havde arbejdet med navne som The Jesus and Mary Chain og Primal Scream. ""Time Must Have A Stop"" udkommer Januar 1988, og er en favorit på P4´s Det Elektriske Hjørne, og hyppigt spillet på P3. Gruppen medvirker i Danmarks Radios musikprogram ""Beat Box"", og spiller i Pumpehuset sammen med bl.a. Leather Nun, samt to dages arrangementet Cum To Kill i Ungdomshuset på Jagtvej, sammen med The Sandmen.
Buoyant Blue opløses i Januar 1990 efter en sidste koncert i Amager Bio.
</p><p>Buoyant Blue indspillede og spillede desuden live adskillige aldrig udsendte numre.
</p><p>De bedste indspilninger blev samlet på dobbelt cdén: ""BB 1985-1990, Radio, Studio, Koncerter, Demo &amp; Øverum"", og givet væk til venner og bekendte. Cd érne indeholder bl.a. liveoptagelser fra Radiohuset med Schneidermann på guitar , og er nu et samlerobjekt.
</p>"
121899,Carpark North,"['Lau Højen', 'Morten Thorhauge', 'Søren Balsner']","['rock', 'heavy metal', 'electronic']","<dl><dd><span typeof=""mw:File""><span></span></span><i> Denne artikel omhandler bandet Carpark North. Opslagsordet har også en anden betydning, se Carpark North (album).</i></dd></dl>
<p><b>Carpark North</b> er et dansk elektro-rock-band, der blev dannet i Beder syd for Århus d. 28. juli 1999 af Lau Højen (vokal, guitar), Søren Balsner (bas, synths) og Morten Thorhauge (trommer).
</p><p>Bandet var det første i Danmark, der havde succes med musikgenren elektro-rock.
</p><p>Navnet Carpark North er skabt ud fra genrene ""Electro"" og ""Rock"": ""Carpark"" står for bilparkeringspladsen, kanter, råhed, metal – det rockede, og ""North"" for nordlys, stjerner og det sfæriske elektronik.
</p><p>Carpark North har haft fem singler, som har været P3s Uundgåelige på radiostationen P3; ""There's a Place"" (2001), ""40 Days"" (2002), ""Transparent &amp; Glasslike"", (2003), ""Human"" (2005) og ""Shall We Be Grateful"" (2008).
</p>"
448785,Chainsaw Eaters,"['Kim Wolf Andersen', 'Lars Buch Laursen']",['post-punk'],"<dl><dd><span typeof=""mw:File""><span></span></span> <i>Der er for få eller ingen kildehenvisninger i denne artikel, hvilket er et problem. Du kan hjælpe ved at angive troværdige kilder til de påstande, som fremføres i artiklen.</i></dd></dl>

<p><b>Chainsaw Eaters</b> er en dansk post-punkduo, der blev dannet i 2008. Den består af forsangeren Kim Wolf Andersen der også spiller synthesizer, og Lars Buch Laursen på trommer.
</p><p>Chainsaw Eaters er inspireret af danske bands som bl.a. Sods, Ballet Mécanique og Before og udenlanske bands som Joy Division, New Order, DAF og The Cure.<sup class=""Template-Fact"" style=""white-space:nowrap;"">[<i><span title=""Dette udsagn mangler reference til pålidelige kilder. (siden januar 2016)"">kilde mangler</span></i>]</sup>
</p><p>Bandet har spillet på bl.a. Warehouse 9, Club Faust, Dödsmaskinen, Spektakel, BumZen, Drone, Studenterhuset, Loppen, Rust og Huset i Magstræde, bl.a. til ""A Scream in the Dark"" festivalen samt rundt om i Danmark.
</p><p>Chainsaw Eaters var fra 2-14. marts 2011 på en Europaturné, der omfattede Danmark, Tyskland, Frankrig, Belgien, Schweiz, Polen og Tjekkiet sammen med post-punk bandet The City Kill.
</p>"
974892,Charlatangruppen,"['Peter Brander', 'Peter Hansen', 'Pia Dalsgaard', 'René Wulff', 'Steen Svare', 'Terje Barnholdt', 'Thorstein Thomsen']","['pop', 'rock']","<p><b>Charlatangruppen</b>, senere blot <b>Charlatan</b>, var et dansk pop-/rockband fra 1970'erne og først i 1980'erne.
</p><p>Charlatangruppen opstod ud af et musikmiljø i Lyngby, hvorfra flere af de oprindelige medlemmer kendte hinanden. Den gennemgående person i gruppen var Thorstein Thomsen, der tidligere sammen med Ivan Horn, Per Wium og René Wulff også havde spillet med C.V. Jørgensen på dennes første plader. Gruppen havde varierende besætning i sin levetid og udgav fem album i perioden 1976-1981, inden den blev opløst kort efter udgivelsen af det femte album <i>Pop</i>.
</p>"
178662,Christianshavns Bluesband,"['Franz Beckerlee', 'Krølle Erik', 'Lone Kellermann', 'Pede Meyer', 'Peter Mandorf', 'Sten Haxø', 'Søren Berlev']","['rock', 'blues']","<p><b>Christianhavns Bluesband</b> (CBB) var et dansk bluesband der eksisterede fra 1987-1993. Det blev dannet i København af Lone Kellermann (sang), Franz Beckerlee (guitar), Sten Haxø (sang, guitar), Søren Berlev (trommer), Peter Mandorf (saxofon, tan) Krølle Erik (sang, guitar) og Pede Meyer (bas).
</p><p>Ved opløsningen af Christianshavns Bluesband i januar 1994 var besætningen: Lone Kellerman, Jørgen Rygaard (guitar), Sten Haxø, Peter Mandorf, Jakob Hede (trommer), Morten Hall (bas, guitar) og Peter Bluestime (sang, guitar).
</p><p>Christianshavns Bluesband spillede primært covernumre, og var i perioden fra 1991 til opløsningen i januar 1994 et af Danmarks hårdest turnerende rockorkestre<sup class=""Template-Fact"" style=""white-space:nowrap;"">[<i><span title=""Dette udsagn mangler reference til pålidelige kilder. (siden februar 2023)"">kilde mangler</span></i>]</sup> med omkring 80 koncerter om året.
I foråret 1991 var Søren Vandborg med på sang.
</p><p>I 2000 udkom dobbelt-cd'en <i>Christianshavns Bluesband: We're Only in It for the Funny</i>. Dobbelt-cd'en rummer dels en cd med numre optaget i Sweet Silence Studios og dels en cd med liveoptagelser fra blandt andet Skandeborg Festival. CBB var præget af en særdeles energisk sceneoptræden.<sup class=""Template-Fact"" style=""white-space:nowrap;"">[<i><span title=""Dette udsagn mangler reference til pålidelige kilder. (siden februar 2023)"">kilde mangler</span></i>]</sup>
</p>"
