pageid,title,member,cleaned_member
410623,Boom Clap Bachelors,"['Ronni Vindahl', 'David Cytryn', 'Robin Hannibal', 'Thomas Bisballe']","['Ronni Vindahl', 'David Cytryn', 'Robin Hannibal', 'Thomas Bisballe']"
120454,Borderline ensemble,[],[]
79433,Bourbon Street Jazzband,[],[]
154849,Brimstone Butterfly,[],[]
351705,BRINT,[],[]
339418,Brixx,"['Jens Brixtofte', 'Torben Jacobsen', 'John Hatting', 'Steen Ejler Olsen', 'Bjørn Holmegård Sørensen']","['Jens Brixtofte', 'Torben Jacobsen', 'John Hatting', 'Steen Ejler Olsen', 'Bjørn Holmegård Sørensen']"
89288,Brother Brown,"['Atle Rønne Thorberg', 'Henrik Olsen']","['Atle Rønne Thorberg', 'Henrik Olsen']"
147462,Buki Yamaz,"['Mikkel Nordsø', 'Aske Bentzon', 'Jeppe Reipurth', 'Ben Besiakov', 'Kim Sagild', 'Klavs Nordsø', 'Ethan Monnot Weisgard', 'Kasper Winding']","['Mikkel Nordsø', 'Aske Bentzon', 'Jeppe Reipurth', 'Ben Besiakov', 'Kim Sagild', 'Klavs Nordsø', 'Ethan Monnot Weisgard', 'Kasper Winding']"
143659,Cadentia Nova Danica,[],[]
919940,Caper Clowns,"['Rick Kingo', 'Peter Højgaard', 'Christian Højgaard', 'Henrik Krogh', 'Rasmus Almlund']","['Rick Kingo', 'Peter Højgaard', 'Christian Højgaard', 'Henrik Krogh', 'Rasmus Almlund']"
267697,Cartoons,"[""Jesper 'Sponge' Dukholt"", ""Martin 'Toonie' Østengaard"", ""Carsten 'Shooter' Arndt-Larsson"", ""Dave 'Buzz' Stevens"", ""Natasja 'Puddy' Skov"", ""Karina 'Boop' Jensen""]","['Jesper Sponge Dukholt', 'Martin Toonie Østengaard', 'Carsten Shooter Arndt-Larsson', 'Dave Buzz Stevens', 'Natasja Puddy Skov', 'Karina Boop Jensen']"
409945,Cartridge,[],[]
196667,Catbird,"['Billie Koppel', 'Frank Hasselstroem']","['Billie Koppel', 'Frank Hasselstroem']"
479928,Champagne Riot,[],[]
101079,Charlie Dee & The Twisters,[],[]
492051,Chestnut Avenue,"['Nichlas Paasch', 'Malthe Deichmann Duckert']","['Nichlas Paasch', 'Malthe Deichmann Duckert']"
326572,Chineese letterbox,[],[]
362152,Choir of Young Believers,"['Jannis Noya Makrigiannis', 'Jakob Millung', 'Cæcilie Trier', 'Lasse Herbst', 'Casper Henning Hansen', 'Bo Rande', 'Sonja Labianca']","['Jannis Noya Makrigiannis', 'Jakob Millung', 'Cæcilie Trier', 'Lasse Herbst', 'Casper Henning Hansen', 'Bo Rande', 'Sonja Labianca']"
800562,Citybois,"['Anthon Edwards Knudtzon', 'Thor Blanchez Farlov']","['Anthon Edwards Knudtzon', 'Thor Blanchez Farlov']"
218165,The Clochards,"['Johnny Concrete', 'Jesper Brinck', 'Bjørn Hofmann', 'Michael Valeur', '(saxofon på', 'kritikken', ').']","['Johnny Concrete', 'Jesper Brinck', 'Bjørn Hofmann', 'Michael Valeur']"
418713,Coco Moon,"['Nana Odderskær', 'Daniel Skjødt', 'Jens Nowack', 'Jens Hyldgaard', 'Niels Hyldgaard']","['Nana Odderskær', 'Daniel Skjødt', 'Jens Nowack', 'Jens Hyldgaard', 'Niels Hyldgaard']"
402904,Cody (band),[],[]
199043,Cola Freaks,"['Mads (Vokal)', 'Morten (Guitar)', 'Jacob (Trommer)', 'Anders (Bas)', 'Kasper (Guitar)', 'Kristoffer (Synth)']","['Mads', 'Morten', 'Jacob', 'Anders', 'Kasper', 'Kristoffer']"
153696,Compos Mentis,"['Dan Damgaard', 'Jesper Heinsvig', 'Ryan Kristensen', 'Andreas Posselt', 'Ken Holst', 'Rune Klausen', 'Bo Damgaard']","['Dan Damgaard', 'Jesper Heinsvig', 'Ryan Kristensen', 'Andreas Posselt', 'Ken Holst', 'Rune Klausen', 'Bo Damgaard']"
51243,Cool Kids,"['Caroline Forsberg Thybo', 'Ibrahim Chouqeir', 'Niki ""Nack"" Popovic']","['Caroline Forsberg Thybo', 'Ibrahim Chouqeir', 'Niki Nack Popovic']"
128310,Copenhagen Art Ensemble,[],[]
1034111,Copenhagen Drummers,"['Daniel Hansen, Matthias Brønnum, Morten Specht, Matti Schneider', 'Brian Jensen, Jacob Baagøe, Jonas Dyrsø, Joel Adelgaard, Nicolaj Sicard']","['Daniel Hansen, Matthias Brønnum, Morten Specht, Matti Schneider', 'Brian Jensen, Jacob Baagøe, Jonas Dyrsø, Joel Adelgaard, Nicolaj Sicard']"
137948,Copenhagen Gospel Choir,[],[]
156276,Copenhagen Showband,[],[]
786495,Corona (dansk band),"['Jesper Bo Nielsen', 'Carsten Wind']","['Jesper Bo Nielsen', 'Carsten Wind']"
446101,Cowgirls,"['Sanne Salomonsen', 'Lis Sørensen', 'Tamra Rosanes']","['Sanne Salomonsen', 'Lis Sørensen', 'Tamra Rosanes']"
897144,Cujorius One,[],[]
200537,"Cy, Maia & Robert",[],[]
435379,Dafuniks,[],[]
272128,Dandy Swingers,['Jens Rugsted'],['Jens Rugsted']
1120247,Danser Med Piger,"['Oskar Krogager Ringgaard', 'Anders Haarder Gregersen', 'Victor Emil Hahn Prirsching', 'Daniel Mølgaard Christensen', 'Andreas Fejer Hermansen']","['Oskar Krogager Ringgaard', 'Anders Haarder Gregersen', 'Victor Emil Hahn Prirsching', 'Daniel Mølgaard Christensen', 'Andreas Fejer Hermansen']"
485896,Darkness Falls,"['Josephine Philip', 'Ina Lindgreen']","['Josephine Philip', 'Ina Lindgreen']"
409967,Darling Don't Dance,"['Julie Nissen', 'Mette Andreasen', 'Maria Hammelsvang', 'Anders Haaning']","['Julie Nissen', 'Mette Andreasen', 'Maria Hammelsvang', 'Anders Haaning']"
251382,De 3 fra Radioen,[],[]
1010542,De Må Være Belgiere,[],[]
435351,Debutants Club,[],[]
408144,Decorate Decorate,"['Asbjørn Auring Grimm', 'Martin Rasmussen', 'Kristian Nygaard Olsen', 'Jan Kromann', 'Viggo Clausen', 'Christian Mathiesen']","['Asbjørn Auring Grimm', 'Martin Rasmussen', 'Kristian Nygaard Olsen', 'Jan Kromann', 'Viggo Clausen', 'Christian Mathiesen']"
359892,Den Gule Negl,"['Kim Larsen', 'Thomas Helmig', 'Johnny Madsen', 'Klaus Kjellerup']","['Kim Larsen', 'Thomas Helmig', 'Johnny Madsen', 'Klaus Kjellerup']"
157441,Den Sorte Skole,"['Martin Højland', 'Simon Dokkedal', 'Langefinger', 'Martin Fernando Jakobsen']","['Martin Højland', 'Simon Dokkedal', 'Langefinger', 'Martin Fernando Jakobsen']"
1124049,Den Syvende Søn,[],[]
183107,Det Brune Punktum,"['Hella Joof', 'Martin Brygmann', 'Peter Frödin']","['Hella Joof', 'Martin Brygmann', 'Peter Frödin']"
782149,Det Glemte Kvarter,"['Søren Ulrik Thomsen', 'Maja Hartnack', 'Mikkel Grevsen', 'Anders Kirkegaard', 'Janus Rønn Lind', 'Malene Brask Olsen', 'Erik Olevik']","['Søren Ulrik Thomsen', 'Maja Hartnack', 'Mikkel Grevsen', 'Anders Kirkegaard', 'Janus Rønn Lind', 'Malene Brask Olsen', 'Erik Olevik']"
389805,Det Jyske Ensemble,[],[]
446853,Det Neodepressionistiske Danseorkester,[],[]
293434,Det ny Tonefilmsorkester,[],[]
175986,Die Dumme Dänen,"['Clemens Legolas Telling', ',', 'Nicolai Schneekloth', ',', 'Troels Drasbech', ',', 'Nikolai Storr-Hansen']","['Clemens Legolas Telling', 'Nicolai Schneekloth', 'Troels Drasbech', 'Nikolai Storr-Hansen']"
305522,Die Herren,[],[]
205972,Dieters Lieder,"['Martin Gerup', 'Johan Gerup', 'Halfdan E. Nielsen', 'Morten Kaufmann', 'Ped Ott Tønsberg', 'Peter Rahbek', 'Axel Mohr']","['Martin Gerup', 'Johan Gerup', 'Halfdan E. Nielsen', 'Morten Kaufmann', 'Ped Ott Tønsberg', 'Peter Rahbek', 'Axel Mohr']"
653620,Dig & Mig (duo),"['Dig', 'Mig']","['Dig', 'Mig']"
196800,Dig og mig og solskin,"['Tom Lundén', 'Per Åstrup Olsen', 'Leif ""Flipper""', 'Søren Berlev']","['Tom Lundén', 'Per Åstrup Olsen', 'Søren Berlev']"
994753,Dirt Forge,"['Alexander Kolby', 'Yannick Bünger Kristensen', 'Nicolai Lomholt']","['Alexander Kolby', 'Yannick Bünger Kristensen', 'Nicolai Lomholt']"
282610,Diskofil,"['Disko Lydia', 'Porno Bent', 'Tiina Labina', 'Tango Tage', 'Onkel Finn', 'Boogie Jutta']","['Disko Lydia', 'Porno Bent', 'Tiina Labina', 'Tango Tage', 'Onkel Finn', 'Boogie Jutta']"
395612,Djosos Krost,"['Pharfar', 'Dj Filip']","['Pharfar', 'Dj Filip']"
653802,Djämes Braun,[],[]
360807,Dominus (band),"['Michael Poulsen', 'Anders Kjølholm', 'Franz Gottschalk']","['Michael Poulsen', 'Anders Kjølholm', 'Franz Gottschalk']"
487943,DR Big Bandet,[],[]
391842,Dr. Dopo Jam,[],[]
484304,Drive-in (band),[],[]
686441,Drori-Hansen Furniture,['Erann DD'],['Erann DD']
440430,Drott & Marsk,"['Bjarke Helmø', 'Stig Helmer Jensen', 'Mikkel Baltser Dørig', 'Tomas Raae', 'Dan Hvidtfeldt Larsen']","['Bjarke Helmø', 'Stig Helmer Jensen', 'Mikkel Baltser Dørig', 'Tomas Raae', 'Dan Hvidtfeldt Larsen']"
346192,Dræsinebanden,[],[]
486323,Dødning (band),[],[]
479034,E.T.A.,[],[]
602205,EaggerStunn,"['Eagger', 'Stunn Gunn']","['Eagger', 'Stunn Gunn']"
653813,The Eclectic Moniker,"['Frederik Vedersø', 'Tobias Ljungar Sødring', 'Anders Thambo', 'Peter Kohlmetz Møller', 'Esben Beldring']","['Frederik Vedersø', 'Tobias Ljungar Sødring', 'Anders Thambo', 'Peter Kohlmetz Møller', 'Esben Beldring']"
106100,Efterklang (musikgruppe),"['Mads Brauer', 'Casper Clausen', 'Rasmus Stolberg', 'Rune Mølgaard', 'Thomas Husmer']","['Mads Brauer', 'Casper Clausen', 'Rasmus Stolberg', 'Rune Mølgaard', 'Thomas Husmer']"
784325,Eggs Laid by Tigers,[],[]
403296,Electric Lady Lab,"['Martin Bøge Pedersen', 'Stine Hjelm Jacobsen']","['Martin Bøge Pedersen', 'Stine Hjelm Jacobsen']"
257122,Electro Swingers,[],[]
483939,Emily and The Orgasm Addicts,"['Emily Conlon', 'Johannes Møller Astrup', 'Silas Michelsen', 'Fillip Willink', 'Thea Berg']","['Emily Conlon', 'Johannes Møller Astrup', 'Silas Michelsen', 'Fillip Willink', 'Thea Berg']"
924820,Èn Over/Èn Under,[],[]
246177,Engle for evigt,[],[]
179958,Enola Gay (band),[],[]
389833,Ensemble 2000,[],[]
474205,Entrance,"['Palle Mikkelborg', ',', 'Kenneth Knudsen', ',', 'Jesper Nehammer', ',', 'Bo Stief', ',', 'Kasper Winding', ',', 'Jon Christensen', ',', 'Thomas Clausen', ',', 'Bjarne Roupé', ',', 'Lennart Gruvstedt', 'og', 'Ethan Monnot Weisgard', '.']","['Palle Mikkelborg', 'Kenneth Knudsen', 'Jesper Nehammer', 'Bo Stief', 'Kasper Winding', 'Jon Christensen', 'Thomas Clausen', 'Bjarne Roupé', 'Lennart Gruvstedt', 'Ethan Monnot Weisgard']"
117047,Epo-555,"['Mikkel Max Hansen', 'Hans Emil Hansen', 'Ebbe Kristian Frej', 'Tine Winther', 'Camilla Florentz', 'jacob Nielsen']","['Mikkel Max Hansen', 'Hans Emil Hansen', 'Ebbe Kristian Frej', 'Tine Winther', 'Camilla Florentz']"
379300,Er de sjældne,[],[]
857230,Esben Just Trio,"['Esben Just', 'Niels Ratzer', 'Henrik Schou Poulsen', 'Ole Skipper', 'Søren Frost']","['Esben Just', 'Niels Ratzer', 'Henrik Schou Poulsen', 'Ole Skipper', 'Søren Frost']"
969398,Everybody's Talking,"['Billy Cross', 'Jimmy Bacoll']","['Billy Cross', 'Jimmy Bacoll']"
487483,F.U.K.T.,['Anders Meinhardt'],['Anders Meinhardt']
403320,Fagget Fairys,"['Carla Camilla Hjort (DJ Sensimilla)', 'Elena Carli Čosović (MC ENA)']","['Carla Camilla Hjort', 'Elena Carli Čosović']"
486330,Faktaposen,"['Kenneth K, Scan og DJ Static']","['Kenneth K, Scan og DJ Static']"
477877,Fastpoholmen,"['Adam Fastholm', 'og', 'Dawn Fastholm']","['Adam Fastholm', 'Dawn Fastholm']"
14506,FemininuM,"['Freja Eva Lockenwitz', 'Michala Iben Riis-Vestergaard']","['Freja Eva Lockenwitz', 'Michala Iben Riis-Vestergaard']"
453323,FIGURA Ensemble,[],[]
404059,Filur (band),"['Tomas Barfod', 'Kasper Bjørke']","['Tomas Barfod', 'Kasper Bjørke']"
429303,The Fireflies,"['Henriette Andersen', 'Julia Fabrin Jakobsen', 'Mathilde Christensen']","['Henriette Andersen', 'Julia Fabrin Jakobsen', 'Mathilde Christensen']"
117935,Flipside,[],[]
249329,Dansk Fløde,[],[]
1022326,FOOL (musikduo),"['Adrian Mikkelsen', 'Rasmus Jarby']","['Adrian Mikkelsen', 'Rasmus Jarby']"
154059,Four Jacks,"['Poul Rudi', ',', 'John Mogensen', ',', 'Bent Werther', ',', 'Otto Brandenburg', ',', 'James Rasmussen', ',', 'Erik Aae Jensen']","['Poul Rudi', 'John Mogensen', 'Bent Werther', 'Otto Brandenburg', 'James Rasmussen', 'Erik Aae Jensen']"
700008,Freddy and the Phantoms,[],[]
418985,The Freudian Slip,[],[]
476437,Fu:el,"['Lars Thomsen', 'Theis Keller', 'Patrick Hellegård', 'Tarik Bakir', 'Martin Bunk']","['Lars Thomsen', 'Theis Keller', 'Patrick Hellegård', 'Tarik Bakir', 'Martin Bunk']"
1057576,Fyr og Flamme (musikduo),"['Jesper Groth', 'Laurits Emanuel']","['Jesper Groth', 'Laurits Emanuel']"
1051023,Ganger,"['Mille Mejer Djernæs Christensen', 'Ninna Lundberg', 'Andreas Campbell', 'Thomas Bach Skaarup']","['Mille Mejer Djernæs Christensen', 'Ninna Lundberg', 'Andreas Campbell', 'Thomas Bach Skaarup']"
404070,Ghost Society,"['Sara Savery', 'Tobias Wilner', 'Lasse Herbst']","['Sara Savery', 'Tobias Wilner', 'Lasse Herbst']"
187596,Ghost Voo,[],[]
404072,Giana Factory,"['Lisbet Fritze', 'Sofie Johanne', 'Loui Foo']","['Lisbet Fritze', 'Sofie Johanne', 'Loui Foo']"
974524,GinmanBlachmanDahl,"['Lennart Ginman', 'Thomas Blachman', 'Carsten Dahl']","['Lennart Ginman', 'Thomas Blachman', 'Carsten Dahl']"
728636,Go Go Berlin,"['Christian Vium – Vokal, guitar', 'Anders Søndergaard – Orgel', 'Christoffer Møller Østergaard – Trommer', 'Mikkel Dyrehave Hansen', 'Emil Rothmann']","['Christian Vium – Vokal, guitar', 'Anders Søndergaard – Orgel', 'Christoffer Møller Østergaard – Trommer', 'Mikkel Dyrehave Hansen', 'Emil Rothmann']"
160734,Gorilla Angreb,"['Peter Bonneman', '(guitar & vokal)', 'Retardo(bas)', 'Mai Sydendal (vokal)', 'Tommas \n ""Banger"" Svendsen (trommer).']","['Peter Bonneman', '', 'Retardo', 'Mai Sydendal']"
1159465,Gospel-kids,[],[]
558522,Halberg Larsen,"['Poul Halberg', 'Mona Larsen']","['Poul Halberg', 'Mona Larsen']"
396083,Hammond Rens,[],[]
1062514,Hans Mosters Vovse,[],[]
488994,Harmoniorkesteret APO,[],[]
440425,Her Personal Pain,[],[]
411511,Hess Is More,"['Mikkel Hess, Nikolaj Hess, Matt Parker, Michael Hanf, Pavel Kogan, David Mason, Daniel Nentwig, Rasmus Bille Bahncke, William Andrew Raposo, Martin Vejerano, Meagan Gillis, Claus Højensgård, Jeppe Skjold, Anders Provis, Henrik Vibskov, Jeppe Saugmann, Rasmus Vestervig, Monika Heidemann, Greta Eacott, Raisa Castro, Rune Harder Olesen, Mette Lindberg, Nomi Ruiz, Nikolaj Torp, Iboja Wandall-Holm.', 'Bang Chau, Charlotte Munck, Jenno (a.k.a. Jens Bjørnkjær), Niclas Knudsen']","['Bang Chau, Charlotte Munck, Jenno, Niclas Knudsen']"
138563,Hjemme Hos Lau,[],[]
154534,Hjertestop (band),"['Las Ballade', 'Jesper', 'Nikolaj', 'Yogi', 'Hasse']","['Las Ballade', 'Jesper', 'Nikolaj', 'Yogi', 'Hasse']"
655093,Hobo Ekspressen,['Peter Belli'],['Peter Belli']
349100,The Holiday Show,[],[]
1087755,Holm Paakjær,"['Bjarke Holm  (guitar og sang)', 'Jeppe Paakjær (guitar og sang)']","['Bjarke Holm', 'Jeppe Paakjær']"
1032261,Holtsø og Wittrock,"['Jes Holtsø', 'Morten Wittrock']","['Jes Holtsø', 'Morten Wittrock']"
1016495,Hos Anna,[],[]
19722,Hot Eyes,"['Kirsten Elisabeth Siggaard Andersen', 'Søren Bundgaard']","['Kirsten Elisabeth Siggaard Andersen', 'Søren Bundgaard']"
926103,How Do I,"['Anders Remmer', 'Hans Holten Hansen']","['Anders Remmer', 'Hans Holten Hansen']"
450799,Howl Baby Howl,[],[]
1080792,Hugorm (band),"['Simon Kvamm', 'Morten Gorm', 'Árni Bergmann']","['Simon Kvamm', 'Morten Gorm', 'Árni Bergmann']"
699917,Hyldemor (musikgruppe),[],[]
258112,Hymns from Nineveh,['Jonas Petersen'],['Jonas Petersen']
154110,Hærværk (band),[],[]
355398,IdaAida,[],[]
457490,Ikscheltaschel,[],[]
942983,Impalers,"['Søren Crawack', 'Thomas Carnell', 'Kenneth Frandsen', 'Rasmus Kjær']","['Søren Crawack', 'Thomas Carnell', 'Kenneth Frandsen', 'Rasmus Kjær']"
440988,In-Joy,[],[]
243707,Incontrollados,"['Dalle', 'Nikolaj', 'Las Ballade', 'Johan']","['Dalle', 'Nikolaj', 'Las Ballade', 'Johan']"
824199,InCrest,"['Marcie', 'Anderson', 'Jones', 'Jonees']","['Marcie', 'Anderson', 'Jones', 'Jonees']"
547545,Indianna Dawn,[],[]
506809,Infernal Torment,['Jakob Batten'],['Jakob Batten']
14508,Grethe og Jørgen Ingmann,"['Grethe Ingmann', 'Jørgen Ingmann']","['Grethe Ingmann', 'Jørgen Ingmann']"
301218,Innocent Blood (musikgruppe),"['Ditlev Ulriksen', 'Lars Prag Hansen', 'Jesper Hofmann Lindahl', 'Ulrik Münster-Swendsen']","['Ditlev Ulriksen', 'Lars Prag Hansen', 'Jesper Hofmann Lindahl', 'Ulrik Münster-Swendsen']"
500106,Intelligent Pushing,"['DynamicH', 'Michael Mental']","['DynamicH', 'Michael Mental']"
461141,Invocator,"['Jacob Hansen', 'Perle Hansen', 'Jacob Gundel', 'Carsten Mikkelsen', 'Jacob Schultz', 'Flemming C. Lund', 'Søren Christensen', 'Per Jakobsen', 'Otto Hansen', 'Mikkel Henssel', 'Jesper Jensen', 'Finn Pedersen', 'Erik Zoega', 'Per Møller Jensen', 'Brian Rasmussen', 'Simon Melsen']","['Jacob Hansen', 'Perle Hansen', 'Jacob Gundel', 'Carsten Mikkelsen', 'Jacob Schultz', 'Flemming C. Lund', 'Søren Christensen', 'Per Jakobsen', 'Otto Hansen', 'Mikkel Henssel', 'Jesper Jensen', 'Finn Pedersen', 'Erik Zoega', 'Per Møller Jensen', 'Brian Rasmussen', 'Simon Melsen']"
224039,JaConfetti,"['Ane Trolle', 'Josephine Philip']","['Ane Trolle', 'Josephine Philip']"
348269,Janes Rejoice,[],[]
468302,Je m'appelle Mads,['Mads Geertsen'],['Mads Geertsen']
1052981,Jesu Brødre,[],[]
457475,Jimi & René,"['Jimi Vinding', 'René Vinding']","['Jimi Vinding', 'René Vinding']"
301188,The Johanssons,"['Mattias Johansson', 'Marcus Johansson']","['Mattias Johansson', 'Marcus Johansson']"
1016220,Jonah Blacksmith,"['Simon Alstrup', 'Thomas Alstrup', 'Lasse Alstrup', 'Søren Bigum', 'Søren Poulsen', 'Thor Kortegaard', 'Jon Bisgaard Kjeldsen']","['Simon Alstrup', 'Thomas Alstrup', 'Lasse Alstrup', 'Søren Bigum', 'Søren Poulsen', 'Thor Kortegaard', 'Jon Bisgaard Kjeldsen']"
243568,Jordans Drive,[],[]
819925,Julias Moon,"['Louis Samson', 'Oliver Kincaid', 'Nicolai Gabold']","['Louis Samson', 'Oliver Kincaid', 'Nicolai Gabold']"
1036168,Jung (band),"['Jonas Jung Larsen', 'Michael Hovmand Hansen', 'Sigurd Boesen']","['Jonas Jung Larsen', 'Michael Hovmand Hansen', 'Sigurd Boesen']"
101376,Junior Senior,"['Jeppe Laursen', 'Jesper Mortensen']","['Jeppe Laursen', 'Jesper Mortensen']"
239740,Jutlandia Saxofonkvartet,[],[]
88878,Kamikaze (band),"['Janus Magnussen', 'Jalte Windum', 'Peter Sylvest']","['Janus Magnussen', 'Jalte Windum', 'Peter Sylvest']"
422209,Kandy Kolored Tangerine,[],[]
734090,Kansas City Stompers,"['Niels Abild', 'Åke Gram', 'Alex Riel', 'Bent Clausen', 'Bo Stief', 'Finn Ziegler', 'Gert Rostock Jensen', 'Gunhild Carling', 'Hans Åsberg', 'Hans Fagt', 'Hans Verner Ottesen', 'Hugo Rasmussen', 'Jacob Andersen', 'Jan Glæsel', 'Jan Hem', 'Jens Haack', 'Jens Melgaard', 'Jesper Lundgaard', 'John Kaas Ibsen', 'Johnny ""Goffy"" Rasmussen', 'Karsten Kristensen', 'Kenneth Agerholm', 'Kurt Riedel', 'Lennart Flindt', 'Lennart Gruvstedt', 'Niels Bødker', 'Niels Olsen', 'Niels Ratzer', 'Niels Stuart', 'Nils Henriksen', 'Nils Rehman', 'Nynne Lange', 'Ole Berg', 'Ole Hansen', 'Ole Kock Hansen', 'Ole Ousen', 'Ole Skipper Mosgaard', 'Palle Bremer Nielsen', 'Peder Kragerup', 'Pelle Thomsen', 'Per Carsten Petersen', 'Søren Fechtenberg', 'Steen Hansen', 'Svend Baaring', 'Svend-Erik Nørregaard', 'Torben Hertz', 'Torben Munk', 'Ulf Johansson Werre', 'Verner Work Nielsen']","['Niels Abild', 'Åke Gram', 'Alex Riel', 'Bent Clausen', 'Bo Stief', 'Finn Ziegler', 'Gert Rostock Jensen', 'Gunhild Carling', 'Hans Åsberg', 'Hans Fagt', 'Hans Verner Ottesen', 'Hugo Rasmussen', 'Jacob Andersen', 'Jan Glæsel', 'Jan Hem', 'Jens Haack', 'Jens Melgaard', 'Jesper Lundgaard', 'John Kaas Ibsen', 'Johnny Goffy Rasmussen', 'Karsten Kristensen', 'Kenneth Agerholm', 'Kurt Riedel', 'Lennart Flindt', 'Lennart Gruvstedt', 'Niels Bødker', 'Niels Olsen', 'Niels Ratzer', 'Niels Stuart', 'Nils Henriksen', 'Nils Rehman', 'Nynne Lange', 'Ole Berg', 'Ole Hansen', 'Ole Kock Hansen', 'Ole Ousen', 'Ole Skipper Mosgaard', 'Palle Bremer Nielsen', 'Peder Kragerup', 'Pelle Thomsen', 'Per Carsten Petersen', 'Søren Fechtenberg', 'Steen Hansen', 'Svend Baaring', 'Svend-Erik Nørregaard', 'Torben Hertz', 'Torben Munk', 'Ulf Johansson Werre', 'Verner Work Nielsen']"
861164,Katinka band,['Katinka Bjerregaard'],['Katinka Bjerregaard']
522122,Keld & Hilda,"['Keld Heick', 'Hilda Heick']","['Keld Heick', 'Hilda Heick']"
496177,Keld & The Donkeys,"['Keld Heick', 'Per Høj Andersen', 'Jørn Bavngaard', '[', '1', ']', 'Richard Jensen', 'Svend Callesen', 'Norbert Persson', 'Flemming Jensen', 'Bent Scharnberg', 'Henry Nielsen', 'Paul Malmqvist', 'Flemming Arleth', 'Egon Kjær']","['Keld Heick', 'Per Høj Andersen', 'Jørn Bavngaard', 'Richard Jensen', 'Svend Callesen', 'Norbert Persson', 'Flemming Jensen', 'Bent Scharnberg', 'Henry Nielsen', 'Paul Malmqvist', 'Flemming Arleth', 'Egon Kjær']"
972936,Keminova Cowboys,"['Sonja Hald', 'Telestjernen', 'Hverdagens Helte', 'Ulvetimen', 'Michelle Birkballe', 'Laura Mo']","['Sonja Hald', 'Telestjernen', 'Hverdagens Helte', 'Ulvetimen', 'Michelle Birkballe', 'Laura Mo']"
445116,Kenton Slash Demon,"['Jonas Kenton', 'Silas Moldenhawer']","['Jonas Kenton', 'Silas Moldenhawer']"
553674,Kill Screen Music,"['Johan Von Bogenberg Stahl, Torleik Mortensen, Anton Eger']","['Johan Von Bogenberg Stahl, Torleik Mortensen, Anton Eger']"
856585,Kim Larsen & Bellami,"['Jon Pold', 'Hans Fagt', 'Martin Finding', 'Henning Pold', 'Mikkel ""Ørva"" Håkonsson', 'Kim Larsen', 'Henning Pold', 'Hans Fagt', 'Jan Lysdahl', 'Peter Ingemann', 'Thomas Grue', 'Per Rasmussen', 'Mikkel ""Ørva"" Håkonsson']","['Jon Pold', 'Hans Fagt', 'Martin Finding', 'Henning Pold', 'Mikkel Ørva Håkonsson', 'Kim Larsen', 'Henning Pold', 'Hans Fagt', 'Jan Lysdahl', 'Peter Ingemann', 'Thomas Grue', 'Per Rasmussen', 'Mikkel Ørva Håkonsson']"
769524,Kim Larsen & Bell*Star,"['Kim Larsen', 'Henning Pold', 'Hans Fagt', 'Mikkel Ørva Håkkonsson']","['Kim Larsen', 'Henning Pold', 'Hans Fagt', 'Mikkel Ørva Håkkonsson']"
236834,King George Dixieland Stompers,[],[]
247973,Kiss Kiss Kiss,"['Mads Koch', 'Mads Kristian Frøslev', 'Kristoffer Balle Hvidberg', 'William Frederik Asingh']","['Mads Koch', 'Mads Kristian Frøslev', 'Kristoffer Balle Hvidberg', 'William Frederik Asingh']"
197072,Kissaway Trail,[],[]
435354,The Kites,[],[]
669023,Klezmofobia,[],[]
720572,Klyderne,[],[]
301037,Know Your Fish,"['Frank Clifforth', 'Kim Fussing Nielsen', 'Jacob Kristiansen', 'Johnnie Reidar', 'Flemming Formand', 'Martin Høst', 'Tue Borg']","['Frank Clifforth', 'Kim Fussing Nielsen', 'Jacob Kristiansen', 'Johnnie Reidar', 'Flemming Formand', 'Martin Høst', 'Tue Borg']"
133852,Kongehuset (band),"['Michael Andersen', 'Svend Georg Jørgensen', 'Henning Winther', 'Kristoffer Aarsleff Wistisen']","['Michael Andersen', 'Svend Georg Jørgensen', 'Henning Winther', 'Kristoffer Aarsleff Wistisen']"
256097,Kontra Kvartetten,[],[]
492075,Koxbox,"['Frank Kiehn Madsen', 'Peter Candy', 'Ian Ion']","['Frank Kiehn Madsen', 'Peter Candy', 'Ian Ion']"
654821,Kúra,[],[]
184252,Københavns Post-Orkester,[],[]
795418,L.E.F. & De Langsomme Lyn,[],[]
732542,L.I.G.A,['Ihan Haydar'],['Ihan Haydar']
411512,Lad De Små Børn Lege,['Thomas Buttenschøn'],['Thomas Buttenschøn']
87957,Larsen and Furious Jane,"['Keld Jørgensen', 'Tom Jørgensen', 'Mikkel Bolding', 'Tore Johansen', 'Torsten Larsen']","['Keld Jørgensen', 'Tom Jørgensen', 'Mikkel Bolding', 'Tore Johansen', 'Torsten Larsen']"
98951,Lazyboy,['Søren Nystrøm Rasted'],['Søren Nystrøm Rasted']
490568,Le Freak (dansk band),[],[]
246518,Lex & Klatten,"['Hella Joof', 'Paprika Steen', 'Martin Brygmann', 'Peter Frödin']","['Hella Joof', 'Paprika Steen', 'Martin Brygmann', 'Peter Frödin']"
548450,Licious people,"['Marcel Mark Gbekle', 'Tobias Askevig Pedersen']","['Marcel Mark Gbekle', 'Tobias Askevig Pedersen']"
445166,Lis & Per,[],[]
