pageid,group,cleaned_member,disc_members,all_members
496641,Highway Child,"['Patrick Lykke Heinsøe', 'Christian Norup', 'Andreas Henriksen', 'Paw Eriksen (2)']",[],"['Andreas Henriksen', 'Christian Norup', 'Patrick Lykke Heinsøe', 'Paw Eriksen (2)']"
201162,The Hitmakers,"['Jørgen Wulff Krabbenhøft', 'Benny Qvotrup', 'Steen Bergstrøm', 'Erik Grønfeldt Hansen', 'Torben Orls Weinholt Sardorf', 'Erik Grønfeldt Hansen', 'Mogens »Django«\xa0Petersen', 'Bjarne de la Motte']",[],"['Benny Qvotrup', 'Bjarne de la Motte', 'Erik Grønfeldt Hansen', 'Jørgen Wulff Krabbenhøft', 'Mogens »Django«\xa0Petersen', 'Steen Bergstrøm', 'Torben Orls Weinholt Sardorf']"
441247,Hola Ghost,"['Hola Pete', 'Ghost Brother']",[],"['Ghost Brother', 'Hola Pete']"
175270,Hotel Hunger,['Jimmy Jørgensen'],"['Knut E. Haavik', 'Povl Kristian', 'Jimmy Jørgensen', 'Freddie Pedersen', 'Kasper Foss', 'Henrik Botoft Andersen', 'Michael Ziegler (2)']","['Freddie Pedersen', 'Henrik Botoft Andersen', 'Jimmy Jørgensen', 'Kasper Foss', 'Knut E. Haavik', 'Michael Ziegler (2)', 'Povl Kristian']"
435368,Hunch Bettors,"['Kasper Holm Wejse', 'Jesper Bagger Hviid', 'Jeppe Ladegaard', 'Jon Marius Brogaard Aeppli']",[],"['Jeppe Ladegaard', 'Jesper Bagger Hviid', 'Jon Marius Brogaard Aeppli', 'Kasper Holm Wejse']"
100742,I Am Bones,"['Johannes Gammelby', 'Christian Winther (2)', 'Jeppe Lindgren', 'Filip Granlie']",[],"['Christian Winther (2)', 'Filip Granlie', 'Jeppe Lindgren', 'Johannes Gammelby']"
404088,I Got You On Tape,['Jacob Bellens'],"['Ben Monder', 'Jakob Bro', 'Rune Kielsgaard', 'Jeppe Skovbakke', 'Jacob Funch', 'Jacob Bellens']","['Ben Monder', 'Jacob Bellens', 'Jacob Funch', 'Jakob Bro', 'Jeppe Skovbakke', 'Rune Kielsgaard']"
479972,Iceage,"['Johan Wieth', 'Elias Bender Rønnenfelt']",[],"['Elias Bender Rønnenfelt', 'Johan Wieth']"
179130,Jackie Boo Flight,"['Hans Erik Lerchenfeld', 'Sven Foged', 'Johnny Thingsager Madsen', 'Kresten Lassen', 'Henning Stærk']",[],"['Hans Erik Lerchenfeld', 'Henning Stærk', 'Johnny Thingsager Madsen', 'Kresten Lassen', 'Sven Foged']"
393543,The Jesus Revolution,[],[],[]
199063,Jetpetz,"['Lisbet Frisenette', 'Janus Kampmann', 'Toke Lau']",[],"['Janus Kampmann', 'Lisbet Frisenette', 'Toke Lau']"
181702,Jomfru Ane Band,"['Bjørn Uglebjerg', 'Sanne Brüel', 'Rebecca Brüel', 'Claus Flygare', 'Thomas Carlsen', 'Joachim Ussing', 'Ulla Tvede Eriksen', 'Carsten Bang (2)', 'Simon Harder', 'Anne Marie Helger', 'Tonny Norbrink']",[],"['Anne Marie Helger', 'Bjørn Uglebjerg', 'Carsten Bang (2)', 'Claus Flygare', 'Joachim Ussing', 'Rebecca Brüel', 'Sanne Brüel', 'Simon Harder', 'Thomas Carlsen', 'Tonny Norbrink', 'Ulla Tvede Eriksen']"
993708,Junkyard Drive,"['Claus Munch', 'Kristian Johansen', 'Kristoffer Kristensen', 'Oliver Hartmann', 'Mikkel Sjus', 'Birk, Benjamin Høyer']",[],"['Birk, Benjamin Høyer', 'Claus Munch', 'Kristian Johansen', 'Kristoffer Kristensen', 'Mikkel Sjus', 'Oliver Hartmann']"
176895,Jupiter Day,"['Michael Radmer Johannisson', 'Jesper Wagner', 'Thomas Sørensen', 'Phillip Sørensen', 'Maje Wernberg Clemmesen', 'Mark Rosenér']",[],"['Jesper Wagner', 'Maje Wernberg Clemmesen', 'Mark Rosenér', 'Michael Radmer Johannisson', 'Phillip Sørensen', 'Thomas Sørensen']"
1128406,Kalaset (band),"['Morten Holm Ørsager', 'Sidsel Due', 'Jakob Rønn', 'Anders Mygind', 'Henrik Skov']",[],"['Anders Mygind', 'Henrik Skov', 'Jakob Rønn', 'Morten Holm Ørsager', 'Sidsel Due']"
360791,Kellermensch,"['Sebastian Wolff', 'Anders Trans', 'Jan V. Laursen', 'Claudio Wolff Suez', 'Christian Sindermann', 'John V. Laursen']",[],"['Anders Trans', 'Christian Sindermann', 'Claudio Wolff Suez', 'Jan V. Laursen', 'John V. Laursen', 'Sebastian Wolff']"
975788,Kick The Kangaroo,"['Jesper Haugaard', 'Søren Andersen', 'Flemming Koch', 'Lars Andresen', 'Michael Lund']",[],"['Flemming Koch', 'Jesper Haugaard', 'Lars Andresen', 'Michael Lund', 'Søren Andersen']"
946445,The KillerHertz,"['Thomas\xa0Trold, Kent KillerHertz, Jonas Roxx og Jakob Bo Nielsen', 'Tais Pedersen, Stefan Sørensen, Rune Gregersen']",[],"['Tais Pedersen, Stefan Sørensen, Rune Gregersen', 'Thomas\xa0Trold, Kent KillerHertz, Jonas Roxx og Jakob Bo Nielsen']"
502203,King Diamond (band),['Michael Denner'],"['Snowy Shaw', 'Michael Denner', 'Chris Estes', 'Herb Simonsen', 'Hal Patino', 'Matt Thompson', 'Mike Wead', 'David Harbour', 'Glen Drover', 'Darrin Anthony', 'Pete Blakk', ""Sharlee D'Angelo"", 'Timi Hansen', 'Anders Allhage', 'Pontus Egberg', 'Mikael Myllynen', 'Floyd Konstantin', 'John Luke Hebert', 'Kim Peterson', 'Micael Kiriakos Delaoglou', 'Peter Jacobsson (3)']","['Anders Allhage', 'Chris Estes', 'Darrin Anthony', 'David Harbour', 'Floyd Konstantin', 'Glen Drover', 'Hal Patino', 'Herb Simonsen', 'John Luke Hebert', 'Kim Peterson', 'Matt Thompson', 'Micael Kiriakos Delaoglou', 'Michael Denner', 'Mikael Myllynen', 'Mike Wead', 'Pete Blakk', 'Peter Jacobsson (3)', 'Pontus Egberg', ""Sharlee D'Angelo"", 'Snowy Shaw', 'Timi Hansen']"
404283,Kings Of Dark Disco,[],[],[]
105478,Kira & The Kindred Spirits,"['Kira Skov', 'Jesper Lind', 'Rune Kjeldsen', 'Nicolai Munch-Hansen']",[],"['Jesper Lind', 'Kira Skov', 'Nicolai Munch-Hansen', 'Rune Kjeldsen']"
58994,Kitty Wu,"['Robert Lund', 'Allan Schøneberg', 'Claus Bergmann']",[],"['Allan Schøneberg', 'Claus Bergmann', 'Robert Lund']"
345811,Knasterne,"['Carsten Mortensen', 'Henrik Overgaard', 'Lars Hansen', 'Lars Thaulow', 'Ole Hansen']",[],"['Carsten Mortensen', 'Henrik Overgaard', 'Lars Hansen', 'Lars Thaulow', 'Ole Hansen']"
147662,Kogt i Roen,"['Mikkel Christensen', 'Tobias Christensen', 'Michael Sørensen']",[],"['Michael Sørensen', 'Mikkel Christensen', 'Tobias Christensen']"
142728,KoLeN',"['Jonas Kaas', 'Allan Blumensen', 'Martin Højfeldt', 'Mark Ramirez', 'Jesper Riis']",[],"['Allan Blumensen', 'Jesper Riis', 'Jonas Kaas', 'Mark Ramirez', 'Martin Højfeldt']"
469754,Krisekoret,[],[],[]
689841,Kræn Bysted's,"['Jakob Dalsgaard', 'Lars Dam', 'Ole Grønbæk', 'Karsten Kongsøre', 'Lars Lilholt', 'Inger Nyholm', 'Jacob Ohrt', 'Jens Jørgen Pedersen', 'Johs Stærk']",[],"['Inger Nyholm', 'Jacob Ohrt', 'Jakob Dalsgaard', 'Jens Jørgen Pedersen', 'Johs Stærk', 'Karsten Kongsøre', 'Lars Dam', 'Lars Lilholt', 'Ole Grønbæk']"
226757,Langsyne,"['Ulrich Naehle', 'Egbert Froese', 'Matthias Mertler']",[],"['Egbert Froese', 'Matthias Mertler', 'Ulrich Naehle']"
404288,Lars & the Hands of Light,"['Lars Vognstrup', 'Line Vognstrup', 'Kristian Mondrup', 'John de Lira', 'Mikkel Andersen', 'Peter Leth', 'Thomas Styg']",[],"['John de Lira', 'Kristian Mondrup', 'Lars Vognstrup', 'Line Vognstrup', 'Mikkel Andersen', 'Peter Leth', 'Thomas Styg']"
87957,Larsen and Furious Jane,"['Keld Jørgensen', 'Tom Jørgensen', 'Mikkel Bolding', 'Tore Johansen', 'Torsten Larsen']",[],"['Keld Jørgensen', 'Mikkel Bolding', 'Tom Jørgensen', 'Tore Johansen', 'Torsten Larsen']"
344745,Last Mile,"['Peter Høj Larsen', 'Lennart Egon Hansen', 'Jacob Bredahl']",[],"['Jacob Bredahl', 'Lennart Egon Hansen', 'Peter Høj Larsen']"
183110,Led Zeppelin Jam,"['Thomas Carlsen', 'Henrik Tvede', 'Carsten Neumann', 'Lars Vilmar Jensen', 'Simon Vilmar Jensen', 'Martin Schwerin', 'Ivan Horn', 'Michael Friis', 'Peter Andersen', 'Erik Hagström', 'Tim Christensen', 'Alex Nyborg Madsen']",[],"['Alex Nyborg Madsen', 'Carsten Neumann', 'Erik Hagström', 'Henrik Tvede', 'Ivan Horn', 'Lars Vilmar Jensen', 'Martin Schwerin', 'Michael Friis', 'Peter Andersen', 'Simon Vilmar Jensen', 'Thomas Carlsen', 'Tim Christensen']"
141315,Les Rivals,"['Peer Frost Johansson', 'Flemming Preisler', 'Henrik Hviid Carlsen', 'Bjørn Uglebjerg']",[],"['Bjørn Uglebjerg', 'Flemming Preisler', 'Henrik Hviid Carlsen', 'Peer Frost Johansson']"
203543,The Lips,[],[],[]
161176,Lone Kellermann og Rockbandet,"['Lone Kellermann', 'Bjørn Uglebjerg', 'Joachim Ussing', 'Ivan Horn', 'Thomas Grue', 'Nils Henriksen', 'Wili Jønsson', 'Billy Cross']",[],"['Billy Cross', 'Bjørn Uglebjerg', 'Ivan Horn', 'Joachim Ussing', 'Lone Kellermann', 'Nils Henriksen', 'Thomas Grue', 'Wili Jønsson']"
40930,Lost Kids,"['Jan Jet', 'Kasper', 'Henrik', 'Bent', 'Lisbeth', 'Mek Pek', 'Kate Svanholm']",[],"['Bent', 'Henrik', 'Jan Jet', 'Kasper', 'Kate Svanholm', 'Lisbeth', 'Mek Pek']"
424538,Luksus (band),"['Lise Westzynthius', 'Mikael Simpson', 'Henrik Vibskov']",[],"['Henrik Vibskov', 'Lise Westzynthius', 'Mikael Simpson']"
90772,Magtens Korridorer,"['Johan Olsen', 'Anders Ramhede', 'Niklas Schneidermann', 'Rasmus Kern', 'Terkel Møhl', 'Peter Bregnsbo', 'Jacob Ihlemann', 'Henrik Dylmer']",[],"['Anders Ramhede', 'Henrik Dylmer', 'Jacob Ihlemann', 'Johan Olsen', 'Niklas Schneidermann', 'Peter Bregnsbo', 'Rasmus Kern', 'Terkel Møhl']"
425194,Marquis de Sade (band),['Anne Linnet'],"['Arnold Turboust', 'Frank Darcel', 'Eric Morinière', 'Philippe Herpin', 'Thierry Alexandre', 'Philippe Pascal', 'Pierre Thomas', 'Serge Papaïl', 'Christian Dargelos', 'Daniel Pabœuf', 'Gilles Rettel']","['Anne Linnet', 'Arnold Turboust', 'Christian Dargelos', 'Daniel Pabœuf', 'Eric Morinière', 'Frank Darcel', 'Gilles Rettel', 'Philippe Herpin', 'Philippe Pascal', 'Pierre Thomas', 'Serge Papaïl', 'Thierry Alexandre']"
202022,Matadorerne,"['Tommy P Petersen', 'Freddy Andreasen', 'Freddie Kademann', 'Per Stockmar', 'Jan Jerichau', 'Bobby Winson', 'Irving Waldorf', 'Johnny Axkjær', 'Tommy »Bas«\xa0Petersen', 'Ulrik Hansen', 'Frank Sveidahl', 'Johnny Bjørn']",[],"['Bobby Winson', 'Frank Sveidahl', 'Freddie Kademann', 'Freddy Andreasen', 'Irving Waldorf', 'Jan Jerichau', 'Johnny Axkjær', 'Johnny Bjørn', 'Per Stockmar', 'Tommy P Petersen', 'Tommy »Bas«\xa0Petersen', 'Ulrik Hansen']"
143700,The Maxwells,"['Kjeld Ipsen', 'Niels Harrit', 'Jørgen Werner', 'Lasse Lunderskov', 'Bent Hesselmann', 'Torben Enghoff', 'Børge Robert Mortensen', 'Lars Bisgaard']",[],"['Bent Hesselmann', 'Børge Robert Mortensen', 'Jørgen Werner', 'Kjeld Ipsen', 'Lars Bisgaard', 'Lasse Lunderskov', 'Niels Harrit', 'Torben Enghoff']"
452292,Melting Walkmen,"['Emil Munk', 'Patrick Ringsborg', 'Simon Kjær', 'Magnus Bundgaard Nielsen']",[],"['Emil Munk', 'Magnus Bundgaard Nielsen', 'Patrick Ringsborg', 'Simon Kjær']"
204795,Melvis & His Gentlemen,"['Ivan Haki Haagensen', 'Erik Hertz', 'Erik Knudsen']",[],"['Erik Hertz', 'Erik Knudsen', 'Ivan Haki Haagensen']"
397016,Menfolk,"['Per Chnöeldh', 'Lars Thor', 'Søren Kirk Jakobsen', 'Per Jørgensen']",[],"['Lars Thor', 'Per Chnöeldh', 'Per Jørgensen', 'Søren Kirk Jakobsen']"
562990,"Mescalin, Baby","['Marc Facchini-Madsen', 'Mads Graves Pedersen', 'Johan Ovesen', 'Søren Nørbjerg', 'Andreas Brandt']",[],"['Andreas Brandt', 'Johan Ovesen', 'Mads Graves Pedersen', 'Marc Facchini-Madsen', 'Søren Nørbjerg']"
139744,Midnight Sun (band),[],[],[]
462594,Mimas (musikgruppe),"['Snævar Njáll Albertsson', 'Daniel Beck', 'Lasse Christensen', 'Gert Hoberg Jørgensen', 'Kenn Hedegaard Eskildsen']",[],"['Daniel Beck', 'Gert Hoberg Jørgensen', 'Kenn Hedegaard Eskildsen', 'Lasse Christensen', 'Snævar Njáll Albertsson']"
146198,Miss B. Haven,"['Lise Cabble', 'Anne Vig Skoven', 'Minna Grooss']",[],"['Anne Vig Skoven', 'Lise Cabble', 'Minna Grooss']"
868703,Mo-I-Rana (band),"['Nils Henriksen', 'Ken Gudman', 'Bill Hazen', 'Ole Prehn', 'Hans Lauridsen', 'Thorkild Nielsen', 'Henrik Friis Nielsen']",[],"['Bill Hazen', 'Hans Lauridsen', 'Henrik Friis Nielsen', 'Ken Gudman', 'Nils Henriksen', 'Ole Prehn', 'Thorkild Nielsen']"
191528,Molehill,"['Mikkel E', 'Tine Camilla Lind', 'Denniz Bertelsen', 'Simon Konski']",[],"['Denniz Bertelsen', 'Mikkel E', 'Simon Konski', 'Tine Camilla Lind']"
499616,Monomania,"['Peter Bellaert', 'Jurgen Van De Gejuchte', 'Kristof Van De Velde']",[],"['Jurgen Van De Gejuchte', 'Kristof Van De Velde', 'Peter Bellaert']"
407867,Monopol (band),"['Nikolaj Rysager', 'Noah Rosanes']",[],"['Nikolaj Rysager', 'Noah Rosanes']"
315280,Naïve,"['Povl Kristian', 'Hilmer Hassig', 'Flemming Muus', 'Gorm Ravn-Jonsen', 'Peter Michael Jensen', 'Claus Berthelsen', 'Martin Brygmann', 'Mette Mathiesen']",[],"['Claus Berthelsen', 'Flemming Muus', 'Gorm Ravn-Jonsen', 'Hilmer Hassig', 'Martin Brygmann', 'Mette Mathiesen', 'Peter Michael Jensen', 'Povl Kristian']"
453033,The Naked,"['Janus De Decker', 'Peter Bellaert']",[],"['Janus De Decker', 'Peter Bellaert']"
241211,Natural Born Hippies,"['Dan Hougesen', 'Bo Christensen', 'Tom Lindby', 'Sune Thorbjørnsen']",[],"['Bo Christensen', 'Dan Hougesen', 'Sune Thorbjørnsen', 'Tom Lindby']"
440920,Nekromantix,"['Kim Nekroman', 'Andy DeMize', 'Emil Øelund']",[],"['Andy DeMize', 'Emil Øelund', 'Kim Nekroman']"
782993,Nelson Can,"['Selina Gin', 'Tam Vibberstoft']",[],"['Selina Gin', 'Tam Vibberstoft']"
56569,News,"['Gitte Naur', 'Aske Jacoby', 'Jakob Vejslev', 'Lars Danielsson', 'Jeppe Reipurth', 'Jette Schandorf', 'Peter Biker', 'Martin Nordborg', 'Søs Fenger', 'Jørgen Rygaard', 'Nadia Stein']",[],"['Aske Jacoby', 'Gitte Naur', 'Jakob Vejslev', 'Jeppe Reipurth', 'Jette Schandorf', 'Jørgen Rygaard', 'Lars Danielsson', 'Martin Nordborg', 'Nadia Stein', 'Peter Biker', 'Søs Fenger']"
412945,Nikolaj & Piloterne,"['Henrik Tvede, Flemming Rothause, Christian Veitner, Matias la Cour']","['Christian Veitner', 'Nikolaj Christensen', 'Flemming Rothaus', 'Henrik Tvede', 'Matias La Cour', 'Erik Hagström']","['Christian Veitner', 'Erik Hagström', 'Flemming Rothaus', 'Henrik Tvede', 'Henrik Tvede, Flemming Rothause, Christian Veitner, Matias la Cour', 'Matias La Cour', 'Nikolaj Christensen']"
486563,No Knox,"['Per Buhl Acs', 'Tomas Ortved', 'Svend Overgaard', 'Jesper Reisinger', 'Vagn E. Olsson', 'Niels Thomsen']",[],"['Jesper Reisinger', 'Niels Thomsen', 'Per Buhl Acs', 'Svend Overgaard', 'Tomas Ortved', 'Vagn E. Olsson']"
868069,No Name,[],[],[]
134403,Oh No Ono,"['Kristoffer Rom', 'Nis Svoldgaard', 'Malthe Fischer', 'Nicolai Koch']",[],"['Kristoffer Rom', 'Malthe Fischer', 'Nicolai Koch', 'Nis Svoldgaard']"
140182,Pan (musikgruppe),['Robert Lelièvre'],[],['Robert Lelièvre']
205968,Parkering Forbudt,"['Don Martin', 'Fox Nilfisk', 'Drezz', 'Grev Lyhne', 'Nico', 'Chris']",[],"['Chris', 'Don Martin', 'Drezz', 'Fox Nilfisk', 'Grev Lyhne', 'Nico']"
1000679,Passport (band),"['Michael Hardinger', 'Paul Meyendorff', 'Bosse Hall Christensen', 'Niels Grønbech', 'Michael Bundesen', 'Jens Tage Nielsen']",[],"['Bosse Hall Christensen', 'Jens Tage Nielsen', 'Michael Bundesen', 'Michael Hardinger', 'Niels Grønbech', 'Paul Meyendorff']"
112643,Peter og de andre kopier,['Peter Molzen'],[],['Peter Molzen']
969631,Phonovectra,"['Mark Rosenér', 'Francis Nørgaard', 'Andreas Bothmann']",[],"['Andreas Bothmann', 'Francis Nørgaard', 'Mark Rosenér']"
230975,Picnic (band),"['Peter Fenger', 'Jens Sørensen', 'JP Krogh', 'Rasmus B. Lunding', 'Carsten Ortmann', 'Pablo Llambias', 'Ivan Hidalgo', 'Anders Watanabe Krøyer', 'Robert Ulrich', 'Jens Mønsted', 'René H. Clausen', 'Enrico Andreis']",[],"['Anders Watanabe Krøyer', 'Carsten Ortmann', 'Enrico Andreis', 'Ivan Hidalgo', 'JP Krogh', 'Jens Mønsted', 'Jens Sørensen', 'Pablo Llambias', 'Peter Fenger', 'Rasmus B. Lunding', 'René H. Clausen', 'Robert Ulrich']"
237330,Playhouse,[],[],[]
126961,The Pockets,"['Tom Moriis', 'Henning Nielsen', 'Stephan Agger', 'Jens-Peter Brodersen']",[],"['Henning Nielsen', 'Jens-Peter Brodersen', 'Stephan Agger', 'Tom Moriis']"
179120,The Poisons,"['Erik Boas Pedersen', 'Erik Lindebjerg', 'Poul Trikker Svane', 'Vagn Gade', 'Henning Stærk Jacobsen', 'Johnny Thingsager Madsen', 'JP', 'Søren Vistisen']",[],"['Erik Boas Pedersen', 'Erik Lindebjerg', 'Henning Stærk Jacobsen', 'JP', 'Johnny Thingsager Madsen', 'Poul Trikker Svane', 'Søren Vistisen', 'Vagn Gade']"
235996,President Fetch,"['Molle', 'Alioscha Serge', 'Anderz Nielsen', 'Carsten', 'Jens', 'Chris Ant Juris, Morten Groser, Martin Morgengrim Larsen, Per Eriksen']",[],"['Alioscha Serge', 'Anderz Nielsen', 'Carsten', 'Chris Ant Juris, Morten Groser, Martin Morgengrim Larsen, Per Eriksen', 'Jens', 'Molle']"
222043,Psyched Up Janis,['Sune Wagner'],"['Sune Rose Wagner', 'Martin Bjerregaard', 'Jesper Reginal', 'Jakob Jørgensen', 'Christian Bech (2)', 'Mads Glenstrup']","['Christian Bech (2)', 'Jakob Jørgensen', 'Jesper Reginal', 'Mads Glenstrup', 'Martin Bjerregaard', 'Sune Rose Wagner', 'Sune Wagner']"
239471,The Psyke Project,"['Rasmus Sejersen', 'Simon Vadstrup Schmidt', 'Martin Nielskov', 'Mikkel Vadstrup Schmidt', 'Jeppe Skouv', 'Christian Bonnesen']",[],"['Christian Bonnesen', 'Jeppe Skouv', 'Martin Nielskov', 'Mikkel Vadstrup Schmidt', 'Rasmus Sejersen', 'Simon Vadstrup Schmidt']"
962546,Rabalder,[],[],[]
825550,Ripe (band),"['Michael Bastholm Dahl', 'Jakob Højgård Olsen', 'Jeppe Høiby', 'Lars Byskov Madsen', 'Peter Egtved Christensen', 'Bob Thunder', 'Oliver Weers']",[],"['Bob Thunder', 'Jakob Højgård Olsen', 'Jeppe Høiby', 'Lars Byskov Madsen', 'Michael Bastholm Dahl', 'Oliver Weers', 'Peter Egtved Christensen']"
320404,Rock Hard Power Spray,['Mattias Hundebøll'],"['Malte Hill', 'Frederik Valentin', 'Mattias Hundebøll', 'Ask Fogh']","['Ask Fogh', 'Frederik Valentin', 'Malte Hill', 'Mattias Hundebøll']"
219719,Rockmaskinen (band),"['Jess Stæhr', 'Jakob Mygind', 'Klaus Thrane', 'Michael Bundgård', 'Malthe Enevold Nielsen', 'Michael Back', 'Poul Ewald', 'Viggo Steincke Bertelsen']",[],"['Jakob Mygind', 'Jess Stæhr', 'Klaus Thrane', 'Malthe Enevold Nielsen', 'Michael Back', 'Michael Bundgård', 'Poul Ewald', 'Viggo Steincke Bertelsen']"
355105,Rod (band),[],[],[]
341234,Rubber Kizz,"['Lars Iversen', 'Linda Bonde', 'Mikkel Dørig', 'Dan Hvidtfeldt Larsen', 'Miloud Carl Sabri']",[],"['Dan Hvidtfeldt Larsen', 'Lars Iversen', 'Linda Bonde', 'Mikkel Dørig', 'Miloud Carl Sabri']"
107191,Røde Mor,"['Bent Clausen', 'Peter Ingemann', 'Henrik Strube', 'Michael Boesen', 'Kim Menzer', 'Troels Trier', 'Lars Trier', 'Jens Breum', 'Peter Mogensen', 'Erik Clausen', 'Poul Poulsen', 'Jens Asbjørn Olesen', 'Finn Sørensen', 'Jens Elbøl', 'Leif Sylvester Petersen', 'Dea Trier Mørch']",[],"['Bent Clausen', 'Dea Trier Mørch', 'Erik Clausen', 'Finn Sørensen', 'Henrik Strube', 'Jens Asbjørn Olesen', 'Jens Breum', 'Jens Elbøl', 'Kim Menzer', 'Lars Trier', 'Leif Sylvester Petersen', 'Michael Boesen', 'Peter Ingemann', 'Peter Mogensen', 'Poul Poulsen', 'Troels Trier']"
799675,Saint Rebel,"['Jonas Kaas', 'Lasse Hansen', 'Jesper Riis Kjærsgaard', 'Martin Højfeldt', 'Jakob Poppelvig']",[],"['Jakob Poppelvig', 'Jesper Riis Kjærsgaard', 'Jonas Kaas', 'Lasse Hansen', 'Martin Højfeldt']"
116988,The Sandmen,"['Michael Illo Rasmussen', 'Allan Vegenfeldt', 'Stefan Moulvad', 'Sam Mitchell']",[],"['Allan Vegenfeldt', 'Michael Illo Rasmussen', 'Sam Mitchell', 'Stefan Moulvad']"
416089,Savage Affair,"['Alex Nyborg Madsen', 'Torben Aalykke', 'Lars Vilmar Jensen', 'Martin Schwerin', 'Carsten Neumann', 'Bo Brinck', 'Jens Peter Fjeder Stavnstrup']",[],"['Alex Nyborg Madsen', 'Bo Brinck', 'Carsten Neumann', 'Jens Peter Fjeder Stavnstrup', 'Lars Vilmar Jensen', 'Martin Schwerin', 'Torben Aalykke']"
315272,Scatterbrain,"['Anders Brill', 'Jesper Siberg', 'Hilmer Hassig']",[],"['Anders Brill', 'Hilmer Hassig', 'Jesper Siberg']"
974839,Secret Oyster,"['Mads Vinding', 'Kenneth Knudsen', 'Karsten Vogel', 'Assi Roar', 'Claus Bøhling', 'Ole Streenberg', 'Jess Stæhr', 'Daniel Fridell', 'Bo Thrige Andersen']",[],"['Assi Roar', 'Bo Thrige Andersen', 'Claus Bøhling', 'Daniel Fridell', 'Jess Stæhr', 'Karsten Vogel', 'Kenneth Knudsen', 'Mads Vinding', 'Ole Streenberg']"
646754,Shotgun Revolution,"['Ditlev Ulriksen', 'Martin Frank', 'Michael Venneberg', 'Kasper Lund', 'Henrik Berger']",[],"['Ditlev Ulriksen', 'Henrik Berger', 'Kasper Lund', 'Martin Frank', 'Michael Venneberg']"
998645,Shubberne,"['Bosse Hall Christensen', 'Claus Asmussen', 'Willy Pedersen']",[],"['Bosse Hall Christensen', 'Claus Asmussen', 'Willy Pedersen']"
398184,Sidste Ambulance,"['Bjarke Helmø', 'Thorbjørn Nyander Poulsen', 'Andreas Pallisgaard Hansen', 'Anders Danielsen']",[],"['Anders Danielsen', 'Andreas Pallisgaard Hansen', 'Bjarke Helmø', 'Thorbjørn Nyander Poulsen']"
980663,Sing Sing Sing (band),"['Ivan Pedersen', 'Nina Forsberg', 'Alex Nyborg Madsen', 'Sascha Dupont', 'Søren Bomholt Jacobsen']",[],"['Alex Nyborg Madsen', 'Ivan Pedersen', 'Nina Forsberg', 'Sascha Dupont', 'Søren Bomholt Jacobsen']"
139362,Singvogel,"['Andreas Hansen', 'Lotte Maxild', 'Jørgen Holm', 'Emil Brahe', '', 'Rikke Alminde', 'Jens Balder', 'Lenny Davies']",[],"['', 'Andreas Hansen', 'Emil Brahe', 'Jens Balder', 'Jørgen Holm', 'Lenny Davies', 'Lotte Maxild', 'Rikke Alminde']"
173764,Sir Henry & His Butlers,['Ole Bredahl'],"['Andy Singer', 'Torben Johansen', 'Tommy Seebach', 'Søren Bundgaard', 'Ole Bredahl', 'Bo Langhoff', 'Claus Asmussen', 'Dennis Dehnhardt', 'Peer Frost', 'Torben Sardorf', 'John Roger', 'Ole Steen', 'Jens Bøgvad', 'Carsten Breidahl', 'Carsten Elgstrøm', 'Arne Schrøder', 'Hans Simonsen (2)', 'Erik Bjerre', 'Leif Svorin', 'Kurt Bo Jensen', 'Mikael Andersen (3)', 'Leif Davidsen', 'Ole Carsten Juul']","['Andy Singer', 'Arne Schrøder', 'Bo Langhoff', 'Carsten Breidahl', 'Carsten Elgstrøm', 'Claus Asmussen', 'Dennis Dehnhardt', 'Erik Bjerre', 'Hans Simonsen (2)', 'Jens Bøgvad', 'John Roger', 'Kurt Bo Jensen', 'Leif Davidsen', 'Leif Svorin', 'Mikael Andersen (3)', 'Ole Bredahl', 'Ole Carsten Juul', 'Ole Steen', 'Peer Frost', 'Søren Bundgaard', 'Tommy Seebach', 'Torben Johansen', 'Torben Sardorf']"
380730,Skagarack,['Tommy Rasmussen'],"['Torben Schmidt (2)', 'Morten Husted', 'Jan Petersen', 'Morten Munch', 'Tommy Rasmussen', 'Alvin Otto', 'Lars Daugaard', 'Allan Gade', 'Jens Chr. Brockhoff', 'Steen Boel', 'Allan Nagel']","['Allan Gade', 'Allan Nagel', 'Alvin Otto', 'Jan Petersen', 'Jens Chr. Brockhoff', 'Lars Daugaard', 'Morten Husted', 'Morten Munch', 'Steen Boel', 'Tommy Rasmussen', 'Torben Schmidt (2)']"
140167,Skousen & Ingemann,"['Niels Skousen', 'Peter Ingemann', 'Stig Møller', 'Tømrerclaus', 'Bjørn Uglebjerg']",[],"['Bjørn Uglebjerg', 'Niels Skousen', 'Peter Ingemann', 'Stig Møller', 'Tømrerclaus']"
737309,Skullclub,"['Troels Bjorholm', 'Jonas Quist', 'Christoffer Skau', 'Andreas Steinmeyer', 'Ali Jablanowsky', 'Simon Møller Andersen', 'Jacob Skov Mikkelsen', 'Niels Bobs', 'Ole Møller', 'Morten Husted', 'Andreas Oxholm', 'Christian Christensen', 'Thomas Ebdrup']",[],"['Ali Jablanowsky', 'Andreas Oxholm', 'Andreas Steinmeyer', 'Christian Christensen', 'Christoffer Skau', 'Jacob Skov Mikkelsen', 'Jonas Quist', 'Morten Husted', 'Niels Bobs', 'Ole Møller', 'Simon Møller Andersen', 'Thomas Ebdrup', 'Troels Bjorholm']"
