pageid,group,cleaned_member,disc_members,all_members
950294,Sirius (band),"['Ole Bredahl', 'Mogens Holm Andersen', 'Susanne Hamalainen', 'Susanne Winstrøm']",[],"['Mogens Holm Andersen', 'Ole Bredahl', 'Susanne Hamalainen', 'Susanne Winstrøm']"
142212,The Skandals,['Dan Flynn'],[],['Dan Flynn']
232532,Skrammelorkestret BØWL,[],[],[]
374114,Slaraffenland (musikgruppe),[],[],[]
376546,Slesvigske Musikkorps,[],[],[]
939166,Slægt (band),"['Adam Kjær Nielsen', 'Oskar J. Frederiksen', 'Olle Bergholz', 'Anders M. Jørgensen', 'Eik Bone']",[],"['Adam Kjær Nielsen', 'Anders M. Jørgensen', 'Eik Bone', 'Olle Bergholz', 'Oskar J. Frederiksen']"
418779,Smile (dansk band),[],[],[]
418466,Snake And Jet's Amazing Bullit Band,"['Snake', 'Jet', 'Laura Rathschau', '']",[],"['', 'Jet', 'Laura Rathschau', 'Snake']"
469959,Snapshot (band),"['Bodil Agerschou', 'Lotte Feder']",[],"['Bodil Agerschou', 'Lotte Feder']"
936323,So I'm An Islander,[],[],[]
300637,Sofamania,"['Claus Carlsen', 'Per Frost', 'Jacob Haugaard', 'Kate Svanholm', 'Nold', 'Jacob Perbøll', 'Michael Perbøll', 'Bodil Ove', 'Per Harboe', 'Niels Hahn (2)']",[],"['Bodil Ove', 'Claus Carlsen', 'Jacob Haugaard', 'Jacob Perbøll', 'Kate Svanholm', 'Michael Perbøll', 'Niels Hahn (2)', 'Nold', 'Per Frost', 'Per Harboe']"
855254,Solbrud (band),['Ole Luk'],"['Tobias Hjorth', 'Troels Hjorth', 'Adrian Utzon Dietz', 'Ole Luk']","['Adrian Utzon Dietz', 'Ole Luk', 'Tobias Hjorth', 'Troels Hjorth']"
409598,Sort Stue,"['Anti K/Den Sorte Død', 'Brent Barn/Vandrende bein', 'Jake Juke', 'Fitnis', 'Lester', 'Blow Joe/B.Magic-samples', 'Anonym Trommeslager', 'Mads Bendsen', 'Instro-Mental', 'Ruby Manslaughter', 'EnnHaiKu']",[],"['Anonym Trommeslager', 'Anti K/Den Sorte Død', 'Blow Joe/B.Magic-samples', 'Brent Barn/Vandrende bein', 'EnnHaiKu', 'Fitnis', 'Instro-Mental', 'Jake Juke', 'Lester', 'Mads Bendsen', 'Ruby Manslaughter']"
435395,Specs & Suni,[],[],[]
123281,Spleen United,"['Bjarke Niemann', 'Kasper Nørlund', 'Rune Wehner', 'Jens Kinch', 'Gaute Niemann', 'Janus Nevel']",[],"['Bjarke Niemann', 'Gaute Niemann', 'Janus Nevel', 'Jens Kinch', 'Kasper Nørlund', 'Rune Wehner']"
671080,Det danske stabsmusikkorps,[],[],[]
85917,Starfuckers,"['Ole Frø', 'Kim Larsen', 'Thomas Grue', 'Stig Møller', 'Jess Stæhr', 'Ken Gudman']",[],"['Jess Stæhr', 'Ken Gudman', 'Kim Larsen', 'Ole Frø', 'Stig Møller', 'Thomas Grue']"
484570,Stenrosen,"['Peter Ålbæk Jensen', 'Lisbeth Madsen', 'Mette Boel Seibæk', 'Flemming Kempf', 'Bjarne Brems', 'Henrik Tvede', 'Peter Aaen']",[],"['Bjarne Brems', 'Flemming Kempf', 'Henrik Tvede', 'Lisbeth Madsen', 'Mette Boel Seibæk', 'Peter Aaen', 'Peter Ålbæk Jensen']"
398221,Sterling (band),"['Jonas Linnet', 'Ole Jeppesen', 'Mads Nygaard', 'Rasmus Bjerre']",[],"['Jonas Linnet', 'Mads Nygaard', 'Ole Jeppesen', 'Rasmus Bjerre']"
194772,Sticky,[],[],[]
521449,Stig & Vennerne,"['Stig Rossen', 'Anders Lampe', 'Peter Bødker']",[],"['Anders Lampe', 'Peter Bødker', 'Stig Rossen']"
237672,The Storm (dansk band),"['Johan Wohlert', 'Pernille Rosendahl']",[],"['Johan Wohlert', 'Pernille Rosendahl']"
445094,Strawberry Slaughterhouse,"['Caz The Clash', 'Henrik Stendahl', 'Karsten Johansen', 'David Davidsen']",[],"['Caz The Clash', 'David Davidsen', 'Henrik Stendahl', 'Karsten Johansen']"
458835,Street Mechanics,['Thomas Madvig'],[],['Thomas Madvig']
418986,Striving Vines,"['Michael Moe', 'Jonas Møller', 'Jacob Haubjerg', 'Jens Bach']",[],"['Jacob Haubjerg', 'Jens Bach', 'Jonas Møller', 'Michael Moe']"
461150,Strychnos,"['Martin Leth Andersen', 'Nis Rode Larsen', 'Jonas Pedersen', 'Jeppe Hasseriis']",[],"['Jeppe Hasseriis', 'Jonas Pedersen', 'Martin Leth Andersen', 'Nis Rode Larsen']"
1032092,Den Danske Strygekvartet,[],[],[]
520693,Studio Killers,"['Philip Larsen', 'Teemu Brunila', 'Darren Stokes']",[],"['Darren Stokes', 'Philip Larsen', 'Teemu Brunila']"
433872,Stupid White Men,"['Lars Westh', 'Allan Nordquist', 'Christian Meldgaard', 'Anders Abel']",[],"['Allan Nordquist', 'Anders Abel', 'Christian Meldgaard', 'Lars Westh']"
359344,Sunstroke PM,"['Rune Krogshede', 'Henrik Øllgaard Olsen', 'Simon S. Andersen', 'Johan Knudsen (2)', 'Jesper Karkov', 'Jesper Hansen (4)']",[],"['Henrik Øllgaard Olsen', 'Jesper Hansen (4)', 'Jesper Karkov', 'Johan Knudsen (2)', 'Rune Krogshede', 'Simon S. Andersen']"
735772,Super Karla,"['Rikke Sinding', 'Jytte Pedersen', 'Susan Ohrt', 'Anne Marie Møller', 'Helene Lønsted', 'Pia Nyrup', 'Birgitte Slot', 'Rita Arenkiel']",[],"['Anne Marie Møller', 'Birgitte Slot', 'Helene Lønsted', 'Jytte Pedersen', 'Pia Nyrup', 'Rikke Sinding', 'Rita Arenkiel', 'Susan Ohrt']"
716459,Superfuzz,[],[],[]
205212,Surfact,"['Martin Kristoffersen', 'Claus Bach', 'Jeppe Sig', 'Jesper Storgaard', 'Niels Lykke']",[],"['Claus Bach', 'Jeppe Sig', 'Jesper Storgaard', 'Martin Kristoffersen', 'Niels Lykke']"
169933,Sussi og Leo,"['Sussi', 'Leo']",[],"['Leo', 'Sussi']"
435410,Svenstrup & Vendelboe,"['Kasper Svenstrup', 'Thomas Vendelboe']",[],"['Kasper Svenstrup', 'Thomas Vendelboe']"
304892,Svogerslev Brass Band,[],[],[]
66891,Swe-Danes,"['Svend Asmussen', 'Ulrik Neumann', 'Alice Babs']",[],"['Alice Babs', 'Svend Asmussen', 'Ulrik Neumann']"
177665,Swing Jørgens Rytmecirkus,[],[],[]
499662,Swing Sisters,"['Kirsten Siggaard', 'Kirsten Vaupel', 'Lise-Lotte Norup']",[],"['Kirsten Siggaard', 'Kirsten Vaupel', 'Lise-Lotte Norup']"
537682,Syreregn (band),"['Thor Boding', 'Rasmus Kurdahl', 'Nick W. Thøgersen', 'Jacob Rasmussen', 'Jakob Møller', 'Kim Bat', 'Casper Gyldensøe']",[],"['Casper Gyldensøe', 'Jacob Rasmussen', 'Jakob Møller', 'Kim Bat', 'Nick W. Thøgersen', 'Rasmus Kurdahl', 'Thor Boding']"
899028,Sønderborg friv. Brandværnsorkester,[],[],[]
425791,Sønderborg Pipes and Drums,[],[],[]
820340,Søsterrock,"['Marianne Hall', 'Pia Rasmussen', 'Eva Langkow', 'Pia Nyrup', 'Lotte Bering', 'Iben Dupont', 'Tina Holch', 'Bente Dichmann']",[],"['Bente Dichmann', 'Eva Langkow', 'Iben Dupont', 'Lotte Bering', 'Marianne Hall', 'Pia Nyrup', 'Pia Rasmussen', 'Tina Holch']"
383255,Søværnets Tamburkorps,[],[],[]
1076427,Takykardia,"['Troels Dankert', 'Luna Matz', 'David Nedergaard']",[],"['David Nedergaard', 'Luna Matz', 'Troels Dankert']"
1134915,Tears,"['Anne Linnet', 'Holger Laumann', 'Bent Lundgaard', 'Bjørn Veierskov', 'Jens Jefsen', 'Ed Jones', 'David Cadogan']",[],"['Anne Linnet', 'Bent Lundgaard', 'Bjørn Veierskov', 'David Cadogan', 'Ed Jones', 'Holger Laumann', 'Jens Jefsen']"
483935,"Teddy, Chano, Jan & John","['Teddy Edelmann', 'John Friis', 'Chano Tietze', 'Jan Pedersen (3)', 'Teddy and Chano']",[],"['Chano Tietze', 'Jan Pedersen (3)', 'John Friis', 'Teddy Edelmann', 'Teddy and Chano']"
513091,Telstar Sound Drone,"['Hans Beck, Mads Saaby, Sean Jardenbæk']","['Christian Norup', 'Mads Saaby', 'Hans Beck (4)']","['Christian Norup', 'Hans Beck (4)', 'Hans Beck, Mads Saaby, Sean Jardenbæk', 'Mads Saaby']"
235788,"Terje, Jesper & Joachim","['Joachim Ussing', 'Terje Barnholdt', 'Jesper Schmidt (2)']",[],"['Jesper Schmidt (2)', 'Joachim Ussing', 'Terje Barnholdt']"
475010,Terminal (band),"['Thorsten Bæk', 'Rasmus Ilsø', 'Henrik Engstrøm']",[],"['Henrik Engstrøm', 'Rasmus Ilsø', 'Thorsten Bæk']"
688756,The Baronets,"['Frank Lauridsen', 'Ole Fick', 'Bo Gryholt', 'Carsten Smedegaard', 'Lasse Helner', 'Jens Elbøl', 'Uno Tschicaja', 'Kell Dalager', 'Gert Rostock Jensen', 'Vita Jensen', 'Mogens Hegelund', 'Esben Hegelund']",[],"['Bo Gryholt', 'Carsten Smedegaard', 'Esben Hegelund', 'Frank Lauridsen', 'Gert Rostock Jensen', 'Jens Elbøl', 'Kell Dalager', 'Lasse Helner', 'Mogens Hegelund', 'Ole Fick', 'Uno Tschicaja', 'Vita Jensen']"
144286,The Contemporary Jazz Quintet,"['Charles Moore', 'Kenny Cox', 'Leon Henderson', 'Danny Spencer (2)', 'Ron Brooks']",[],"['Charles Moore', 'Danny Spencer (2)', 'Kenny Cox', 'Leon Henderson', 'Ron Brooks']"
479426,The Copenhagen Collective,[],[],[]
389834,The Elsinore Players,[],[],[]
1154269,The Great Dictators,"['Jakob Lundorff, Christoffer Hein og Dragut Lugalzagosi']",['Dragut Lugalzagosi'],"['Dragut Lugalzagosi', 'Jakob Lundorff, Christoffer Hein og Dragut Lugalzagosi']"
973094,The Grenadines,"['Morten Fillipsen', 'Kasper Daugaard', 'Laurits Emanuel']",[],"['Kasper Daugaard', 'Laurits Emanuel', 'Morten Fillipsen']"
496163,The Kandidate,"['Kaspar Boye „KB“ Larsen', 'Allan Tvedebrink', 'Jacob Bredahl', 'Nils Peter „NP“ Nielsen', 'Dennis Buhl', 'Nikolaj Borg', 'Kim Orneborg', 'Kim Jarlhelt']",[],"['Allan Tvedebrink', 'Dennis Buhl', 'Jacob Bredahl', 'Kaspar Boye „KB“ Larsen', 'Kim Jarlhelt', 'Kim Orneborg', 'Nikolaj Borg', 'Nils Peter „NP“ Nielsen']"
1065239,The Lejrbåls,['Maria Bramsen'],"['Poul Halberg', 'Jan Sivertsen', 'Michael Bruun', 'Maria Bramsen', 'Aage Hagen', 'Henrik Stanley Møller', 'Jette Schandorf']","['Aage Hagen', 'Henrik Stanley Møller', 'Jan Sivertsen', 'Jette Schandorf', 'Maria Bramsen', 'Michael Bruun', 'Poul Halberg']"
644605,The Malpractice,['Johannes Gammelby'],['Johannes Gammelby'],['Johannes Gammelby']
1117795,The Overlords,"['Christian Johansson, Rune Bendixen', 'Carsten Pedersen']",[],"['Carsten Pedersen', 'Christian Johansson, Rune Bendixen']"
1033231,The Reptones,"['Niels Meredin', 'Bo Bech', 'Kim Heibon', 'Jesper Rasch', 'Jakob Lund (2)']",[],"['Bo Bech', 'Jakob Lund (2)', 'Jesper Rasch', 'Kim Heibon', 'Niels Meredin']"
185815,The Seven Mile Journey,"['Lars (2)', 'Henrik (4)', 'Jacob (6)', 'Nicolai (4)']",[],"['Henrik (4)', 'Jacob (6)', 'Lars (2)', 'Nicolai (4)']"
337252,The Wong Boys,"['Frank Ziyanak', 'Stefan Kvamm']",[],"['Frank Ziyanak', 'Stefan Kvamm']"
1063877,Theatre of Voices,['Paul Hillier'],"['Paul Hillier', 'Christopher Bowers-Broadbent', 'Paul Elliott', 'Allison Zelles', 'Andrea Fullington', 'Ellen Hargis', 'Steven Rickards', 'Else Torp Schröder', 'Michael George (3)', 'Alan Bennett (3)', 'Boyd Jarrell', 'Tom Hart', 'Amelia Triest', 'Kari Kaarna', 'Elisabeth Engan', 'Mark Daniel', 'Neal Rogers', 'Claire Kelm', 'Hugh Davies (3)', 'Suzanne Elder', 'Ruth Escher', 'David Stattelman', 'Jakob Skjoldborg', 'Christopher Watson', 'William Purefoy', 'Jakob Bloch Jespersen', 'Rastko Roknić', 'Daniel Carlsson (4)', 'Monika Fischalek', 'Raymond Martinez', 'Mattias Frostenson', 'Signe Asmussen', 'Kristin Mulders', 'Tom Hart (2)', 'Linda Liebschutz', 'David Varnum', 'Elisabeth Eliassen', 'Edward Betts', 'Annette Rossi Putnam', 'Gabriel Bania', 'Hanna Kappelin', 'Johan Linderoth', 'Karolina Radziej', 'Allan Rasmussen', 'Mime Yamahiro Brinkmann', 'Lars Baunkilde', 'Paul Bentley-Angell', 'Fredrik From', 'Jasenka Balić Žunić', 'Kate Browton']","['Alan Bennett (3)', 'Allan Rasmussen', 'Allison Zelles', 'Amelia Triest', 'Andrea Fullington', 'Annette Rossi Putnam', 'Boyd Jarrell', 'Christopher Bowers-Broadbent', 'Christopher Watson', 'Claire Kelm', 'Daniel Carlsson (4)', 'David Stattelman', 'David Varnum', 'Edward Betts', 'Elisabeth Eliassen', 'Elisabeth Engan', 'Ellen Hargis', 'Else Torp Schröder', 'Fredrik From', 'Gabriel Bania', 'Hanna Kappelin', 'Hugh Davies (3)', 'Jakob Bloch Jespersen', 'Jakob Skjoldborg', 'Jasenka Balić Žunić', 'Johan Linderoth', 'Kari Kaarna', 'Karolina Radziej', 'Kate Browton', 'Kristin Mulders', 'Lars Baunkilde', 'Linda Liebschutz', 'Mark Daniel', 'Mattias Frostenson', 'Michael George (3)', 'Mime Yamahiro Brinkmann', 'Monika Fischalek', 'Neal Rogers', 'Paul Bentley-Angell', 'Paul Elliott', 'Paul Hillier', 'Rastko Roknić', 'Raymond Martinez', 'Ruth Escher', 'Signe Asmussen', 'Steven Rickards', 'Suzanne Elder', 'Tom Hart', 'Tom Hart (2)', 'William Purefoy']"
418981,Thee Attacks,"['Jimmy Attack', 'Terry Attack', 'Johnny Attack', 'Ritchie Attack']",[],"['Jimmy Attack', 'Johnny Attack', 'Ritchie Attack', 'Terry Attack']"
186916,Three Moses,"['Peter Bak (2)', 'Christian Gower Mathiesen', 'Mark Serridge', 'Marius Mathiesen']",[],"['Christian Gower Mathiesen', 'Marius Mathiesen', 'Mark Serridge', 'Peter Bak (2)']"
937399,Thy Music Collective,[],[],[]
101600,Tolkien Ensemble,['Caspar Reiff'],[],['Caspar Reiff']
781263,Tolsgaard & Pretzmann,"['Rune Tolsgaard', 'Esben Pretzmann']",[],"['Esben Pretzmann', 'Rune Tolsgaard']"
370212,Torrpedorr,"['DeublEe', 'Ralle Mouzze', 'Adam Sampler']",[],"['Adam Sampler', 'DeublEe', 'Ralle Mouzze']"
1045396,Total hip replacement (band),"['Victor West Hosbond', 'Carl West Hosbond\nAlexander Julius Arlien-Søborg Dutschke\nNadia Safwat\nViggo Bandholm Jensen', 'Lasse Damsgaard Andersen', 'Marta Eliseo Trondhjem']",[],"['Carl West Hosbond\nAlexander Julius Arlien-Søborg Dutschke\nNadia Safwat\nViggo Bandholm Jensen', 'Lasse Damsgaard Andersen', 'Marta Eliseo Trondhjem', 'Victor West Hosbond']"
886177,Tothe International,"['Jesper Reginal', 'Karsten Schiøler', 'Mikael Fenger', 'Robert Schmidt']",[],"['Jesper Reginal', 'Karsten Schiøler', 'Mikael Fenger', 'Robert Schmidt']"
536121,Trax,"['Pete Bellotte', 'Keith Forsey']",[],"['Keith Forsey', 'Pete Bellotte']"
445306,Treefight For Sunlight,"['Mathias Sørensen', 'Morten Winther Nielsen', 'Christian Rohde Lindinger', 'Niels Kirk']",[],"['Christian Rohde Lindinger', 'Mathias Sørensen', 'Morten Winther Nielsen', 'Niels Kirk']"
416728,Trigbag,"['Anders Trentemøller', 'Thomas Bertelsen']",[],"['Anders Trentemøller', 'Thomas Bertelsen']"
1140647,Trio con Brio Copenhagen,"['Soo-Jin Hong', 'Soo-Kyung Hong', 'Jens Elvekjær']",[],"['Jens Elvekjær', 'Soo-Jin Hong', 'Soo-Kyung Hong']"
1051131,Trio Debil,"['Flemming Flying', 'Jones (27)', 'Kim Larsen (4)']",[],"['Flemming Flying', 'Jones (27)', 'Kim Larsen (4)']"
370763,Trolle//Siebenhaar,"['Ane Trolle', 'Pato Siebenhaar']",[],"['Ane Trolle', 'Pato Siebenhaar']"
218758,Turboweekend,"['Silas Bjerregaard', 'Martin Øhlers Petersen', 'Morten Køie', 'Anders Stig Møller', 'Keyboards']",[],"['Anders Stig Møller', 'Keyboards', 'Martin Øhlers Petersen', 'Morten Køie', 'Silas Bjerregaard']"
440474,Tyggegummibanden,"['Michael Jørgensen', 'Morten Langebæk', 'Henrik Bødtcher', 'Kasper Winding', 'Michael Bruun', 'Jan Sivertsen']",[],"['Henrik Bødtcher', 'Jan Sivertsen', 'Kasper Winding', 'Michael Bruun', 'Michael Jørgensen', 'Morten Langebæk']"
1135748,Tyrants & Kings,"['Dennis Kasten', 'Mads Valther', 'Jens Larsen', 'Lasse Jonsson']",[],"['Dennis Kasten', 'Jens Larsen', 'Lasse Jonsson', 'Mads Valther']"
908651,Ude af kontrol,"['Daniel Balken', 'Mark Philip Løvendahl', 'Joachim Nicholas Rouse', 'Patrick Porting Høffding']",[],"['Daniel Balken', 'Joachim Nicholas Rouse', 'Mark Philip Løvendahl', 'Patrick Porting Høffding']"
800205,Los Umbrellos,"['Al Agami', 'Mai-Britt Vingsøe', 'Grith Höifeldt']",[],"['Al Agami', 'Grith Höifeldt', 'Mai-Britt Vingsøe']"
190089,Unafraid,"['Brian Bradley (5)', 'Paul Hagarty', 'John Svagdis', 'Ed Foley', 'David Giust']",[],"['Brian Bradley (5)', 'David Giust', 'Ed Foley', 'John Svagdis', 'Paul Hagarty']"
203673,Uncle Muffin,[],[],[]
425396,UTAH,['Søren Zahle Schou'],"['Uwe Hacker', 'Arno Müller', 'Thorsten Knuth']","['Arno Müller', 'Søren Zahle Schou', 'Thorsten Knuth', 'Uwe Hacker']"
124738,VETO (band),"['Troels Abrahamsen', 'David Krogh Andersen', 'Mark Lee', 'Jens Skov Thomsen', 'Mads Hasager']",[],"['David Krogh Andersen', 'Jens Skov Thomsen', 'Mads Hasager', 'Mark Lee', 'Troels Abrahamsen']"
896246,Vi sidder bare her,"['Mikael Simpson', 'Frithjof Toksvig', 'Jørgen Leth']",[],"['Frithjof Toksvig', 'Jørgen Leth', 'Mikael Simpson']"
780533,Via Artis Konsort,[],[],[]
399096,Vincent Van Go Go,"['Johs Nørrelykke', 'Kristian Scooter Kold', 'Dennis Ghettoblast.it Ahlgren', 'Thomas Terry Tester Månsson', 'Janus Nevel Ringsted']",[],"['Dennis Ghettoblast.it Ahlgren', 'Janus Nevel Ringsted', 'Johs Nørrelykke', 'Kristian Scooter Kold', 'Thomas Terry Tester Månsson']"
268951,Viro,"['Rasmus Ro', 'Jakob Winge']",[],"['Jakob Winge', 'Rasmus Ro']"
263429,Vocaloca,"['Ulrich Lauridsen', 'Charlotte Rose Lauridsen', 'Erik Kolind', 'Katrine Martinsen Gottschalck', 'Magnus Glindvad Rasch']",[],"['Charlotte Rose Lauridsen', 'Erik Kolind', 'Katrine Martinsen Gottschalck', 'Magnus Glindvad Rasch', 'Ulrich Lauridsen']"
423164,Von Dü,"['Bjørn Hardenberg', 'Emil Fredberg Stricker', 'Laurits Trier Hansen', 'Morten Nygaard', 'Mads Peter Steenstrup', 'Ole Hylling', 'Oliver Grønne', 'Tobias Steinmann', 'Troels Kjær']",[],"['Bjørn Hardenberg', 'Emil Fredberg Stricker', 'Laurits Trier Hansen', 'Mads Peter Steenstrup', 'Morten Nygaard', 'Ole Hylling', 'Oliver Grønne', 'Tobias Steinmann', 'Troels Kjær']"
399097,Vong Nguyet,['Niels Lan Doky'],[],['Niels Lan Doky']
354954,Vos,[],[],[]
256704,VoxNorth,[],[],[]
377567,When Saints Go Machine,"['Nikolaj Vonsild', 'Jonas Kenton', 'Simon Muschinsky', 'Silas Moldenhawer']",[],"['Jonas Kenton', 'Nikolaj Vonsild', 'Silas Moldenhawer', 'Simon Muschinsky']"
407927,You Know Who,['Christina Undhjem'],"['Hubertus von Hohenlohe', 'Peter Vieweger']","['Christina Undhjem', 'Hubertus von Hohenlohe', 'Peter Vieweger']"
351566,Young Wasteners,['Peter Bonneman'],"['Andy Exciter', 'Peter Bonneman', 'Willy Viagra', 'Lasse Skov (2)']","['Andy Exciter', 'Lasse Skov (2)', 'Peter Bonneman', 'Willy Viagra']"
983196,Aarhus Jazz Orchestra,"['Claus Waidtløw', 'Gustav Rasmussen', 'Michael Bladt', 'Nikolai Bøgelund Pedersen', 'Morten Lund (2)', 'Mads Bærentzen', 'Henrik Resen', 'Jens Mikkel Madsen', 'Jakob Buchanan', 'Adam Rapa', 'Michael Olsen (4)', 'Alex Jønsson (2)', 'Maria Edlund', 'Andreas Skamby', 'Storm Kleist', 'Jan Lynggaard', 'Jakob Rosendahl Povlsen', 'Rasmus Bøgelund', 'Mikkel Schreiber', 'Cæcilie Balling', 'Johan Toftegaard Knudsen', 'Niels Jacob Nørgaard']",[],"['Adam Rapa', 'Alex Jønsson (2)', 'Andreas Skamby', 'Claus Waidtløw', 'Cæcilie Balling', 'Gustav Rasmussen', 'Henrik Resen', 'Jakob Buchanan', 'Jakob Rosendahl Povlsen', 'Jan Lynggaard', 'Jens Mikkel Madsen', 'Johan Toftegaard Knudsen', 'Mads Bærentzen', 'Maria Edlund', 'Michael Bladt', 'Michael Olsen (4)', 'Mikkel Schreiber', 'Morten Lund (2)', 'Niels Jacob Nørgaard', 'Nikolai Bøgelund Pedersen', 'Rasmus Bøgelund', 'Storm Kleist']"
420094,Østjydsk Musikforsyning,"['H.C. Vartenberg', 'Anders Errboe']",[],"['Anders Errboe', 'H.C. Vartenberg']"
716601,8Ball,"['Ronnie Lennett', 'David Bertelsen', 'Jakob Hammer']",[],"['David Bertelsen', 'Jakob Hammer', 'Ronnie Lennett']"
389637,A Kid Hereafter,"['Frederik Thaae', 'Anders Bo Rasmussen']",[],"['Anders Bo Rasmussen', 'Frederik Thaae']"
345051,Alien Beat Club,"['Kasper Spring Ehlers', 'Marcel Mark Gbekle', 'Patricia Namakula Mbabazi', 'Stephanie Lykkehøj Gudmundsen']",[],"['Kasper Spring Ehlers', 'Marcel Mark Gbekle', 'Patricia Namakula Mbabazi', 'Stephanie Lykkehøj Gudmundsen']"
279528,The Alligators,"['Ole Ballund', 'Jens Dan', 'Niels Mathiasen', 'Morten Kjeldsen']",[],"['Jens Dan', 'Morten Kjeldsen', 'Niels Mathiasen', 'Ole Ballund']"
327371,Alphabeat,"['Stine Bramsen', 'Anders Bønløkke', 'Troels Hansen', 'Anders Reinholdt', 'Rasmus Nagel', 'Anders Nielsen']",[],"['Anders Bønløkke', 'Anders Nielsen', 'Anders Reinholdt', 'Rasmus Nagel', 'Stine Bramsen', 'Troels Hansen']"
402864,Annasaid,"['Martin Sahlertz', 'Jesper Jensen', 'Andreas Boesig', 'Emil Sylle Sylvester Jakobsen', 'Mathias Pedersen-Smidt', 'Johan Sylvest', 'Mads Buhl Henriksen']",[],"['Andreas Boesig', 'Emil Sylle Sylvester Jakobsen', 'Jesper Jensen', 'Johan Sylvest', 'Mads Buhl Henriksen', 'Martin Sahlertz', 'Mathias Pedersen-Smidt']"
1160408,APHACA (band),"['Rumle Kærså', 'Bertram Ask Plauborg Rasmussen', 'Noah Elias Rasmussen', 'Bertil Engberg Nielsen']",[],"['Bertil Engberg Nielsen', 'Bertram Ask Plauborg Rasmussen', 'Noah Elias Rasmussen', 'Rumle Kærså']"
66327,Aqua (band),"['Lene Nystrøm', 'René Dif', 'Claus Norreen', 'Søren Rasted']",[],"['Claus Norreen', 'Lene Nystrøm', 'René Dif', 'Søren Rasted']"
409893,Atoi,"['Ida Cæcilie Rasmussen', 'Emil Assing Høyer', 'Stig Helmer Jensen', 'Joel Gjærsbøl Pedersen']",[],"['Emil Assing Høyer', 'Ida Cæcilie Rasmussen', 'Joel Gjærsbøl Pedersen', 'Stig Helmer Jensen']"
484199,Avalyn,[],[],[]
243106,Bamses Venner,"['Flemming Jørgensen', 'Arne Østergaard', 'Mogens Balle', 'Jan Locht', 'Frank Thøgersen']",[],"['Arne Østergaard', 'Flemming Jørgensen', 'Frank Thøgersen', 'Jan Locht', 'Mogens Balle']"
1003420,Barselona,"['Rud Aslak', 'Rasmus Theodor']",[],"['Rasmus Theodor', 'Rud Aslak']"
558051,BeePop,"['Stine Pagh', 'Heidi Degn', 'Karl Gade', 'Daniel Munk', 'Henrik Thomsen', 'Jakob Schantz', 'Ronnie Olesen']",[],"['Daniel Munk', 'Heidi Degn', 'Henrik Thomsen', 'Jakob Schantz', 'Karl Gade', 'Ronnie Olesen', 'Stine Pagh']"
1126706,Bikini (gruppe),"['Christine Marie Buchart', 'Kamille Francesca Rosenbøg Kiesa']",[],"['Christine Marie Buchart', 'Kamille Francesca Rosenbøg Kiesa']"
1113079,Blæst (band),"['Sarah Sophie Malmros', 'Lauge Kjærulf', 'Valentin Buchwald', 'Anders Bondo', 'Fernanda Rosa']",[],"['Anders Bondo', 'Fernanda Rosa', 'Lauge Kjærulf', 'Sarah Sophie Malmros', 'Valentin Buchwald']"
418711,The Bronson Brothers,"['Ted Bronson, Clyde Bronson, Malle, Zeu, Mr. Toby Diamonds']","['Clyde Bronson', 'Pat Bronson', 'Kasper Malling']","['Clyde Bronson', 'Kasper Malling', 'Pat Bronson', 'Ted Bronson, Clyde Bronson, Malle, Zeu, Mr. Toby Diamonds']"
14503,Brødrene Olsen,"['Jørgen Olsen', 'Niels Olsen']",[],"['Jørgen Olsen', 'Niels Olsen']"
180826,C21,"['Søren Bregendal', 'David Pepke', 'Esben Duus']",[],"['David Pepke', 'Esben Duus', 'Søren Bregendal']"
63455,Danser med Drenge,"['Ida Ambrose', 'Henrik Stanley Møller', 'Klaus Kjellerup', 'Dan Hemmer', 'Morten Bolvig', 'August Campeotto', 'Kim Thomsen', 'Philippa Bulgin', 'Jesper Mejlvang', 'Jan Sivertsen', 'Simon West', 'Ruth Hald', 'Søren Frost', 'Esben Duus', 'Kasper Foss', 'Rie Rasmussen', 'Kasper Langkjær', 'Steffen Qwist']",[],"['August Campeotto', 'Dan Hemmer', 'Esben Duus', 'Henrik Stanley Møller', 'Ida Ambrose', 'Jan Sivertsen', 'Jesper Mejlvang', 'Kasper Foss', 'Kasper Langkjær', 'Kim Thomsen', 'Klaus Kjellerup', 'Morten Bolvig', 'Philippa Bulgin', 'Rie Rasmussen', 'Ruth Hald', 'Simon West', 'Steffen Qwist', 'Søren Frost']"
782887,Darleens,"['Karin Ørum', 'Margrethe Maggie Björklund', 'Sisse Larsen', 'Karen Emma Engberg', 'Troels Bech']",[],"['Karen Emma Engberg', 'Karin Ørum', 'Margrethe Maggie Björklund', 'Sisse Larsen', 'Troels Bech']"
668320,Death Valley Sleepers,"['Tobias Winberg', 'Adam Winberg', 'Henrik Heinzz Malm', 'Christian Ki Dall']",[],"['Adam Winberg', 'Christian Ki Dall', 'Henrik Heinzz Malm', 'Tobias Winberg']"
924803,Energy (musikgruppe),[],[],[]
115117,EyeQ,"['Trine Jepsen', 'Louise Lolle', 'Sofie Hviid', 'Julie Næslund']",[],"['Julie Næslund', 'Louise Lolle', 'Sofie Hviid', 'Trine Jepsen']"
