pageid,title
139739,Peter Thorup
767679,Annette Bjergfeldt
396299,Helene Blum
415603,Ester Brohus
1009368,Kristian Bugge
1042967,Ivan Damgård
200645,Per Dich
33453,Povl Dissing
647633,Tom Donovan
668189,Christine Dueholm
965804,Søren Hammerlund
487495,Harald Haugaard
94850,Niels Hausgaard
150529,Lasse Helner
801422,Jullie Hjetland
412939,Martin Høybye
1016018,Mette Kathrine Jensen Stærk
270972,Andrew John
1046979,Mads Kjøller Henningsen
53521,Lars Lilholt
908980,Jacob Lund (musiker)
129198,Rasmus Lyberth
557962,CS Nielsen
212529,Thøger Olesen
28880,Allan Olsen (sanger)
860932,Martin Seeberg
905977,Peter Uhrbrand
421198,Jakob Batten
243405,Jacob Bredahl
924814,Michael Denner
854063,Jacob Hansen
978671,Timi Hansen
56303,King Diamond
372641,Jon Larsen
877435,Kaspar Boye Larsen
1032429,Ole Luk
964303,Monika Pedersen
827784,Hank Shermann
50128,Lars Ulrich
116296,Ataf
115145,B.A.N.G.E.R.S.
101426,Isam Bachiri
138840,Bai-D
145499,Baya
370944,Dj Beatnik
100314,Tommy Bredsted
396930,Fabeldyret (sanger)
184086,Niels Henrik Gerts
95165,Jonny Hefty
105763,Johnson (rapper)
109744,Jokeren (rapper)
189931,Jøden
119333,Ali Kazim
196024,Kejser A
79070,L.O.C.
6382,L:Ron:Harald
237814,Lasse Lindholm Nielsen
107073,Majid
146300,Lenny Martinez
186565,Marwan
397002,MC Meller
249355,Kenneth Møller
42357,Niarn
93166,Orgi-E
217669,Jeppe Rapp
88336,Rune Rask
372956,Thorbjørn Bech-Rossen
397407,Pato Siebenhaar
159406,Kasper Spez
189936,Strøm (rapper)
734684,Supardejen
178503,Joe True
435417,UFO (musiker)
116315,USO (rapper)
108086,Per Vers
925730,Ham VolKan
684543,Henning Winther
221152,Zaki
60128,Lotte Anker
40379,Svend Asmussen
119984,Frans Bak
976789,Søren Bebe
144298,Franz Beckerlee
472162,Ben Besiakov
240490,Thomas Blachman
433953,Henrik Blichmann
1057343,Allan Botschinsky
83265,Verner Bramsen
169208,Per Aage Brandt
442876,Jakob Bro
144258,Max Brüel
1042129,Papa Bue
763720,Christina von Bülow
83268,Jesper Carlsen (bassist)
201662,Bernhard Christensen
288511,Jacob Christoffersen
707915,Carsten Dahl
73176,Ole Dixon
192508,Chris Minh Doky
118195,Niels Lan Doky
412575,Dennis Drud
668189,Christine Dueholm
1025020,Jesper Dupont
144265,Pierre Dørge
406546,Sinne Eeg
1090582,Willy Egmose
73008,Steen Engelholt
526786,Atilla Engin
454656,Kai Ewans
334154,Jacob Fischer
1006271,Thomas Fonnesbæk
350156,Niels Foss (kapelmester)
178143,Fuzzy
974524,GinmanBlachmanDahl
823763,Jens Jørn Gjedsted
83452,Ib Glindemann
518526,Poul Godske
149914,Bo Gryholt
455615,Henry Hagemann
1038358,Aage Hagen
190964,Ole Kock Hansen
196684,Hemming Hartmann-Petersen
1108858,Mathias Heise
393582,Emil Hess
974138,Mikkel Hess
980823,Ernst Hornslet
936319,Susi Hyldgaard
54833,Jørgen Ingmann
434410,Jens Jefsen
622912,André Jensen
409028,Simon Jensen
1160093,Theis Jensen
905316,Mette Juul
472226,Bent Jædig
278193,Elith Nykjær Jørgensen
827375,Kristian Jørgensen
983189,Jens Klüver
144252,Kenneth Knudsen (musiker)
1024305,Kenneth Dahl Knudsen
368798,Erling Kroner
154628,Ole Kühl
274215,Preben Larsen
3586,Bjarne Liller
396642,Ole Lindgreen
537829,Otto Lington
205043,Arne Lundén
885700,Jesper Lundgaard (bassist)
396662,Fredrik Lundin
105635,Katrine Madsen
247586,Leo Mathisen
119991,Marilyn Mazur
143639,Kim Menzer
207858,Arnvid Meyer
55098,Palle Mikkelborg
256331,Erik Moseholm
48602,Lars Møller (jazzmusiker)
95554,Jørgen Nielsen (bassist)
39913,Finn Odderskov
101301,Jørn Okbo
455621,Winstrup Olesen
1059347,Poul Olsen
111235,Kresten Osgood
455223,Erik Parker
40523,Niels-Henning Ørsted Pedersen
669934,Ray Pitts
200820,Freddy Poulsen
467614,Morten Ramsbøl
437699,Hugo Rasmussen
450454,Peter Rasmussen (basunist)
81161,Alex Riel
227086,Børge Roger Henrichsen
714465,Peter Rosendal
321514,Bjarne Rostvold
451914,Ingelise Rune
59061,Jørgen Ryg
83504,Mik Schack
1154517,Søren Siegumfeldt
453247,Jens Skou Olsen
204898,Laust Sonne
106178,Niels Jørgen Steen
149310,Uffe Steen
143671,Hugh Steinmetz
904934,Sidsel Storm
1041944,Jørgen Christian Svare
417179,Jens Christian Søndergård
971386,Jakob Sørensen
692785,Jens Balder Sørensen
777890,Robin C Taylor
143665,John Tchicai
116252,Ed Thigpen
487877,Jesper Thilo
17054,Hans Ulrik
363702,Mads Vinding
114807,Peter Vuust
1002262,Oilly Wallace
1046141,Johannes Wamberg
753716,Carl Winther
490043,Jens Winther (musiker)
86190,Finn Ziegler
964345,Pernille Bévort
433953,Henrik Blichmann
201662,Bernhard Christensen
214521,Jørgen Emborg
393582,Emil Hess
974138,Mikkel Hess
393579,Nikolaj Hess
355559,Jan Kaspersen
227086,Børge Roger Henrichsen
119984,Frans Bak
566100,Adrian Bentzon
1042145,Atli Bjørn
144258,Max Brüel
152816,Mads Bærentzen
224634,Steen Christensen
707915,Carsten Dahl
214521,Jørgen Emborg
1154896,Henrik Gunde
393579,Nikolaj Hess
342705,Bent Hesselmann
355559,Jan Kaspersen
849951,Boris Rabinowitsch
969713,Kathrine Windfeld (musiker)
735786,Henrik Goldschmidt
259924,Lars Hannibal
258464,Carl Helsted
308574,Erling Møldrup
96948,Kaare Norge
12826,Victor Borge
707915,Carsten Dahl
1114362,Catharine Wernicke
523136,Maya Albana
403325,Fallulah
720602,Jørgen Fonemy
1126167,John Guldberg
168070,Thomas Helmig
436998,Nana Jacobi
13227,Flemming Bamse Jørgensen
1160440,Rumle Kærså
561201,Jens Nielsen (komponist)
705956,Coco O.
28880,Allan Olsen (sanger)
1072520,Tobias Rahim
99094,Søren Rasted
12391,Tommy Seebach
785735,Patrick Spiegelberg
1148862,Svea S
178188,Peter Abrahamsen
1022156,Grethe Agatz
436448,Patrick Alexander
689877,Kamilia Amélie
41757,Benny Andersen
1005109,Ove Bager
233022,Henrik Balling
453311,Viggo Barfoed
303798,Basim
421198,Jakob Batten
145499,Baya
655602,Laus Bengtsson
1118898,Søren Bentzen
145149,Asger Berg
203797,Harald Bergstedt
716726,Aage Berntsen
734069,Ole Berthelsen (sanger)
228489,Peter Biker
413491,Mogens Binderup
767679,Annette Bjergfeldt
496227,Nanna Kalinka Bjerke
287131,Sys Bjerre
1007072,Katinka Bjerregaard
418181,Peter Bjørnskov
974470,Christian Bogø
282349,Niels Brinck
415603,Ester Brohus
268632,Carl Bruun
1098098,Clara Bryld
1116091,Tina Buchholtz
289935,Leopold Budde
413296,Lise Cabble
799570,Caroline Castell
417995,Christina Chanée
976459,Saint Clara
280614,Cutfather
910079,Jonas Dahl (musiker)
402986,Erann DD
83605,Lonnie Devantier
902935,Albert Dyrlund
995415,Susanne Dähn-Leach
260448,Mass Ebdrup
448020,Elisabeth Edberg
550368,Engelina
214746,Morten Eskesen
292651,René Evald
438868,Villiam Faber
755292,Mathilde Falch
58806,Michael Falch
403325,Fallulah
268641,Benjamin Feddersen
41491,Søs Fenger
147775,Hans Christian Fogtmann Lauridsen
271722,Nina Forsberg
299193,Marie Frank
1157752,Gadejørgen
234317,Alex Garff
332774,Gunnar Geertsen
1106335,Selina Gin
433857,John Gordon
644609,Anders Greis
105203,Henrik Hall
507921,Philip Halloun
647679,Klaus Handsome
1014322,Robin Hannibal
1133527,Bjarne Jes Hansen
448021,Viggo Happel
800052,Robert Hauschildt
953745,Hugo Helmig
168070,Thomas Helmig
234966,Johannes Helms (forfatter)
244916,Andreas Hemmeth
34753,Poul Henningsen
266249,Heidi Herløw
946238,Casper Holm
235556,Søren Huss
176774,Inez
341271,Lars Iversen
993109,Jada
740023,Hans Valther Jantzen
800043,Jonas Jeberg
294423,Jesper Jensen (forfatter)
409028,Simon Jensen
262999,Juliane Marie Jessen
894569,Johnny Jam & Delgado
983807,Julie & Nina
510266,Christian Juncker
159076,Nis P. Jørgensen
158815,Steen Jørgensen (sanger)
425089,Kenneth Karlin
486346,Marie Key
292425,Anders Krag Kjeldsen
51436,Søren Kragh-Jacobsen
946475,Michael Kratz
697052,Stig Kreutzfeldt
263996,Sven Møller Kristensen
708130,Mads B.B. Krog
162909,Paw Lagermann
1000998,Morten Langebæk
996006,Hjalmer Larsen
31493,Kim Larsen
1084329,Mona Larsen
1165787,Ida Laurberg
330002,Jeppe Laursen
303409,Jonas Winge Leisner
562435,Peder Søren Lemche
496055,Torben Lendager
850029,Erik Leth
53521,Lars Lilholt
413376,Lasse Lindorff
415727,Mark Linn
928575,Jeppe Loftager
541641,Mogens Lorentzen
472895,Bent Lumholt
41197,Tom Lundén
1143151,Aage Lundvald
320403,Viggo Madsen
1126593,Claus Marcuslund
950599,Jesper Mechlenburg
233848,Medina (sanger)
188302,A.C. Meyer
338677,Leslie Ming
233829,Laura Mo
435397,Barbara Moleko
315402,Carl Møller (forfatter)
756219,Roland Møller
984026,Jørgen Nancke
975832,Isabel Ndiaye
557962,CS Nielsen
561201,Jens Nielsen (komponist)
496889,L.C. Nielsen
1126235,Bruger:Kris89r
646821,Noah (duo)
272436,Claus Norreen
705956,Coco O.
1044153,Andreas Odbjerg
212529,Thøger Olesen
346697,Jørgen Olsen (musiker)
970126,Rasmus Elk Olsen
1134058,Johan Ottosen
492951,Tania Ovesen
826385,Leif Pedersen
121494,Martin Petersen (forfatter)
450407,Knud Pheiffer
542081,Poul Johannes Phønixberg
419280,Adam Powers
263868,Adam Price
1151007,Nikolaj Paakjær
119647,Lina Rafn
640135,Raske Penge
99094,Søren Rasted
191615,Pia Raug
251611,Remee
1142975,Michael Rexen
101098,Bryan Rice
485051,Jascha Richter
759643,Andy Roda
113481,Helge Rode
776569,Charlotte Roel
415764,Tamra Rosanes
98831,Pernille Rosendahl
714465,Peter Rosendal
328557,Christina Schilling
420841,Nicolai Seebach
190620,Lucas Sieber
148770,Mikael Simpson
432062,Clara Sofie
120337,Peter Sommer
391683,Soulshock
785735,Patrick Spiegelberg
245026,Nikolaj Steen
431596,Julie Steincke
454414,Julius Strandberg
428836,Suriya
155231,Saseline Sørensen
1127144,Karsten Thomsen (digter)
888399,Jan Toftlund
846774,Danni Toma
207235,Poul-Henrik Trampe
217470,Thomas Troelsen
110115,Jens Peter Tønder
460314,Leif Varmark
914208,Sada Vidoo
709129,Jonas Villumsen
254438,Sejr Volmer-Sørensen
482070,Trinelise Væring
521839,Wafande
558936,Kim Wagner
445198,Sarah West
865534,Rune Westberg
427512,Lise Westzynthius
112606,Whigfield
476536,Niels Erik Wille
457719,Marcus Winther-John
522440,Stefan Wolffbrandt
800276,Jules Wolfson
479047,Xander (sanger)
170178,David Abell
170358,Hans Abrahamsen
1022156,Grethe Agatz
171964,Aksel Agerby
561325,Thomas Agergaard
173147,Harald Agersnap
828845,Maria Theresia Ahlefeldt
427394,Yo Akim
970663,Jeanett Albeck
779455,Louise Alenius
173626,Georg Frederik Ferdinand Allen
173628,Robert William Otto Allen
173643,Arthur Ivan Allin
173677,Birgitte Alsted
173875,Herman Amberg
173869,Johan Amberg
173925,Aksel Andersen
174336,Arvid Andersen
41757,Benny Andersen
158787,Benny E. Andersen
174626,Eyvin Andersen
135696,Fritz Andersen
174840,Hakon Andersen
108402,Joachim Andersen (musiker)
172011,Johannes Andersen (musiker)
175058,Sophus Andersen
60128,Lotte Anker
1045445,Kjartan Arngrim
175581,Erik Bach (komponist)
160308,Kasper Bai
119984,Frans Bak
177223,Carl Christian Nicolaj Balle
177410,Harald Balslev
177716,Emilius Bangert
178018,Christian Barnekow (komponist)
171600,Sigurd Barrett
992528,Nanna Barslev
179374,Christian Frederik Barth
179376,Friedrich Philipp Carl August Barth
179571,Wilhelm Herman Barth
178259,Johan Bartholdy
71186,Rudolph Bay
976789,Søren Bebe
1056682,Mathæus Bech
180276,Julius Bechgaard
181031,Victor Bendix
915016,Ulle Bjørn Bengtsson
174917,Aske Bentzon
181634,Jørgen Bentzon
106520,Niels Viggo Bentzon
182161,Nicolai Berendt
185108,Gunnar Berg (komponist)
60084,A.P. Berggreen
204401,Ilja Bergh
186214,Rudolph Sophus Bergh
199632,Carl Bergstrøm-Nielsen
97111,Niels Bernhart
188904,Viggo Bielefeldt
978341,Søren Birch
37236,Jodle Birge
200685,Ludvig Birkedal-Barfod
950860,Kåre Bjerkø
199533,Erling Bjerno
893094,Ditlev Trappo Saugmann Bjerregaard
1007072,Katinka Bjerregaard
240490,Thomas Blachman
190399,Georg Carl Bohlmann
247238,Elisabeth Boisen
1149589,Michael Bojesen
191591,Jørgen Ditleff Bondesen
191942,Helge Bonnén
633381,Flemming Borby
193116,Melchior Borchgrevinck
199903,Kim Borg
197642,Axel Borup-Jørgensen
197956,Hans Brachrogge
86749,Steffen Brandt
776541,Carl Braun (komponist)
194027,Ivar Bredal
195156,Erling Brene
642344,Gregers Brinch
752421,Klaus Brinch
203725,Viggo Brodersen
363697,Jon Bruland
199560,Kai Aage Bruun
198749,Peter Bruun
36263,Martin Brygmann
1098098,Clara Bryld
198899,Ole Buck
688490,Ole Bundgaard
828247,Søren Bundgaard
200530,Carl Busch
199738,Volkmar Busch
25280,Dietrich Buxtehude
25220,Erik Bøgh
1068449,Michael Bønsdorf
106741,Hakon Børresen
201197,Camillo Carlsen
151405,Henrik Carlsen
201662,Bernhard Christensen
800297,Mogens Christensen
43910,Tim Christensen
201913,Asger Lund Christiansen
959259,Christian Christiansen (komponist)
202155,Henning Christiansen
202055,Karl Clausen
438777,Thomas Clausen (musiker)
202021,Niels Clemmensen
202421,Adrian Petit Coclico
256096,Carl Cohn Haste
930102,Jonas Colstrup
106111,Victor Cornelius
203857,Fritz Crome
230230,Simoni Dall Croubelis
202829,Balduin Dahl
541655,Hans Dal
203258,Nancy Dalberg
203471,Christian Danning
119094,Peter Danstrup
204514,Johan Darbes
204662,Christian Debois
205571,Søffren Degen
206690,Peter Deutsch
207112,Nathanael Diesel
106411,Édouard du Puy
668189,Christine Dueholm
209106,Otto Dütsch
211116,Adolph Julius Eggers
288501,Søren Nils Eichberg
340501,Niels Eje
213485,Henning Elbirk
214514,Ejnar Emborg
214517,Harald Bjerg Emborg
212214,Jens Laursøn Emborg
214521,Jørgen Emborg
214511,Aage Emborg
106560,August Enna
413142,Søren Eppler
174411,Poul Allin Erichsen
882883,Carsten Bo Eriksen
214746,Morten Eskesen
98734,Finn Evald
292651,René Evald
896948,Phillip Faber
111776,Jakob Fabricius
42457,Bent Fabricius-Bjerre
1044301,Bo Feierskov
225086,Johanne Fenger
333696,Erik Fiehn
219788,Frederik Foersom
219811,Peter Christian Foersom
998493,Dan Folke
220358,Johan Foltmar
220480,Ida Henriette da Fonseca
220787,Julius Foss
217602,John Frandsen (født 1956)
220814,Axel Frederiksen
215487,Johan Henrik Freithoff
413246,Jakob Freud-Magnus
474118,Michael Friis (bassist)
374426,Ivar Frounberg
221675,Carl Johan Frydensberg
222814,J.F. Frøhlich
223156,Frederik Christian Funck
223142,Peter Ferdinand Funck
178143,Fuzzy
229984,Carl Gottlob Füssel
227774,Ingolf Gabold
225912,Axel W. Gade
911,Jacob Gade
37879,Niels W. Gade
108200,Johan Christian Gebauer
230735,Christian Geisler
228024,Christian Geist
240909,Carl Ludvig Gerlach
228216,Georg Gerson
244314,W.H.R.R. Giedde
232039,Lennart Ginman
242477,Nicolo Gistou
228479,Christian Henrik Glass
51116,Louis Glass
352726,Jan Glæsel
228594,Franz Glæser
229999,Joseph Glæser
518526,Poul Godske
735786,Henrik Goldschmidt
190064,Peder Gram (komponist)
230672,Axel Grandjean
243968,Lars Graugaard
327850,Sanne Graulund
1122132,Lars Greve
992935,Willy Grevelund
244473,Michael Ehregott Grose
244567,Heinrich Ernst Grosmann
157194,Jacob Groth
244819,Georg Grothe
231675,Launy Grøndahl
249148,Peter Grønland
153256,Steen Grøntved
236521,Pelle Gudmundsen-Holmgreen
217484,Bo Gunge
244844,Cornelius Gurlitt (komponist)
222526,Hugo Gyldmark
466376,Oskar Gyldmark
153485,Sven Gyldmark
225641,Birger Wøllner Gaarn
253636,Sophus Hagen
250797,Mads Hak
339594,Noam Halby
250341,Andreas Hallager
251019,Sophus Halle
250624,Povl Hamburger
112843,Asger Hamerik
249824,Ebbe Hamerik
250517,Margaret Hamerik
250855,Christian Julius Hansen
527376,F.J. Hansen
253012,Hans Hansen (komponist)
150482,Mikkel Max Hansen
250963,Nicolaj Hansen
520601,Ole Højer Hansen
364139,Rasmus Hansen (komponist)
252648,Thorvald Hansen (komponist)
1054647,Vagn Henning Hansen
252682,Egil Harder
255444,Knud Harder
254176,August Wilhelm Hartmann
184505,Emil Hartmann
255227,Emma Hartmann
106832,J.P.E. Hartmann
254166,Johan Ernst Hartmann
253849,Johann Hartmann
196671,Frank Hasselstroem
882741,Diana Pereira Hay
256203,Anton Hegner
256277,Ludvig Hegner
257301,Lars Hegaard
257352,Jørgen Heide
106823,Peter Heise
467973,Bodil Heister
258087,Paul Hellmuth
168070,Thomas Helmig
150529,Lasse Helner
258464,Carl Helsted
245254,Edvard Helsted
258876,Gustav Helsted
1068098,Jesper Hendze
1041048,Henrik Hennings
259173,Edgar Henrichsen
259712,Roger Henrichsen
64091,Fini Henriques
260463,Robert Henriques
342705,Bent Hesselmann
932096,Ole Heyde
110256,Christian Hildebrandt
261609,N.P. Hillebrandt
261779,Bjørn Hjelmborg
755419,Caspar Christian Hoffmann
716841,Johan Michael Hoffmann
784412,Joachim Holbek
261204,Ludvig Holm
262939,Mogens Winkel Holm
261216,Vilhelm Christian Holm
11108,Vagn Holmboe
402152,Jexper Holmen
324754,Bo Holten
345708,Louis Hornbeck
150490,C.F.E. Horneman
150798,Emil Horneman
319172,Bjarne Hoyer
261877,Johan Hye-Knudsen
978902,Søren Hyldgaard
147850,Otto Hænning
249630,Georg Høeberg
64095,Finn Høffding
412780,Knud Høgenhaven
969204,Marie Højlund
868710,Erik Højsgaard
379471,Jens Hørsving
1166742,John Høybye
389197,Ole Høyer
394424,Jan Irhøj
144992,Johannes Erasmus Iversen
263896,Ejnar Jacobsen
190259,Jens Bjerre Jacobsen
412582,Julius Jacobsen
349206,Ole Jacobsen (komponist)
622912,André Jensen
142600,Niels Peter Jensen (komponist)
412572,Walther G. Jensen
255322,Knud Jeppesen
738144,Søren Dahl Jeppesen
554336,Thorald Jerichau
251217,Jørgen Jersild
413311,Olfert Jespersen
414862,Gunnar Johansen
414707,Emil Juel-Frederiksen
415694,Asger Juul
931764,Per Juul
355193,Bo Lundby Jæger
66962,Karen Jønsson
190151,Axel Jørgensen (komponist)
415376,Erik Jørgensen (komponist)
1128636,Peter Lindeman Jørgensen
415750,Viggo Kalhauge
379490,Ejnar Kanding
86770,Leif Kayser
419838,Franz Keyper
1149450,Willy Kierulff
170022,Klaus Kjellerup
274927,Axel Kjerulf
274914,Charles Kjerulf
910022,Per Krøis Kjærsgaard
29634,Povl Kjøller
203055,Paul von Klenau
1024305,Kenneth Dahl Knudsen
274082,Werner Knudsen
884765,Jesper Koch (komponist)
972901,Michael Kolster
134605,Anders Koppel
396627,Herman D. Koppel
96276,Thomas Koppel
51436,Søren Kragh-Jacobsen
819937,Lars Krarup (musiker)
778988,Olivo Krause
708130,Mads B.B. Krog
237836,Henrik Krogsgaard
368798,Erling Kroner
342563,P.C. Krossing
416172,Johan Adam Krygell
188605,Hans Ernst Krøyer
639755,Jens Krøyer
37999,Friedrich Kuhlau
187647,F.L.Æ. Kunzen
782953,Lotte Kærså
287728,Morten Kærså
883150,Niels la Cour (komponist)
351952,Jens Bodewalt Lampe
38457,P.E. Lange-Müller
702229,J.P. Langgaard
38656,Rued Langgaard
419811,Siegfried Langgaard
420279,Axel Waldemar Lanzky
288332,Lars Oluf Larsen
1158555,Magnus Larsson
420049,Eduard Lassen
86617,Thomas Laub
420378,Pierre Jean Laurent
416369,Laurids Lauridsen
389826,Lasse Laursen
1022273,Cathrine Legardh
265243,Jesper Winge Leisner
350773,Peter Mandrup Lem
420534,Gustav Adolph Lembcke
420625,Frederik Carl Lemming
420867,Bernhard Lewkovitch
490842,Hans-Henrik Ley
252497,Axel Liebmann
252443,Nanna Liebmann
53521,Lars Lilholt
420888,Andreas Frederik Lincke
537829,Otto Lington
15212,Anne Linnet
405729,Nis-Edwin List-Petersen
121685,Anthony Lledo
759844,Martin Lohse
351966,Jens Lolle
250403,Bent Lorentzen
321126,Jakob Lorentzen
1032429,Ole Luk
421002,Carl Lumbye
421235,Georg Lumbye
112623,H.C. Lumbye
917115,Tippe Lumbye
952870,Emilius Lund
421795,Gudrun Lund
41197,Tom Lundén
120836,Lasse Lunderskov
291977,Frederikke Løvenskiold
340759,Herman Severin Løvenskiold
875985,Allan Gravgaard Madsen
422072,Axel Madsen
430461,Jesper Madsen
422121,N.K. Madsen-Stensgaard
422373,Jan Maegaard
76505,Frederik Magle
422617,Jørgen Malling
252206,Otto Malling
788871,Jens-Ole Malmgren
423152,Carl Julius Malmquist
729685,Henrik Marstal
423501,Niels Marthinsen
423612,Leif Martinussen
91860,Jomi Massage
850549,Ole Matthiessen
460107,Frederik Matthison-Hansen
349777,Gottfred Matthison-Hansen
349490,Hans Matthison-Hansen
424810,Waage Matthison-Hansen
211669,Carl Viggo Meincke
459746,Elisabeth Meyer
199847,Mikkel Meyer
459776,Peder Mandrup Meyer
655442,Michael A.J.
560441,Otto Mikkelsen
338677,Leslie Ming
459970,Sextus Miskow
1171217,ML Buch
460185,Benna Moe
48870,John Mogensen
52000,Otto Mortensen
1144573,Tage Mortensen
256331,Erik Moseholm
345514,Jurij Moskvitin
1053948,Katrine Muff Enevoldsen
294485,Karen Mukupa
917568,Nicolai Munch-Hansen
460800,C.C. Møller (musiker)
281842,Michael Møller (musiker)
1160196,Peter Møller (komponist)
460843,Svend-Ove Møller
966500,Alex Mørch
393154,J.H. Nebelong (organist)
434701,Joachim Bruun de Neergaard (komponist)
561212,Johannes Konstantin Neergaard
338081,Franz Neruda
66924,Ulrik Neumann
328756,Andreas P. Nielsen
3972,Carl Nielsen
160866,Carl Nielsens værker
328776,Inge-Marie Nielsen
819196,Kai Nielsen (komponist)
51134,Ludolf Nielsen
81047,Peter A.G. Nielsen
389823,Svend Nielsen (komponist)
682535,Svend Hvidtfelt Nielsen
463619,Tage Nielsen (komponist)
461529,Thorvald Nielsen
160361,Erik Norby
1153468,Anders Nordentoft
992138,Jesper Nordin
340466,Heinrich von Nutzhorn
291752,Cora Nyegaard
51101,Per Nørgård
76533,Ib Nørholm
236787,Morten Okbo
285500,Thomas Agerfeldt Olesen
327674,Morten Olsen (komponist)
464458,Otto Olsen (musiker)
1145280,Josefine Opsahl
464445,Albert Orth
187158,Else Marie Pade
373010,Steen Pade
1058449,Kewan Pádre
1168526,Thomas Pakula
663269,Johan-Gottfried Wilhelm Palschau
659233,Martin Palsmar
879058,Andy Pape
245040,Holger Simon Paulli
287731,Ivan Pedersen
826385,Leif Pedersen
38667,Mogens Pedersøn
202068,Tommy Petersen
450407,Knud Pheiffer
711094,Hans-Erik Philip
379405,Jørgen Plaetner
263870,James Price (komponist)
958096,Jesper Ranum
150002,Christian Joseph Rasmussen
990277,Ellen Birgitte Rasmussen
285749,Karl Aage Rasmussen
1011275,Anton Rée
256082,Emil Reesen
417257,Søren Reiff
1142975,Michael Rexen
361746,David Riddell
784837,Amdi Riis
60115,Jakob Riis (komponist)
1138806,Adolf Riis-Magnussen
166463,Knudåge Riisager
253722,Oluf Ring
250871,Emil Robert-Hansen
253107,Kjell Roikjer
368811,Kai Rosenberg
646447,Vilhelm Rosenberg
714465,Peter Rosendal
270406,Leopold Rosenfeld
496318,Orla Rosenhoff
76513,Poul Ruders
823959,Jens Rugsted
341293,Frederik Rung
196575,Henrik Rung
342016,Paul Rung-Keller
149291,Morten Ræhs den yngre
279805,Hanne Rømer
285643,Niels Rønsholdt
432808,Safir (sanger)
429042,Kim Sagild
269219,Thomas Sandberg
482675,Maria Savery
110780,Kongelige kammersangere
1157675,Kay Abrahamsen
261627,Hanna Allin
63449,Stig Fogh Andersen
977861,Lisbeth Balslev
449897,Gert Bastian
249618,Per Biørn
251508,Holger Boland
409190,Henriette Bonde-Hansen
250691,Charlotte Bournonville
159027,Else Brems
562778,Marguerite Brián-Schwarck
251219,Edith Brodersen
249826,Johanne Brun
249619,Holger Bruusgaard
648385,Sine Bundgaard
249620,Holger Byrding
362478,Sten Byriel
691398,Ingeborg Børch
281741,Jørgen Ole Børch
523125,Henrik Krogh Christensen
85637,Ulrik Cold
249857,Peter Cornelius (operasanger)
284436,Otto Detlefsen
250151,Elisabeth Dons
106411,Édouard du Puy
1080388,Julius Døcker
257108,Mette Ejsing
668626,Susanne Elmark
63446,Poul Elming
1169298,Birgit Engell
248968,Margherita Flor
220480,Ida Henriette da Fonseca
656647,Ejnar Forchhammer
278662,Catharine Frydendahl
563811,Lene Funder
248965,Johannes Fønss
295740,Jørgen Fønss
63205,Aage Fønss
240909,Carl Ludvig Gerlach
241417,Leocadie Gerlach
990347,Helene Gjerris
976316,Sibylle Glosted
726848,Edith Guillaume
248963,Ruth Guldbæk
79372,Ib Hansen (operasanger)
249626,Ingeborg Nørregaard Hansen
206235,Jens Bruno Hansen
24081,Lilian Weber Hansen
249627,Niels Hansen (operasanger)
120479,Ove Verner Hansen
250873,Willy Hartmann
110798,Aage Haugland
522012,Mathias Hedegaard
420995,Kirsten Hermansen
100471,Vilhelm Herold
257569,Tove Hyldgaard
249629,Albert Høeberg
248966,Stefan Islandi
249306,Marius Jacobsen
1019796,Sofie Elkjær Jensen
251512,Eva Johansson
250148,Sophie Keller
106784,Tina Kiberg
210494,Palle Kibsgaard
126749,Joachim Knop
250701,Lone Koppel
249631,Tenna Kraft
417348,Boline Margrethe Kragh
249849,Johanne Krarup-Hansen
249625,Lilly Lamprecht
203000,Tonny Landy
248964,Dorothy Larsen
712891,Dorthe Elsebet Larsen
420850,Morten Frank Larsen
268579,Frans Lasson
466022,Claus Lembek
149066,Ellen Winther Lembourn
249831,Margrethe Lendrop
250695,Anna Levinsohn
449699,Peter Lodahl
1066692,Kristine Becker Lund
353205,Arne Lundemann
863167,Augusta Lütken
1019533,Mikael Melbye
191638,Lauritz Melchior
565373,Stephen Milling
249852,Ida Møller
257112,Niels Møller (operasanger)
407860,Anna Nielsen (skuespiller)
910944,Caroline Nielsen
248342,Inga Nielsen
249843,Helge Nissen
766211,Per Bach Nissen
185433,Bent Norup
453620,Minna Nyhus
984579,Claus Nørby
249315,Einar Nørby
248251,Edith Oldrup
107449,Guido Paevatalu
251515,Ticho Parly
292796,Nina Pavlovski
861163,Andrea Pellegrini
996587,Ann Petersen
1168964,Gurli Plesner
1091974,Hedevig Quiding
423033,Julie Reumert
203670,Johan Reuter
550386,Niels Jørgen Riis
257106,Leif Roar
15784,Helge Rosvænge
1095428,Louise Sahlgreen
7252,Aksel Schiøtz
420075,Erik Schmedes
1154740,Monna Schoubye
250152,Peter Schram
252015,Kirsten Schultz
433259,Ulla Sell
250422,Giuseppe Siboni
249304,Catharine Simonsen
249291,Niels Juel Simonsen
206202,Erik Sjøberg
235876,Henry Skjær
254880,Bo Skovhus
193624,Gertrud Spliid
249624,Ingeborg Steffensen
248962,Otte Svendsen
473150,A. Thorenfeld
248967,Thyge Thygesen
657106,Lisa Tjalve
249861,Emilie Ulrich
249283,Kirsten Vaupel
528570,Magnus Vigilius
630896,Lars Waage
231258,Caroline Walter
138443,Jens-Christian Wandt
