name
Anders Kanstrup"
Andreas Lynge
Andreas Odbjerg
Andreas Oxholm
Andreas P. Nielsen
Andreas Pallisgaard Hansen
Andreas Posselt
Andreas Steinmeyer
Andreas Tykjær Restorff
Andreas W. Hansen
Andres Devillian Lindgrén
Andres Exo Kragh
Andrew Fenn
Andrew John
André Jensen
Andy DeMize
Andy Pape
Andy Roda
Andy Sundstrøm
AndyOp
Ane Trolle
Aneela Mirza
Anette Blegvad
Anilde Kaputu
Anita Lerche
Anja Kickbusch
Anja Nissen
Anja Præst Mikkelsen
Anker Buch
Anker Hviid
Ankerstjerne (rapper)
Ann
Ann Petersen
Ann-Mette Elten
Anna Budtz
Anna David
Anna Gadborg
Anna Halkjær Langgaard Nielsen
Anna Levinsohn
Anna Nielsen (skuespiller)
Anna Stengade
Anna Valgreen
Anna Vigsø
Annapurna (sanger)
Anne Dorte Michelsen
Anne Gadegaard
Anne Grete
Anne Herdorf
Anne Linnet
Anne Noa
Anne Rani
Anne Vig Skoven
Anne Øland
Annelouise
Annemarie Zimakoff
Annette Bjergfeldt
Annette Heick
Annette Klingenberg
Annika Aakjær
Annisette Koppel
Anonym Trommeslager
Anthon Edwards Knudtzon
Anthony Lledo
Anton Bak
Anton Breinbjerg
Anton Hansen (basunist)
Anton Hegner
Anton Kontra
Anton Rée
Anton Westerlin
Arian
Arne Bertelsen
Arne Lundemann
Arne Lundén
Arne Møller (musiker)
Arne Svendsen (violinist)
Arne Würgler
Arne Østergaard
Arnold de Fine (kapelmester)
Arnoldus de Fine
Arnvid Meyer
Arthur Ivan Allin
Artigeardit
Arvid Andersen
Arvid Ehn
Asbjørn Auring Grimm
Asbjørn Helboe
"Asbjørn Hvelplund, Mads Elming, Jonas Andersen, Anders Nygaard"
Asger Berg
Asger Hamerik
Asger Jacobsen
Asger Juul
Asger Lund Christiansen
Asger Mygind
Asger Møller Garp
Asger Skjold-Rasmussen
Asger Steenholdt
Asger Strandby
Asger Tarpgaard
Asger Techau
Asger Waagner Nielsen
Aske Bentzon
Aske Jacoby
Aske Zidore
Assia Zlatkowa
Asta Bjerre
Astor Kristian palsson
Astrid Elbek
Ataf
Atilla Engin
Atle Rønne Thorberg
Atli Bjørn
Aud Wilken
August Campeotto
August Enna
August Julius Sahlgreen
August Wilhelm Binneweitz
August Wilhelm Hartmann
Augusta Lütken
Aura (sanger)
Axel Boisen
Axel Borup-Jørgensen
Axel Emil Guldbrandsen
Axel Frederiksen
Axel Grandjean
Axel Jørgensen (komponist)
Axel Kjerulf
Axel Liebmann
Axel Madsen
Axel Mohr
Axel W. Gade
Axel Waldemar Lanzky
Ayoe Angelica
Azilda Kaputu
B
B-Joe Johansen
B.A.N.G.E.R.S.
Babak Vakili
Babou
Bai
Bai-D
Balduin Dahl
"Bang Chau, Charlotte Munck, Jenno, Niclas Knudsen"
Barbara Moleko
Basim
Bastian Lars Andreasen
Bastian Popp
Bastian Sjelbjerg
Bastian Thusgaard
Bastian thusgaard
Baya
Beinir (musiker)
Ben Besiakov
Benedicte Pierleoni
Benjamin Feddersen
Benjamin Hav
Benjamin Jensen
Benjamin Koppel
Benjamin Lasnier
Benjamin Lesak Jensen
Benjamin Rosenbohm
Benna Moe
Benni Christiansen
Benny Andersen
Benny E. Andersen
Benny Holst
Benny Jamz
Benny Jensen
Benny Petersen
Benny Qvotrup
Benny Woitowitz
Bent
Bent Bro
Bent Clausen
Bent Fabricius-Bjerre
Bent Hesselmann
Bent Jædig
Bent Kirk
Bent Lorentzen
Bent Lumholt
Bent Lundgaard
Bent Norup
Bent Scharnberg
Bent Schjærff
Bent Steen
Bent Werther
Berendt Hartvig
Berit Fridahl
Bernhard Christensen
Bernhard Courländer
Bernhard Lewkovitch
Bernhard Rosenbaum
Bertel Abildgaard
Bertil Engberg Nielsen
Bertram Ask Plauborg Rasmussen
Bettina
Big Mama
Bill Hazen
Billie Koppel
Billy Cross
Bindu
Bine Bryndorf
Birdie Hurns
Birger Storr-Hansen
Birger Wøllner Gaarn
Birgit Boline Erfurt
Birgit Brüel
Birgit Engell
Birgit Lystager
Birgitte Alsted
Birgitte Bang
Birk Storm
"Birk, Benjamin Høyer"
Birthe Buch
Birthe Kjær
Bisse
Bjarke Helmø
Bjarke Lassen
Bjarke Mogensen
Bjarke Niemann
Bjarke Nilsson
Bjarke Porsmose
Bjarne Bøgelund Jensen
Bjarne Christiansen
Bjarne G. Jespersen
Bjarne Hoyer
Bjarne Jes Hansen
Bjarne Kristiansen
Bjarne Liller
Bjarne Lisby
Bjarne Rostvold
Bjarne Roupé
Bjarne Rydstrøm
Bjarne Ryming
Bjarne Thanning
Bjarne de la Motte
Bjonko
Bjorn Jansson
Björn Asking
Bjørn Carl Nielsen
Bjørn Erichsen (forlægger)
Bjørn Fjæstad
Bjørn Fosdal
Bjørn Hansen
Bjørn Hansen (musiker)
Bjørn Hardenberg
Bjørn Hjelmborg
Bjørn Hofmann
Bjørn Holmegård Sørensen
Bjørn Jensen
Bjørn Poulsen
Bjørn Svin
Bjørn Uglebjerg
Bjørn Veierskov
Bjørnern
Blæs Bukki
Bo Andersen (sanger)
Bo Brinck
Bo Christensen
Bo Damgaard
Bo Evers
Bo Feierskov
Bo Gryholt
Bo Gunge
Bo Hauge Laursen
Bo Holten
Bo Louring Mortensen
Bo Lundby Jæger
Bo Rande
Bo Schiøler
Bo Skovhus
Bo Stief
Bo Thrige Andersen
Bob Ricketts
Bob Thunder
Bobby Winson
Bobo Moreno
Bodil Agerschou
Bodil Heister
Boline Margrethe Kragh
Boogie Jutta
Boris Rabinowitsch
Boris Tandrup
Boriz S
Bosse Hall Christensen
Bossy Bo
Branco
Branco (rapper)
Brandur Jacobsen
Brett Perkins
"Brian ""Brylle"" Rasmussen"
Brian Batz
Brian Della Valle
"Brian Jensen, Jacob Baagøe, Jonas Dyrsø, Joel Adelgaard, Nicolaj Sicard"
Brian Karlsen
Brian Larsen
Brian Pomy Hansen
Brian Rasmussen
Brian Rich
Brimheim
Britt Hein
Bro (sanger)
Broken Hallux
Bruger:Kris89r
Bruno Henriksen
Bryan Rice
Børge Robert Mortensen
Børge Roger Henrichsen
Búgvi Jónleifson Magnussen
C.C. Møller (musiker)
C.E.F. Weyse
C.F.E. Horneman
C.V. Jørgensen
CS Nielsen
Cai Bojsen
CallmeKat
Camilla Florentz
Camilla Høiby
Camilla Wisøfeldt
Camille Jones
Camillo Carlsen
Carl
Carl Alstrup
Carl August Thielo
Carl Bergstrøm-Nielsen
Carl Braun (komponist)
Carl Brisson
Carl Bruun
Carl Busch
Carl Christian Nicolaj Balle
Carl Cohn Haste
Carl Coleman
Carl Emil Petersen
Carl Gottlob Füssel
Carl Helsted
Carl Johan Frydensberg
Carl Julius Malmquist
Carl Ludvig Gerlach
Carl Lumbye
Carl Møller (forfatter)
Carl Nielsen
Carl Nielsens værker
Carl Petter
Carl Quist Møller
Carl Viggo Meincke
"Carl West Hosbond
Alexander Julius Arlien"
Carl Winther
Caroline Castell
Caroline Forsberg Thybo
Caroline Henderson
Caroline Lind
Caroline Nielsen
Caroline Walter
Carsten
Carsten 'Shooter' Arndt
Carsten Bo Eriksen
Carsten Bo Jensen
Carsten Dahl
Carsten Knudsen
Carsten Krøyer
Carsten Lykke
Carsten Meinert
Carsten Mikkelsen
Carsten Millner
Carsten Mortensen
Carsten Neumann
Carsten Ortmann
Carsten Pedersen
Carsten Smedegaard
Carsten Valentin
Carsten Wind
Cas (rapper)
Caspar Christian Hoffmann
Caspar Eric
Caspar Heinrich Bernhard Andersen
Caspar Reiff
Casper Clausen
Casper Esmann
Casper Henning Hansen
Casper Holm
Casper Roland Popp
Catharine Frydendahl
Catharine Simonsen
Catharine Wernicke
Cathrine Legardh
Cecilia Cruz
Cecilie Dyrberg
Cecilie Ravik
Celina Ree
Cha D
Chad Charlton
Chadi Abdul
Chadi Abdul-Karim
Chang Il Kim aka
Channe Nussbaum
Chapper
Charles Kjerulf
Charles Senderovitz
Charlie
Charlotte Bournonville
Charlotte Roel
Charlotte Rose Lauridsen
Charlotte Wisøfeldt
Chief 1
Chili Pedersen
Chresten (sanger)
Chris
"Chris ""Ant"" Juris, Morten Groser, Martin ""Morgengrim"" Larsen, Per Eriksen"
Chris Dane
Chris Juris
Chris Minh Doky
Chris Paulsen
Chris Pedersen
Christer Båge
"Christian ""CMN"" Møller Nielsen"
Christian Bach
Christian Barnekow (komponist)
Christian Bogø
Christian Brenner
Christian Brøns
Christian Christensen
Christian Christiansen (komponist)
Christian Danning
Christian Debois
Christian Dietl
Christian Frederik Barth
Christian Geisler
Christian Geist
Christian Gotfredsen
Christian Gottschalch
Christian Have
Christian Henrik Glass
Christian Hildebrandt
Christian Hjelm
Christian Hvid
Christian Højgaard
"Christian Johansson, Rune Bendixen"
Christian Jon Cherry
Christian Joseph Rasmussen
Christian Julius Hansen
Christian Juncker
Christian Kellermann
Christian Kroman
Christian Lund (skuespiller)
Christian Mathiesen
Christian Mohr Levisen
Christian Møller
Christian Nyeborg
Christian Nørgaard
Christian Nørgaard (guitarist)
Christian Rohde Lindinger
Christian Samuel Barth
Christian Schiemann
Christian Schiørring
Christian Sievert
Christian Svendsen (billedhugger)
Christian Søgaard Andersen
Christian Tiemroth (violinist)
Christian Vardinghus-Nielsen
"Christian Vium – Vokal, guitar"
Christian Willesen
Christianshavns Bluesband
Christina Boelskifte
Christina Chanée
Christina Ibsen Meyer
Christina Schack
Christina Schilling
Christina Undhjem
Christina von Bülow
Christina Åstrand
Christine Christiansen
Christine Dueholm
Christine Marie Buchart
Christine Milton
Christoffer Brodersen
Christoffer Kjeller
Christoffer Møller Østergaard – Trommer
Christoffer Skau
Christoffer Vengsgaard
Christopher (sanger)
Christopher Brandt
Christopher Foltmar
Christopher Mclaughlin
Christopher Peetz
Cisilia
Claes Antonsen
Clara Bryld
Clara Sofie
Clara Tesch
"Claus ""Muddi"" Hvass"
Claus Arvad
Claus Asmussen
Claus B. Gnudtzmann
Claus Beck-Nielsen
Claus Bergmann
Claus Buldermave
Claus Bøhling
Claus Elnegaard
Claus From Rasmussen
Claus Hempler
Claus Jørgensen (pianist)
Claus Kilpatrick
Claus Lembek
Claus Marcuslund
Claus Munch
Claus Norreen
Claus Nørby
Claus Pedersen
Claus Pilgaard
Claus Schall
Claus de Luca
Clemens (rapper)
Clemens Legolas Telling
Cleo
Cliff Nemanim
Coco O.
Colin Wilkinson
Como Breuning
Cora Nyegaard
Cornelius Gurlitt (komponist)
Cris J.S. Frederiksen
Cutfather
Cy Nicklin
Cyron Melville
Cæcilie Norby
Cæcilie Trier
Cæsar (protestsanger)
D1MA
DJ Buda
DJ Kool K
DJ Rescue
DJ Typhoon
DQ (sanger)
Dagmar Hansen
Daimi Gentle
Dalle
Dan Andersen
Dan Damgaard
Dan Folke
Dan Hemmer
Dan Holmfjord
Dan Hougesen
Dan Hvidtfeldt Larsen
Dan Lumbye
Dania Tausen
Daniel (sanger)
Daniel Andersen
Daniel Balken
Daniel Beck
"Daniel Hansen, Matthias Brønnum, Morten Specht, Matti Schneider"
Daniel Hecht
Daniel Herfort
Daniel Kristensen
Daniel Kronskov
Daniel Lønberg
Daniel Munk
Daniel Mølgaard Christensen
Daniel Rosenthal Plon
Daniel Skjødt
"Daniella, Tamam, Sara, og Fatou"
Danni Jelsgaard
Danni Toma
Danny Jungslund
Danny Kool
Danny Linde
Danny Svendsen
Dario Campeotto
Darren Stokes
Dave 'Buzz' Stevens
David Abell
David Bertelsen
David Boyd
David Cadogan
David Cytryn
David Højer
David Krogh Andersen
David Lau Magnussen
David Nedergaard
David Pepke
David Riddell
David Rønne Vang 
Dawn Fastholm
Dee Pee
"Dennis ""Ghettoblast.it"" Ahlgren"
Dennis Buhl
Dennis DeBannic
Dennis Drud
Dennis Kasten
Dennis Stockmarr
Denniz Bertelsen
DeublEe
Diana Pereira Hay
Dicte (sanger)
Dietrich Buxtehude
Dig
Disko Lydia
Ditlev Ludvig Rogert
Ditlev Trappo Saugmann Bjerregaard
Ditlev Ulriksen
Ditte Melgaard
Dj Beatnik
Dj Filip
Dj Jett
Dj Møller
Dodo Gad
Dominic Gale
Don Kippers
Don Martin
Dopha
Dorothy Larsen
Dorthe Andersen
Dorthe Elsebet Larsen
Dorthe Gerlach
Dorthe Kollo
Dorthe Zielke
Drezz
Drøidal
DynamicH
Dávur á Reynatrøð
EX PMX
Eagger
EaggerStunn
Ebba Wilton
Ebbe Frej
Ebbe Hamerik
Ebbe Kristian Frej
Ed Jones
Ed Thigpen
Eddie Haircut
Edgar Henrichsen
Edith Brodersen
Edith Guillaume
Edith Oldrup
Eduard Lassen
Edvard Helsted
Edward Aroutounjan
Egil Harder
Egon Aagaard
Egon Kirk
Egon Kjær
Eigil Madsen
Eik Skaløe
Einar Enemark
Einar Nørby
Eivør Pálsdóttir
Ejnar Emborg
Ejnar Forchhammer
Ejnar Jacobsen
Ejnar Kampp
Ejnar Kanding
Eleonora Zrza
Elias Bender Rønnenfelt
Elias Boussnina
Elisabeth Boisen
Elisabeth Dons
Elisabeth Edberg
Elisabeth Gjerluff Nielsen
Elisabeth Guang
Elisabeth Klein
Elisabeth Meyer
Elisabeth Nielsen
Elith Nykjær Jørgensen
Elize Ryd
Ellen Beck
Ellen Birgitte Rasmussen
Ellen Winther Lembourn
Eloq
Else Brems
Else Marie Pade
Elvira Pitzner
"Emil ""Sylle"" Sylvester Jakobsen"
Emil Assing Høyer
Emil Brahe
Emil Dinsen
Emil Fredberg Stricker
Emil Goll
Emil Hartmann
Emil Hess
Emil Holm (sanger)
Emil Holst Partsch
Emil Horneman
Emil Juel-Frederiksen
Emil Jørgensen
Emil Jørgensen (musiker)
Emil Mathiasen
Emil Pilot Landgren
Emil Reesen
Emil Robert-Hansen
Emil Rothmann
Emil Stabil
Emil Telmányi
Emil Thomsen
Emil Vammen
Emil Vissing Christensen 
Emil Øelund
Emilia Olson
Emilie Esther
Emilie Paevatalu
Emilie Ulrich
Emilius Bangert
Emilius Lund
Emily Conlon
Emma Acs
Emma Hartmann
Emma Hørlyck
Emma Pi
Emmelie de Forest
Engelina
Enrico Andreis
Erann DD
Ericka Jane
Erik Aae Jensen
Erik Bach (komponist)
Erik Boas Pedersen
Erik Bøgh
Erik Falck
Erik Falck Johansen
Erik Fiehn
Erik Frederiksen
Erik Fritzner
Erik Grip
Erik Grønfeldt Hansen
Erik Hertz
Erik Højsgaard
Erik Jørgensen (komponist)
Erik Knudsen
Erik Kolind
Erik Leth
Erik Lindebjerg
Erik Madsen
Erik Moseholm
Erik Norby
Erik Olevik
Erik Paaske
Erik Parker
Erik Schmedes
Erik Sjøberg
Erik Stedt
Erik Thomsen (fløjtenist)
Erik Zoega
Erika de Casier
Erling Bjerno
Erling Bloch
Erling Bløndal Bengtsson
Erling Brene
Erling Dalsborg
Erling Dalsgaard
Erling Kroner
Erling Møldrup
Ernst Hornslet
Esben 'Esse' Hansen
Esben Andersen
Esben Beldring
Esben Busch
Esben Duus
Esben Elnegaard Kjær Hansen
Esben Just
Esben Pretzmann
Esben Rud Skovgaard
Eskild Dohn
Esle
Ester Brohus
Esther Maria
Ethan Monnot Weisgard
Etta Cameron
Eumig & Chinon
Eva Johansson
Eva Madsen
Eva Malling
Eva Meile
Evald Thomsen
Evanthore Vestergaard
Eve Horne
Even Pedersen
Ewald Thomsen
Eyvin Andersen
F.J. Hansen
F.L.Æ. Kunzen
FS Orlonn
FVN
Fabeldyret (sanger)
Fallulah
Fantomet (rapper)
Feike van der Woude
Felix Corrigan Suneson
Felix Ewert
Felix Paulsen
Filip
Filip Mortensen
Fillip Willink
Filuka
Fin Alfred Larsen
Fini Henriques
Finn Detlef
Finn Evald
Finn Gustavsen
Finn Holst Møller
Finn Høffding
Finn Jensen
Finn Jensen (musiker)
Finn Odderskov
Finn Olafsson
Finn Pedersen
Finn Savery
Finn Sørensen
Finn Viderø
Finn Ziegler
Finn Zierler
Flemming Antony
Flemming Arleth
Flemming Bamse Jørgensen
Flemming Borby
Flemming C. Lund
Flemming Formand
Flemming Giese Rasmussen
Flemming Guldsborg
Flemming Jensen
Flemming Jørgensen
Flemming Larsen
Flemming Larsen (trommetekniker)
Flemming Muus (bassist)
Flemming Olsen
Flemming Ostermann
Flemming Preisler
Flemming Quist Møller
Flemming Rasmussen
Flemming Walsøe Therkelsen
Flemming Weis
Flemming Werge
Flora Ofelia
Folmer Jensen
Fox Nilfisk
France Ellegaard
Francis Nørgaard
"Francisco ""Furan"" Fuentes"
Franciska Nathansen
Frank Clifforth
Frank Guldbæk Jensen
Frank Hasselstroem
Frank Jensen
Frank Kiehn Madsen
Frank Larsen
Frank Lauridsen
Frank Lorentzen
Frank Lundum
Frank Megabody
Frank Stangerup
Frank Sveidahl
Frank Thøgersen
Frank Ziyanak
Frans Andersson
Frans Bak
Frans Lasson
Frans Rasmussen
Franz Beckerlee
Franz De Zaster
Franz Glæser
Franz Gottschalk
Franz Keyper
Franz Lemsser
Franz Neruda
François Theodor Dipo
Freddie Kademann
Freddy Andreasen
Freddy Poulsen
Frede Norbrink
Frederik Bohn Bering
Frederik Carl Lemming
Frederik Christian Breitendich
Frederik Christian Funck
Frederik Cilius
Frederik Foersom
Frederik Magle
Frederik Matthison-Hansen
Frederik Nordsø
Frederik Qvitzau
Frederik Rung
Frederik Thaae
Frederik Thorkildsen Wexschall
Frederik Uglebjerg
Frederik Vedersø
Frederik van Pallandt
Frederik Øgaard Jensen
Frederikke Løvenskiold
Fredrik Lundin
Fredrik Søegaard
Fredski
Freedom (DJ)
Freja Eva Lockenwitz
Freja Loeb
Freya
Frida Brygmann
Frida Scotta
Fridolin Nordsø
Friedrich Gürtler
Friedrich Kuhlau
Friedrich Philipp Carl August Barth
Frithjof Toksvig
Fritz Andersen
Fritz Bendix
Fritz Crome
Fritz Fatal
Fritz Schousboe
Fritz Wehner
Fríði Bjarkhamar
Fuzz Daddy
Fuzzy
Gabriel Tuxen
Gabriele Amatulli
Gadejørgen
Gaute Niemann
Geolo Geo
Georg Allin Wilkenschildt
Georg Carl Bohlmann
Georg Frederik Ferdinand Allen
Georg Gerson
Georg Grothe
Georg Høeberg
Georg Lumbye
Georg Olesen
Gerda Gilboe
Gerda Neumann
Gerda von Bülow
Gerhard Rafn
Geronimo
Gert Bastian
Gert Hoberg Jørgensen
Gert Rostock Jensen
Gert Smedegaard
Gert Vincent
Gertrud Spliid
Gertrude Barrison
Ghost Brother
Gilli
GinmanBlachmanDahl
Gisli
Githa Ben-David
Gitte Hænning
Gitte Naur
Giuseppe Siboni
Gobs
Gorilla Angreb
Gorm Bull Sarning
Gorm Ravn
Gottfred Matthison-Hansen
Gottlob Friedrich Kittler
Gregers Brinch
Grete Klitgaard
Grethe Agatz
Grethe Ingmann
Grethe Krogh
Grev Lyhne
Grith Höifeldt
Gry Bay
Gry Johansen
Gudmund H. Nielsen
Gudrun Lund
Guido Paevatalu
Guillaume Bideau
Guldimund
Gunhild Carling
Gunnar Berg (komponist)
Gunnar Geertsen
Gunnar Johansen
Gurli Plesner
Gustaf Ljunggren (musiker)
Gustav Adolph Lembcke
Gustav Helsted
Gæst Vincent
Gøtzsche Lange
Günther Bach
Günther Paulsen
H.C. Lumbye
H.C. Mogensen
H.C. Vartenberg
H.O.C. Zinck
H.P. Lange
Hadi Ka-koush
Hakon Andersen
Hakon Børresen
Hakon Schmedes
Halfdan E
Halfdan E. Nielsen
Ham Der Hasse
Ham VolKan
Hank Shermann
Hanna Allin
Hannah Schneider
Hanne Boel
Hanne Petri
Hanne Rømer
Hannibal Hildorf
Hans
Hans Abrahamsen
"Hans Beck, Mads Saaby, Sean Jardenbæk"
Hans Brachrogge
Hans Christian Fogtmann Lauridsen
Hans Christian Knudsen
Hans Christian Molbech
Hans Dal
Hans Dammeyer
Hans Edward Andreasen
Hans Emil Hansen
Hans Erik Lerchenfeld
Hans Ernst Krøyer
Hans Fagt
Hans Fulling
Hans Gammeltoft-Hansen
Hans Hansen (komponist)
Hans Henrik Egestorp
Hans Henrik Præstbro
Hans Hinrich Zielche
Hans Holtegaard
Hans Holten Hansen
Hans Lauridsen
Hans Lorents Johansen
Hans Matthison-Hansen
Hans Nielsen (komponist)
Hans Ole Thers
Hans Peter Mululu
Hans Philip
Hans Rørdam
Hans Schreiber
Hans Sydow
Hans Ulrik
Hans Valther Jantzen
Hans Verner Ottesen
Hans Åsberg
Hans-Erik Philip
Hans-Henrik Ley
Harald Agersnap
Harald Balslev
Harald Bergstedt
Harald Bjerg Emborg
Harald Haugaard
Hareskov
Hasse
Hasse Krüger
Headup
Hedevig Quiding
Heidi Degn
Heidi Herløw
Heidi Mortenson
Heini
Heini Gilstón Corfitz Andersen
Heinrich Ernst Grosmann
Heinrich von Nutzhorn
Helene Blum
Helene Gjerris
Helge Bonnén
Helge Engelbrecht
Helge Nissen
Helge Rode
Helge Rosvænge
Helge Solberg
Hella Joof
Hemming Hartmann-Petersen
Henni Purk
Henning Christiansen
Henning Elbirk
Henning Nielsen
Henning Pold
Henning Pold Christensen
Henning Schmager
Henning Stærk
Henning Stærk Jacobsen
Henning Tingleff
Henning Toft Bro
Henning Villumsen
Henning Wellejus
Henning Winther
Henriette Andersen
Henriette Bonde-Hansen
Henriette Sennenvaldt
Henrik
"Henrik ""Heinz"" Christensen.  Simon Blaabjerg.  Thomas Egede"
"Henrik ""Heinz"" Jacobsen"
"Henrik ""Kral"" Andersen"
Henrik Askou
Henrik Balling
Henrik Berger
Henrik Bjørn Rasmussen
Henrik Blichmann
Henrik Bødtcher
Henrik Carlsen
Henrik Carmel
Henrik Dam Thomsen
Henrik Dylmer
Henrik Engstrøm
Henrik Friis
Henrik Friis Nielsen
Henrik Gibo
Henrik Glass
Henrik Goldschmidt
Henrik Gunde
Henrik H. Olesen
Henrik Hall
Henrik Hamilton
Henrik Hennings
Henrik Hviid Carlsen
Henrik Juul-Pedersen
Henrik Knudsen (pianist)
Henrik Krogh
Henrik Krogh Christensen
Henrik Krogsgaard
Henrik Launbjerg
Henrik Littauer
Henrik Lund
Henrik Lynbech
Henrik Marstal
Henrik Odgaard Glas
Henrik Olsen
Henrik Overgaard
Henrik Plötz
Henrik Rung
Henrik S. Christensen
Henrik Schaltz
Henrik Schou Poulsen
Henrik Skov
Henrik Stanley Møller
Henrik Sten Melander
Henrik Strube
Henrik Thomsen
Henrik Tvede
"Henrik Tvede, Flemming Rothause, Christian Veitner, Matias la Cour"
Henrik Vibskov
Henrik Vissing Schytte
Henrik Wenzel Andreasen
Henrik ”Hobbitten” Klitstrøm
Henry Hagemann
Henry Holst
Henry Nielsen
Henry Skjær
Heri Schwartz
Herman Amberg
Herman D. Koppel
Herman Severin Løvenskiold
Heðin Ziska Davidsen
Hilda Heick
Hilda Sehested
Hilmer Hassig
Hjalmer Larsen
Hola Pete
Holger Boland
Holger Bruusgaard
Holger Byrding
Holger Gilbert-Jespersen
Holger Kølle
Holger Laumann
Holger Simon Paulli
Horsens
Hugh Steinmetz
Hugo Gyldmark
Hugo Helmig
Hugo Larsen
Hugo Rasmussen
Hverdagens Helte
Høgni Jógvanson
Ian Grønlund
Ian Ion
Ianne Elo
Ib Glindemann
Ib Grønbech
Ib Hansen (operasanger)
Ib Nørholm
Ib Tranø
Ibi Makienok
Ibrahim Chouqeir
Icekiid
Ida Ambrose
Ida Brun
Ida Corr
Ida Cæcilie Rasmussen
Ida Henriette da Fonseca
Ida Klemann
Ida Laurberg
Ida Møller
Ida Nielsen
Ida Østergaard Madsen
Ihan Haydar
Ilja Bergh
Immortal Death
Ina Lindgreen
Ina Løndahl
Indee Rehal
Inez
Inga Nielsen
Ingbert Michelsen
"Inge Poulsen, Henrik Madsen og Jens Poulsen"
Inge Stauss
Inge-Marie Nielsen
Ingeborg Børch
Ingeborg Nørregaard Hansen
Ingeborg Steffensen
Ingelise Rune
Inger Christrup
Inger Nyholm
Inger-Lise Gaarde
Ingolf Gabold
Ingolf Olsen
Ingolf Sebastian Schjødt
Intensiv MC
Intoxicated Bugs
Iris Gold
Irving Waldorf
Isaac
Isabel Ndiaye
Isam Bachiri
Isbjerg
Isbjerg (rapper)
Ivan Damgård
Ivan Haki Haagensen
Ivan Hidalgo
Ivan Horn
Ivan Pedersen
Ivan Petersen
Ivar Bredal
Ivar Frounberg
J.B
J.F. Frøhlich
J.H. Nebelong (organist)
J.P. Langgaard
J.P.E. Hartmann
JP Krogh
Jackie Larsen
Jacob Aaby
Jacob Aksglæde
Jacob Andersen
Jacob Andersen (percussionist)
Jacob Andersen (sanger)
Jacob Beck
Jacob Bellens
Jacob Binzer
Jacob Bredahl
